time,Q1,Q2,Q3
72,9.447,20.205,39.5875
72.83,28.24775,40.785,60.0705
73.66,38.179,54.525,76.65375
74.48,34.8995,50.78,72.46
75.31,26.47,40.985,61.671
76.14,20.903,34.43,54.71175
76.97,16.9975,30.085,49.98575
77.79,14.38575,26.55,46.832
78.62,11.959,23.62,43.9815
79.45,10.36875,21.47,41.38025
80.28,17.52925,27.995,47.56825
81.1,32.18975,46.04,66.465
81.93,41.14925,58.35,81.27275
82.76,31.95875,47.005,68.9125
83.59,24.43,38.585,59.6705
84.41,19.15825,32.775,53.12275
85.24,15.889,28.84,48.9925
86.07,13.473,25.505,46.32475
86.9,11.3985,22.885,43.18025
87.72,9.89875,20.9,40.99975
88.55,23.3985,34.925,54.55325
89.38,35.4455,50.7,71.3605
90.21,38.5195,55.295,77.563
91.03,29.009,43.775,65.18425
91.86,22.5495,36.45,57.33025
92.69,17.948,31.4,51.8725
93.52,15.18825,27.735,48.0595
94.34,12.6475,24.56,45.1475
95.17,10.8695,22.15,42.64225
96,9.44925,20.335,40.5605
