time,Q1,Q2,Q3
72,5.46,10.49,17.79125
72.83,7.7085,12.395,19.6765
73.66,8.88725,13.645,21.0705
74.48,9.63825,14.49,21.7915
75.31,10.1385,15.1,22.5845
76.14,9.96825,14.98,22.586
76.97,7.399,12.465,19.951
77.79,5.82875,10.84,18.1925
78.62,7.22,12.06,19.3445
79.45,8.62925,13.375,20.77175
80.28,9.46975,14.3,21.7845
81.1,10.04775,14.995,22.5905
81.93,10.4,15.47,23.15625
82.76,7.96,13.02,20.59225
83.59,6.14975,11.23,18.671
84.41,6.76825,11.63,19.08
85.24,8.379,13.1,20.444
86.07,9.3665,14.115,21.73025
86.9,9.91825,14.88,22.40725
87.72,10.31975,15.38,23.2405
88.55,8.6195,13.585,21.30225
89.38,6.47975,11.635,19.08425
90.21,6.18,11.155,18.55
91.03,8.06875,12.815,20.154
91.86,9.1455,13.905,21.4705
92.69,9.75,14.725,22.266
93.52,10.23925,15.28,23.095
94.34,9.26975,14.265,22.11075
95.17,6.939,12.055,19.60175
96,5.46,10.55,17.934
