time,Q1,Q2,Q3
72,8.927,18.175,32.6135
72.83,19.149,28.94,43.462
73.66,24.66975,35.89,51.1695
74.48,21.95425,33.155,48.642
75.31,16.7295,27.415,43.171
76.14,13.33875,23.715,38.83475
76.97,10.99975,20.865,35.9135
77.79,9.315,18.72,33.30075
78.62,17.34,26.72,40.848
79.45,23.60925,34.36,50.091
80.28,23.74925,35.21,50.96075
81.1,17.947,28.61,44.553
81.93,14.108,24.555,39.80675
82.76,11.5685,21.535,36.63125
83.59,9.71575,19.23,33.907
84.41,15.10875,24.235,38.6915
85.24,22.38625,32.745,48.551
86.07,25.72775,37.425,53.27025
86.9,19.154,30.01,46.19025
87.72,14.90975,25.475,40.65525
88.55,12.14775,22.21,37.32225
89.38,10.16875,19.78,34.5715
90.21,12.23925,21.47,35.96375
91.03,21.02375,30.97,46.522
91.86,25.7185,37.455,53.54225
92.69,20.45325,31.58,47.75075
93.52,15.73,26.5,41.84075
94.34,12.7095,23.075,38.3205
95.17,10.589,20.365,35.261
96,8.927,18.32,32.99625
