time,Q1,Q2,Q3
72,15.726,27.955,47.18
72.83,21.2795,33.22,51.65125
73.66,24.11675,36.49,55.117
74.48,25.9085,38.675,57.95
75.31,27.33525,40.28,60.13325
76.14,26.61775,40.005,60.2205
76.97,20.4085,33.21,52.94425
77.79,16.45975,28.845,48.57125
78.62,20.07975,32.245,50.76525
79.45,23.54925,35.81,54.6205
80.28,25.4675,38.18,57.48025
81.1,27.02725,39.965,59.73125
81.93,28.125,41.325,61.62475
82.76,21.5685,34.695,54.64325
83.59,17.4385,29.84,49.9135
84.41,18.99825,31.07,50.1715
85.24,22.93825,35.05,53.9235
86.07,25.058,37.78,56.90325
86.9,26.68975,39.6,59.186
87.72,27.89425,41.035,61.418
88.55,22.99825,36.26,56.34575
89.38,18.38825,30.89,51.3135
90.21,17.54875,29.645,49.5115
91.03,22.269,34.205,53.3645
91.86,24.596,37.27,56.2565
92.69,26.3295,39.22,58.72075
93.52,27.6345,40.765,61.13075
94.34,24.659,38.025,58.36925
95.17,19.24975,32.03,52.71125
96,15.729,28.11,48.61775
