time,Q1,Q2,Q3
72,8.8265,19.43,37.3645
72.83,36.9495,52.16,71.9025
73.66,53.716,73.995,102.023
74.48,49.719,69.31,96.43025
75.31,38.769,55.795,78.436
76.14,29.8565,46.835,67.973
76.97,25.279,40.735,61.253
77.79,21.829,36.22,56.159
78.62,19.1665,32.53,53.18175
79.45,16.2875,29.665,49.559
80.28,14.467,27.23,46.86125
81.1,12.9285,25.13,44.4625
81.93,11.62725,23.27,42.50175
82.76,10.527,21.725,40.622
83.59,9.2895,20.175,38.57475
84.41,26.0495,37.505,54.84225
85.24,46.36975,64.165,88.78375
86.07,57.68775,79.32,109.22125
86.9,43.749,61.93,87.162
87.72,34.456,50.93,73.2535
88.55,27.47525,43.63,64.85225
89.38,23.3895,38.485,58.8315
90.21,20.4585,34.345,55.09425
91.03,17.54875,31.05,51.80475
91.86,15.27975,28.445,48.296
92.69,13.67925,26.095,45.69575
93.52,12.2675,24.145,43.684
94.34,11.05925,22.55,41.76375
95.17,9.939,21.025,39.7245
96,8.8885,19.57,38.05325
