time,Q1,Q2,Q3
72,5.1395,9.44,16.026
72.83,8.65,12.825,19.294
73.66,10.48925,15.08,21.46625
74.48,11.77925,16.615,23.18275
75.31,12.65925,17.755,24.5855
76.14,12.69975,17.88,24.96075
76.97,9.9095,14.73,21.4155
77.79,7.95975,12.73,19.512
78.62,6.7,11.22,17.976
79.45,5.65,10.125,16.8755
80.28,6.6895,10.755,17.362
81.1,9.32975,13.695,20.282
81.93,10.979,15.665,22.28425
82.76,12.1095,17.03,23.88025
83.59,12.9,18.17,25.1715
84.41,11.6895,16.68,23.84075
85.24,9.119,13.99,20.821
86.07,7.45,12.175,19.04425
86.9,6.30975,10.85,17.754
87.72,5.3895,9.785,16.71
88.55,7.79,11.905,18.4015
89.38,10.018,14.42,21.111
90.21,11.449,16.17,23.02075
91.03,12.4,17.445,24.48
91.86,13.12975,18.485,25.60075
92.69,10.64975,15.635,22.496
93.52,8.56925,13.385,20.23325
94.34,7.0795,11.725,18.70175
95.17,5.97975,10.495,17.50025
96,5.159,9.51,16.33475
