time,Q1,Q2,Q3
72,22.84525,32.44,46.792
72.83,22.84525,32.45,46.841
73.66,22.8455,32.455,46.8805
74.48,22.8455,32.46,46.8915
75.31,22.8455,32.47,46.9025
76.14,22.8455,32.475,46.90375
76.97,22.8455,32.48,46.983
77.79,22.8455,32.485,47.05175
78.62,22.8455,32.485,47.12025
79.45,22.8455,32.49,47.14125
80.28,22.8455,32.495,47.172
81.1,22.8455,32.5,47.2615
81.93,22.8455,32.5,47.3405
82.76,22.8455,32.51,47.40075
83.59,22.8455,32.515,47.44175
84.41,22.8455,32.52,47.48225
85.24,22.85525,32.52,47.5225
86.07,22.85525,32.525,47.55325
86.9,22.85525,32.525,47.59375
87.72,22.85525,32.53,47.62425
88.55,22.8555,32.535,47.655
89.38,22.8555,32.54,47.69525
90.21,22.8555,32.55,47.72575
91.03,22.8555,32.55,47.75575
91.86,22.8555,32.555,47.7855
92.69,22.8555,32.555,47.815
93.52,22.8555,32.56,47.84475
94.34,22.8555,32.57,47.8645
95.17,22.8555,32.57,47.894
96,22.8555,32.575,47.92375
