time,Q1,Q2,Q3
72,4.67825,11.26,21.954
72.83,14.469,21.06,30.294
73.66,19.18,27.495,37.58275
74.48,22.70425,32.155,43.49175
75.31,25.1285,35.625,48.20225
76.14,25.44725,36.24,49.47925
76.97,19.10875,29.065,41.70175
77.79,14.71925,24.32,36.28125
78.62,12.01825,21.045,32.72825
79.45,10.04825,18.64,30.47225
80.28,8.57825,16.7,28.08875
81.1,7.31,15.205,26.34625
81.93,6.329,13.79,25.19075
82.76,5.617,12.71,23.9115
83.59,5.008,11.705,22.67025
84.41,10.66925,16.795,26.58375
85.24,17.19925,24.595,34.2015
86.07,21.079,30.04,40.96375
86.9,24.0195,34.055,45.98525
87.72,26.109,37.125,50.48325
88.55,22.10875,32.255,45.256
89.38,16.65,26.465,38.4965
90.21,13.3195,22.59,34.711
91.03,10.969,19.8,31.831
91.86,9.2875,17.68,29.426
92.69,7.90925,15.905,27.4
93.52,6.73975,14.51,25.97225
94.34,5.93775,13.26,24.716
95.17,5.328,12.23,23.3445
96,4.7865,11.355,22.297
