standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.4689,0.0996662,-2.13087,0.13263,-2.64545,0.104473,-2.31674,0.0386444,All
-2.29053,0,-1.96332,0.238734,-2.46111,0.064291,-2.1634,0,All
-2.11215,0.016611,-1.79577,0.061894,-2.27676,0.0803638,-2.01005,0,All
-1.93378,0.0996662,-1.62822,0.026526,-2.09241,0.0160728,-1.85671,0,All
-1.75541,0.0498331,-1.46067,0.229892,-1.90807,0,-1.70336,0.0869499,All
-1.57703,0.0996662,-1.29312,0.097262,-1.72372,0.0482183,-1.55002,0.212544,All
-1.39866,0.207638,-1.12557,0.300628,-1.53937,0.152691,-1.39667,0.598988,All
-1.22029,0.265777,-0.958018,0.061894,-1.35503,0.160728,-1.24333,0.1739,All
-1.04191,0.116277,-0.790467,0.203366,-1.17068,0.0482183,-1.08998,0.164239,All
-0.863541,0.132888,-0.622916,0.150314,-0.986332,0.369674,-0.936639,0.183561,All
-0.685168,0.124583,-0.455366,0.26526,-0.801985,0.233055,-0.783294,0.202883,All
-0.506794,0.249166,-0.287815,0.13263,-0.617639,0.273237,-0.629949,0.328477,All
-0.328421,0.564775,-0.120265,0.389048,-0.433292,0.369674,-0.476604,0.43475,All
-0.150048,0.348832,0.0472858,0.389048,-0.248945,0.425928,-0.323259,0.299494,All
0.0283251,0.48172,0.214836,0.716202,-0.064598,0.345564,-0.169914,0.463733,All
0.206698,0.373748,0.382387,0.813464,0.119749,0.506292,-0.0165695,0.43475,All
0.385071,0.423581,0.549938,0.583572,0.304096,0.442001,0.136775,0.376783,All
0.563445,0.390359,0.717488,0.450942,0.488443,0.586656,0.29012,0.367122,All
0.741818,0.490026,0.885039,0.380206,0.672789,0.37771,0.443465,0.26085,All
0.920191,0.199332,1.05259,0.097262,0.857136,0.257164,0.59681,0.405766,All
1.09856,0.348832,1.22014,0,1.04148,0.192873,0.750155,0.202883,All
1.27694,0.257471,1.38769,0.026526,1.22583,0.144655,0.9035,0.241528,All
1.45531,0.0747497,1.55524,0.097262,1.41018,0.0723274,1.05685,0.299494,All
1.63368,0.0913607,1.72279,0.141472,1.59452,0.0803638,1.21019,0.289833,All
1.81206,0.132888,1.89034,0,1.77887,0.0884002,1.36354,0.318816,All
1.99043,0.00830552,2.05789,0,1.96322,0,1.51688,0.202883,All
2.1688,0.16611,2.22544,0.203366,2.14756,0.184837,1.67023,0.1739,All
