parameter,value,se_lin,rse_lin
Cl_pop,5.24956351303294,0.300282651921928,5.72014513542745
beta_Cl_logtCLCRMLMIN,0.624552227648432,0.246427848404825,39.4567239528834
V1_pop,20.6449331182718,1.71027608231927,8.28424133186267
Q_pop,5.88996707394145,1.17571386910287,19.9612978195496
V2_pop,25.81398745152,3.62492173057207,14.0424711113688
omega_Cl,0.210783427214413,0.0404562145203654,19.1932615647304
omega_V1,0.286685469485976,0.0623552815868776,21.7504157775
omega_Q,0.678067894882169,0.152558882309513,22.4990570208348
omega_V2,0.254940392303436,0.165552359503725,64.9376734725821
corr_V2_V1,0.999,0.444940267014113,44.538565266678
a1,0.304389866422562,0.0223186279012863,7.3322506309402
a2,0.0622263981823852,0.00622423917292108,10.0025702189573
