simulations,OFV
500,957.316
1000,958.124
1500,957.129
2000,957.459
2500,958.528
3000,957.964
3500,956.972
4000,956.624
4500,957.261
5000,957.059
5500,957.267
6000,957.452
6500,957.411
7000,957.248
7500,957.34
8000,957.407
8500,957.751
9000,957.431
9500,957.166
10000,957.035
10500,956.976
11000,957.07
11500,957.166
12000,957.048
12500,957.196
13000,957.3
13500,957.306
14000,957.332
14500,957.207
15000,957.151
15500,956.93
16000,956.96
16500,956.846
17000,956.862
17500,956.988
18000,956.985
18500,957.101
19000,957.127
19500,957.126
20000,957.066
20500,956.921
21000,956.83
21500,956.835
22000,956.914
22500,956.807
23000,956.717
23500,956.663
24000,956.718
24500,956.652
25000,956.693
25500,956.676
26000,956.61
26500,956.616
27000,956.596
27500,956.606
28000,956.687
28500,956.669
29000,956.732
29500,956.812
30000,956.871
