simulations, -2LL
1000,597.149
2000,596.318
3000,596.378
4000,596.334
5000,596.372
6000,596.342
7000,596.398
8000,596.397
9000,596.257
10000,596.191
11000,596.233
12000,596.218
13000,596.29
14000,596.327
15000,596.348
16000,596.428
17000,596.458
18000,596.469
19000,596.513
20000,596.491
21000,596.442
22000,596.473
23000,596.464
24000,596.439
25000,596.446
26000,596.481
27000,596.495
28000,596.468
29000,596.465
30000,596.445
