Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-1.83411,-0.0409848,-0.0726026,-6.72288e-08,0.000168664,0.000168664,-0.61036,-0.234028,-0.336209,-6.72288e-08,0.00813512,0.00813512,-0.61036,2.94968e-09,1.03075e-09,-1.83411,1.37417e-09,1.20678e-09
-1.75883,-0.047185,-0.069594,-6.495e-08,0.000192485,0.000192485,-0.59741,-0.298025,-0.328987,-6.495e-08,0.00802075,0.00802075,-0.59741,2.58525e-09,1.03258e-09,-1.75883,8.6547e-10,1.20312e-09
-1.68354,-0.0510277,-0.0665854,-6.26712e-08,0.000216306,0.000216306,-0.58446,-0.362838,-0.321764,-6.26712e-08,0.00790637,0.00790637,-0.58446,2.1631e-09,1.03441e-09,-1.68354,7.72179e-10,1.19945e-09
-1.60826,-0.0532014,-0.0635768,-6.03925e-08,0.000240127,0.000240127,-0.57151,-0.427651,-0.314541,-6.03925e-08,0.007792,0.007792,-0.57151,1.74096e-09,1.03625e-09,-1.60826,9.02475e-10,1.19579e-09
-1.53298,-0.0546234,-0.0605682,-5.81137e-08,0.000263948,0.000263948,-0.55856,-0.492464,-0.307319,-5.81137e-08,0.00767763,0.00767763,-0.55856,1.31881e-09,1.03808e-09,-1.53298,1.01544e-09,1.19212e-09
-1.45769,-0.0562303,-0.0575596,-5.58349e-08,0.000287769,0.000287769,-0.54561,-0.557277,-0.300096,-5.58349e-08,0.00756325,0.00756325,-0.54561,8.96663e-10,1.03991e-09,-1.45769,8.9596e-10,1.18846e-09
-1.38241,-0.059162,-0.054551,-5.35561e-08,0.00031159,0.00031159,-0.53266,-0.62209,-0.292873,-5.35561e-08,0.00744888,0.00744888,-0.53266,4.74516e-10,1.04174e-09,-1.38241,6.4567e-10,1.18479e-09
-1.30713,-0.0646889,-0.0515424,-5.12773e-08,0.000335411,0.000335411,-0.51971,-0.686903,-0.28565,-5.12773e-08,0.00733451,0.00733451,-0.51971,5.23693e-11,1.04358e-09,-1.30713,5.80307e-10,1.18113e-09
-1.23184,-0.0727002,-0.0485338,-4.89986e-08,0.000359232,0.000359232,-0.50676,-0.751716,-0.278428,-4.89986e-08,0.00722013,0.00722013,-0.50676,-3.69778e-10,1.04541e-09,-1.23184,1.00925e-09,1.17746e-09
-1.15656,-0.0753569,-0.0455252,-4.67198e-08,0.000383053,0.000383053,-0.49381,-0.816529,-0.271205,-4.67198e-08,0.00710576,0.00710576,-0.49381,-7.91925e-10,1.04724e-09,-1.15656,2.18069e-09,1.1738e-09
-1.08128,-0.0647107,-0.0425166,-4.4441e-08,0.000406874,0.000406874,-0.48086,-0.868872,-0.263982,-4.4441e-08,0.00699139,0.00699139,-0.48086,-1.1271e-09,1.04907e-09,-1.08128,3.69009e-09,1.17013e-09
-1.00599,-0.0495232,-0.039508,-4.21622e-08,0.000430694,0.000430694,-0.46791,-0.886683,-0.25676,-4.21622e-08,0.00687702,0.00687702,-0.46791,-1.20618e-09,1.05091e-09,-1.00599,1.45745e-09,1.16646e-09
-0.930709,-0.0646354,-0.0364994,-3.98834e-08,0.000454515,0.000454515,-0.45496,-0.886456,-0.249537,-3.98834e-08,0.00676264,0.00676264,-0.45496,-1.12807e-09,1.05274e-09,-0.930709,-6.41745e-10,1.1628e-09
-0.855425,-0.0992607,-0.0334908,-3.76046e-08,0.000478336,0.000478336,-0.44201,-0.866203,-0.242314,-3.76046e-08,0.00664827,0.00664827,-0.44201,-8.72297e-10,1.05457e-09,-0.855425,1.18387e-09,1.15913e-09
-0.780142,-0.0688281,-0.0304822,-3.53259e-08,0.000502157,0.000502157,-0.42906,-0.823668,-0.235091,-3.53259e-08,0.0065339,0.0065339,-0.42906,-4.25852e-10,1.05641e-09,-0.780142,-2.1453e-09,1.15547e-09
-0.704859,-0.0712245,-0.0274737,-3.30471e-08,0.000525978,0.000525978,-0.41611,-0.763652,-0.227869,-3.30471e-08,0.00641952,0.00641952,-0.41611,-5.6349e-11,1.05824e-09,-0.704859,3.04783e-09,1.1518e-09
-0.629576,-0.0638796,-0.0244651,-3.07683e-08,0.000549799,0.000549799,-0.40316,-0.697684,-0.220646,-3.07683e-08,0.00630515,0.00630515,-0.40316,-3.05736e-10,1.06007e-09,-0.629576,8.13828e-10,1.14814e-09
-0.554292,-0.0404699,-0.0214565,-2.84895e-08,0.00057362,0.00057362,-0.39021,-0.635845,-0.213423,-2.84895e-08,0.00619078,0.00619078,-0.39021,-1.46418e-09,1.0619e-09,-0.554292,4.15669e-09,1.14447e-09
-0.479009,-0.0473827,-0.0184479,-2.62107e-08,0.000597441,0.000597441,-0.37726,-0.580445,-0.2062,-2.62107e-08,0.0060764,0.0060764,-0.37726,-2.60947e-09,1.06374e-09,-0.479009,-1.02342e-09,1.14081e-09
-0.403726,-0.0474888,-0.0154393,-2.39319e-08,0.000621262,0.000621262,-0.36431,-0.531409,-0.198978,-2.39319e-08,0.00596203,0.00596203,-0.36431,-2.49329e-09,1.06557e-09,-0.403726,2.79385e-09,1.13714e-09
-0.328442,-0.0167834,-0.0124307,-2.16532e-08,0.000645083,0.000645083,-0.35136,-0.487971,-0.191755,-2.16532e-08,0.00584766,0.00584766,-0.35136,-7.27745e-10,1.0674e-09,-0.328442,1.54732e-09,1.13347e-09
-0.253159,-0.0157402,-0.00942207,-1.93744e-08,0.000668904,0.000668904,-0.33841,-0.44811,-0.184532,-1.93744e-08,0.00573329,0.00573329,-0.33841,1.75321e-09,1.06924e-09,-0.253159,2.9901e-10,1.12981e-09
-0.177876,-0.00501585,-0.00641348,-1.70956e-08,0.000692725,0.000692725,-0.32546,-0.4098,-0.17731,-1.70956e-08,0.00561891,0.00561891,-0.32546,3.95689e-09,1.07107e-09,-0.177876,-6.67266e-10,1.12614e-09
-0.102592,0.0021963,-0.00340488,-1.48168e-08,0.000716546,0.000716546,-0.31251,-0.372065,-0.170087,-1.48168e-08,0.00550454,0.00550454,-0.31251,5.50469e-09,1.0729e-09,-0.102592,2.45751e-09,1.12248e-09
-0.0273091,0.0190938,-0.000396283,-1.2538e-08,0.000740367,0.000740367,-0.29956,-0.334654,-0.162864,-1.2538e-08,0.00539017,0.00539017,-0.29956,6.47299e-09,1.07473e-09,-0.0273091,1.76489e-09,1.11881e-09
0.0479742,-0.0207654,0.00261231,-1.02592e-08,0.000764188,0.000764188,-0.28661,-0.297348,-0.155641,-1.02592e-08,0.00527579,0.00527579,-0.28661,6.896e-09,1.07657e-09,0.0479742,-4.18988e-10,1.11515e-09
0.123257,0.00809797,0.00562091,-7.98046e-09,0.000788009,0.000788009,-0.27366,-0.259477,-0.148419,-7.98046e-09,0.00516142,0.00516142,-0.27366,6.60306e-09,1.0784e-09,0.123257,3.58126e-09,1.11148e-09
0.198541,-0.00368972,0.00862951,-5.70168e-09,0.00081183,0.00081183,-0.26071,-0.221285,-0.141196,-5.70168e-09,0.00504705,0.00504705,-0.26071,6.03263e-09,1.08023e-09,0.198541,1.31855e-09,1.10782e-09
0.273824,0.0124575,0.0116381,-3.42289e-09,0.000835651,0.000835651,-0.24776,-0.183093,-0.133973,-3.42289e-09,0.00493267,0.00493267,-0.24776,5.46221e-09,1.08206e-09,0.273824,4.41681e-10,1.10415e-09
0.349107,-0.00985509,0.0146467,-1.14411e-09,0.000859472,0.000859472,-0.23481,-0.144612,-0.12675,-1.14411e-09,0.0048183,0.0048183,-0.23481,4.81074e-09,1.0839e-09,0.349107,-2.41262e-09,1.10049e-09
0.424391,0.0165466,0.0176553,1.13467e-09,0.000883293,0.000883293,-0.22186,-0.104366,-0.119528,1.13467e-09,0.00470393,0.00470393,-0.22186,3.66305e-09,1.08573e-09,0.424391,-8.29133e-10,1.09682e-09
0.499674,0.016377,0.0206639,3.41345e-09,0.000907114,0.000907114,-0.20891,-0.0631463,-0.112305,3.41345e-09,0.00458956,0.00458956,-0.20891,2.43558e-09,1.08756e-09,0.499674,1.45296e-09,1.09315e-09
0.574957,0.0418138,0.0236725,5.69224e-09,0.000930935,0.000930935,-0.19596,-0.0203288,-0.105082,5.69224e-09,0.00447518,0.00447518,-0.19596,1.149e-09,1.0894e-09,0.574957,1.90946e-09,1.08949e-09
0.650241,0.00775024,0.0266811,7.97102e-09,0.000954756,0.000954756,-0.18301,0.0242213,-0.0978596,7.97102e-09,0.00436081,0.00436081,-0.18301,-1.09699e-10,1.09123e-09,0.650241,7.411e-10,1.08582e-09
0.725524,0.0314516,0.0296897,1.02498e-08,0.000978576,0.000978576,-0.17006,0.0706845,-0.0906369,1.02498e-08,0.00424644,0.00424644,-0.17006,-1.27047e-09,1.09306e-09,0.725524,2.97525e-09,1.08216e-09
0.800807,0.0519557,0.0326983,1.25286e-08,0.0010024,0.0010024,-0.15711,0.119293,-0.0834141,1.25286e-08,0.00413206,0.00413206,-0.15711,-2.264e-09,1.09489e-09,0.800807,2.70016e-09,1.07849e-09
0.87609,0.0374703,0.0357069,1.48074e-08,0.00102622,0.00102622,-0.14416,0.170269,-0.0761914,1.48074e-08,0.00401769,0.00401769,-0.14416,-3.02139e-09,1.09673e-09,0.87609,2.9695e-10,1.07483e-09
0.951374,0.0493195,0.0387155,1.70862e-08,0.00105004,0.00105004,-0.13121,0.221233,-0.0689687,1.70862e-08,0.00390332,0.00390332,-0.13121,-3.38313e-09,1.09856e-09,0.951374,-9.98972e-11,1.07116e-09
1.02666,0.055362,0.0417241,1.93649e-08,0.00107386,0.00107386,-0.11826,0.25876,-0.061746,1.93649e-08,0.00378895,0.00378895,-0.11826,-2.80572e-09,1.10039e-09,1.02666,9.32343e-10,1.0675e-09
1.10194,0.0429109,0.0447327,2.16437e-08,0.00109768,0.00109768,-0.10531,0.269824,-0.0545232,2.16437e-08,0.00367457,0.00367457,-0.10531,-8.52052e-10,1.10222e-09,1.10194,1.61821e-10,1.06383e-09
1.17722,0.0504153,0.0477413,2.39225e-08,0.0011215,0.0011215,-0.0923599,0.267379,-0.0473005,2.39225e-08,0.0035602,0.0035602,-0.0923599,1.26049e-09,1.10406e-09,1.17722,7.74129e-11,1.06016e-09
1.25251,0.0633096,0.0507499,2.62013e-08,0.00114532,0.00114532,-0.07941,0.222437,-0.0400778,2.62013e-08,0.00344583,0.00344583,-0.07941,1.66307e-09,1.10589e-09,1.25251,8.66078e-10,1.0565e-09
1.32779,0.0698476,0.0537585,2.84801e-08,0.00116914,0.00116914,-0.06646,0.0693386,-0.0328551,2.84801e-08,0.00333145,0.00333145,-0.06646,-2.36283e-10,1.10772e-09,1.32779,2.08999e-09,1.05283e-09
1.40307,0.0739557,0.0567671,3.07588e-08,0.00119297,0.00119297,-0.05351,0.138654,-0.0256324,3.07588e-08,0.00321708,0.00321708,-0.05351,9.80669e-10,1.10956e-09,1.40307,2.87383e-09,1.04917e-09
1.47836,0.080141,0.0597756,3.30376e-08,0.00121679,0.00121679,-0.04056,0.0802348,-0.0184096,3.30376e-08,0.00310271,0.00310271,-0.04056,2.95658e-09,1.11139e-09,1.47836,2.47792e-09,1.0455e-09
1.55364,0.0883922,0.0627842,3.53164e-08,0.00124061,0.00124061,-0.02761,0.141943,-0.0111869,3.53164e-08,0.00298833,0.00298833,-0.02761,2.36629e-09,1.11322e-09,1.55364,1.22472e-09,1.04184e-09
1.62892,0.0969846,0.0657928,3.75952e-08,0.00126443,0.00126443,-0.01466,0.0655721,-0.00396418,3.75952e-08,0.00287396,0.00287396,-0.01466,5.83975e-10,1.11505e-09,1.62892,-1.6097e-10,1.03817e-09
1.70421,0.104207,0.0688014,3.9874e-08,0.00128825,0.00128825,-0.00170997,-0.0162617,0.00325854,3.9874e-08,0.00275959,0.00275959,-0.00170997,1.69421e-09,1.11689e-09,1.70421,-9.61431e-10,1.03451e-09
1.77949,0.109206,0.07181,4.21528e-08,0.00131207,0.00131207,0.01124,-0.182898,0.0104813,4.21528e-08,0.00264522,0.00264522,0.01124,2.62322e-09,1.11872e-09,1.77949,-8.67381e-10,1.03084e-09
1.85477,0.112451,0.0748186,4.44315e-08,0.00133589,0.00133589,0.02419,-0.210472,0.017704,4.44315e-08,0.00253084,0.00253084,0.02419,-2.17262e-09,1.12055e-09,1.85477,-1.96774e-10,1.02718e-09
1.93006,0.114515,0.0778272,4.67103e-08,0.00135971,0.00135971,0.03714,-0.309345,0.0249267,4.67103e-08,0.00241647,0.00241647,0.03714,-5.04457e-10,1.12239e-09,1.93006,6.81018e-10,1.02351e-09
2.00534,0.115975,0.0808358,4.89891e-08,0.00138353,0.00138353,0.05009,-0.453818,0.0321494,4.89891e-08,0.0023021,0.0023021,0.05009,-7.235e-10,1.12422e-09,2.00534,1.39643e-09,1.01984e-09
2.08062,0.117254,0.0838444,5.12679e-08,0.00140735,0.00140735,0.06304,-0.508861,0.0393722,5.12679e-08,0.00218772,0.00218772,0.06304,2.75992e-09,1.12605e-09,2.08062,1.69061e-09,1.01618e-09
2.15591,0.118417,0.086853,5.35467e-08,0.00143117,0.00143117,0.07599,-0.367446,0.0465949,5.35467e-08,0.00207335,0.00207335,0.07599,1.54084e-09,1.12788e-09,2.15591,1.57104e-09,1.01251e-09
2.23119,0.119472,0.0898616,5.58255e-08,0.001455,0.001455,0.08894,-0.042786,0.0538176,5.58255e-08,0.00195898,0.00195898,0.08894,1.54902e-09,1.12972e-09,2.23119,1.08079e-09,1.00885e-09
2.30647,0.12043,0.0928702,5.81042e-08,0.00147882,0.00147882,0.10189,0.180148,0.0610403,5.81042e-08,0.0018446,0.0018446,0.10189,1.57603e-09,1.13155e-09,2.30647,2.65503e-10,1.00518e-09
2.38176,0.121301,0.0958788,6.0383e-08,0.00150264,0.00150264,0.11484,0.163475,0.0682631,6.0383e-08,0.00173023,0.00173023,0.11484,1.71514e-09,1.13338e-09,2.38176,-8.31621e-10,1.00152e-09
2.45704,0.122094,0.0988874,6.26618e-08,0.00152646,0.00152646,0.12779,0.306917,0.0754858,6.26618e-08,0.00161586,0.00161586,0.12779,4.96454e-10,1.13521e-09,2.45704,-2.16202e-09,9.97851e-10
2.53232,0.12282,0.101896,6.49406e-08,0.00155028,0.00155028,0.14074,0.247731,0.0827085,6.49406e-08,0.00150149,0.00150149,0.14074,3.65814e-10,1.13705e-09,2.53232,-3.68447e-09,9.94186e-10
2.60761,0.123489,0.104905,6.72194e-08,0.0015741,0.0015741,0.15369,0.217243,0.0899312,6.72194e-08,0.00138711,0.00138711,0.15369,1.69217e-09,1.13888e-09,2.60761,-5.3532e-09,9.9052e-10
2.68289,0.124108,0.107913,6.94982e-08,0.00159792,0.00159792,0.16664,0.184393,0.0971539,6.94982e-08,0.00127274,0.00127274,0.16664,2.73672e-09,1.14071e-09,2.68289,-7.12584e-09,9.86855e-10
2.75817,0.124692,0.110922,7.17769e-08,0.00162174,0.00162174,0.17959,0.0527154,0.104377,7.17769e-08,0.00115837,0.00115837,0.17959,1.13988e-09,1.14255e-09,2.75817,-8.95133e-09,9.83189e-10
2.83346,0.125246,0.11393,7.40557e-08,0.00164556,0.00164556,0.19254,0.174531,0.111599,7.40557e-08,0.00104399,0.00104399,0.19254,1.02912e-09,1.14438e-09,2.83346,-1.07878e-08,9.79524e-10
2.90874,0.125785,0.116939,7.63345e-08,0.00166938,0.00166938,0.20549,0.084624,0.118822,7.63345e-08,0.00092962,0.00092962,0.20549,-1.33655e-09,1.14621e-09,2.90874,-1.25912e-08,9.75858e-10
2.98402,0.126317,0.119948,7.86133e-08,0.00169321,0.00169321,0.21844,0.152053,0.126045,7.86133e-08,0.000815247,0.000815247,0.21844,5.4716e-09,1.14804e-09,2.98402,-1.42913e-08,9.72193e-10
3.05931,0.126894,0.122956,8.08921e-08,0.00171703,0.00171703,0.23139,0.194923,0.133268,8.08921e-08,0.000700874,0.000700874,0.23139,3.3635e-11,1.14988e-09,3.05931,-1.56195e-08,9.68527e-10
3.13459,0.127695,0.125965,8.31709e-08,0.00174085,0.00174085,0.24434,0.1971,0.14049,8.31709e-08,0.000586501,0.000586501,0.24434,2.45468e-09,1.15171e-09,3.13459,-1.53606e-08,9.64862e-10
3.20987,0.128495,0.128973,8.54496e-08,0.00176467,0.00176467,0.25729,0.228307,0.147713,8.54496e-08,0.000472128,0.000472128,0.25729,2.08946e-09,1.15354e-09,3.20987,-1.51016e-08,9.61196e-10
3.28516,0.129295,0.131982,8.77284e-08,0.00178849,0.00178849,0.27024,0.238672,0.154936,8.77284e-08,0.000357755,0.000357755,0.27024,1.42016e-09,1.15537e-09,3.28516,-1.48426e-08,9.57531e-10
3.36044,0.130096,0.134991,9.00072e-08,0.00181231,0.00181231,0.28319,0.291409,0.162158,9.00072e-08,0.000243382,0.000243382,0.28319,-1.40729e-09,1.15721e-09,3.36044,-1.45837e-08,9.53865e-10
3.43572,0.130896,0.137999,9.2286e-08,0.00183613,0.00183613,0.29614,0.340215,0.169381,9.2286e-08,0.000129009,0.000129009,0.29614,1.36281e-09,1.15904e-09,3.43572,-1.43247e-08,9.502e-10
3.51101,0.131696,0.141008,9.45648e-08,0.00185995,0.00185995,0.30909,0.393502,0.176604,9.45648e-08,1.46363e-05,1.46363e-05,0.30909,3.05605e-09,1.16087e-09,3.51101,-1.40657e-08,9.46534e-10
3.58629,0.132496,0.144016,9.68435e-08,0.00188377,0.00188377,0.32204,0.453001,0.183827,9.68435e-08,-9.97367e-05,-9.97367e-05,0.32204,5.45629e-10,1.16271e-09,3.58629,-1.38068e-08,9.42869e-10
3.66157,0.133297,0.147025,9.91223e-08,0.00190759,0.00190759,0.33499,0.499563,0.191049,9.91223e-08,-0.00021411,-0.00021411,0.33499,-2.60967e-09,1.16454e-09,3.66157,-1.35478e-08,9.39203e-10
3.73686,0.134097,0.150034,1.01401e-07,0.00193141,0.00193141,0.34794,0.513364,0.198272,1.01401e-07,-0.000328483,-0.000328483,0.34794,-2.67239e-09,1.16637e-09,3.73686,-1.32889e-08,9.35538e-10
3.81214,0.134897,0.153042,1.0368e-07,0.00195524,0.00195524,0.36089,0.443528,0.205495,1.0368e-07,-0.000442856,-0.000442856,0.36089,8.65389e-09,1.1682e-09,3.81214,-1.30299e-08,9.31872e-10
3.88742,0.135697,0.156051,1.05959e-07,0.00197906,0.00197906,0.37384,0.367653,0.212718,1.05959e-07,-0.000557229,-0.000557229,0.37384,2.08292e-08,1.17004e-09,3.88742,-1.27709e-08,9.28207e-10
