simulations,OFV
500,966.964
1000,967.519
1500,967.272
2000,966.227
2500,966.522
3000,966.953
3500,966.865
4000,966.897
4500,967.248
5000,967.254
5500,967.184
6000,967.397
6500,966.756
7000,966.991
7500,966.752
8000,966.969
8500,967.229
9000,966.959
9500,966.807
10000,966.649
10500,966.606
11000,966.68
11500,966.709
12000,966.597
12500,966.792
13000,966.731
13500,966.466
14000,966.35
14500,966.24
15000,966.279
15500,966.269
16000,966.433
16500,965.942
17000,966.034
17500,966.143
18000,966.007
18500,966.079
19000,965.914
19500,965.891
20000,965.848
20500,965.873
21000,965.784
21500,965.889
22000,965.97
22500,965.975
23000,965.578
23500,965.209
24000,965.238
24500,965.323
25000,965.347
25500,965.321
26000,965.242
26500,965.276
27000,965.186
27500,965.234
28000,965.324
28500,965.334
29000,965.424
29500,965.465
30000,965.521
