time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.0848314,1,0.169987,1,0.0641116,8.09461,-0.066923,4.18977,-0.0117197,8.09461,-0.107821,All
1.05006,0.0797453,1.05006,0.163038,1.05006,0.0592461,8.34562,-0.0818228,4.41217,-0.00897374,8.34562,-0.117672,All
1.10263,0.0744046,1.10263,0.155742,1.10263,0.0541371,8.60441,-0.0854234,4.64638,-0.00623107,8.60441,-0.119599,All
1.15782,0.0687966,1.15782,0.14808,1.15782,0.0487723,8.67806,-0.0858936,4.89302,-0.00510081,8.67806,-0.119756,All
1.21,0.0634952,1.21,0.140838,1.21,0.043701,8.87123,-0.0842991,5.15276,-0.00495539,8.87123,-0.118118,All
1.21578,0.0629077,1.21578,0.140035,1.21578,0.043139,9.14632,-0.0786071,5.21858,-0.0050826,9.14632,-0.113106,All
1.27664,0.0567242,1.27664,0.131587,1.27664,0.0372236,9.26152,-0.0760642,5.42628,-0.00559123,9.26152,-0.110795,All
1.34055,0.050231,1.34055,0.122717,1.34055,0.0310122,9.42994,-0.0723514,5.71432,-0.00748203,9.42994,-0.107348,All
1.40766,0.0434128,1.40766,0.113402,1.40766,0.0244898,9.72236,-0.0659236,6.01765,-0.00997684,9.72236,-0.101119,All
1.42,0.042159,1.42,0.111689,1.42,0.0232904,9.84497,-0.0633427,6.2474,-0.012332,9.84497,-0.0984157,All
1.47813,0.0362533,1.47813,0.103621,1.47813,0.0176408,10.0238,-0.0595815,6.33709,-0.0132835,10.0238,-0.0944696,All
1.55212,0.0287354,1.55212,0.0933498,1.55212,0.0104491,10.3347,-0.0530455,6.67348,-0.016987,10.3347,-0.0876122,All
1.62982,0.0249904,1.62982,0.0811322,1.62982,0.00696832,10.4284,-0.0510742,7.02772,-0.0207807,10.4284,-0.0855439,All
1.63,0.0249881,1.63,0.0811016,1.63,0.00696659,10.6552,-0.046507,7.27622,-0.0230889,10.6552,-0.0806146,All
1.71141,0.0239832,1.71141,0.0672928,1.71141,0.00618356,10.9856,-0.0404049,7.40077,-0.0240428,10.9856,-0.0737889,All
1.79708,0.0229255,1.79708,0.0527607,1.79708,0.00535951,11.0119,-0.0399403,7.79363,-0.0263148,11.0119,-0.0732637,All
1.84,0.0223957,1.84,0.0454805,1.84,0.00494668,11.3262,-0.0345163,8.20733,-0.0261814,11.3262,-0.0671192,All
1.88704,0.021815,1.88704,0.0375012,1.88704,0.00449421,11.5953,-0.0308533,8.30504,-0.0256896,11.5953,-0.0628732,All
1.98151,0.0206488,1.98151,0.0214777,1.98151,0.00358559,11.6774,-0.0297358,8.643,-0.0239887,11.6774,-0.0615778,All
2.05,0.020357,2.05,0.017945,2.05,0.0032004,12.0396,-0.0248071,9.1018,-0.0193717,12.0396,-0.0558645,All
2.0807,0.020318,2.0807,0.0177021,2.0807,0.00307311,12.1788,-0.0229119,9.33386,-0.0162821,12.1788,-0.0536676,All
2.18486,0.0201857,2.18486,0.0168779,2.18486,0.00264125,12.4129,-0.0201851,9.58494,-0.0121945,12.4129,-0.0504624,All
2.26,0.0200902,2.26,0.0162833,2.26,0.0023297,12.7623,-0.017472,10.0937,-0.00314589,12.7623,-0.0471203,All
2.29423,0.0200467,2.29423,0.0160124,2.29423,0.00218777,12.7978,-0.0171959,10.3627,0.0020866,12.7978,-0.0467801,All
2.40908,0.0199008,2.40908,0.0151036,2.40908,0.00171159,13.1947,-0.014114,10.6295,0.00741827,13.1947,-0.0429836,All
2.47,0.0198234,2.47,0.0146215,2.47,0.00145901,13.3457,-0.0129411,11.1938,0.018626,13.3457,-0.0415387,All
2.52968,0.0197476,2.52968,0.0141493,2.52968,0.00121157,13.6038,-0.0109366,11.3915,0.0224922,13.6038,-0.0390694,All
2.65631,0.0195867,2.65631,0.0131472,2.65631,0.000686524,13.9292,-0.00891572,11.788,0.0295969,13.9292,-0.0365011,All
2.68,0.0195566,2.68,0.0129598,2.68,0.000588311,14.0257,-0.00861221,12.4137,0.0388988,14.0257,-0.0360584,All
2.78929,0.0194177,2.78929,0.012095,2.78929,0.000135191,14.4606,-0.00724442,12.4203,0.0389775,14.4606,-0.0340633,All
