simulations,OFV
500,971.558
1000,970.31
1500,969.535
2000,969.716
2500,970.466
3000,970.446
3500,970.302
4000,970.352
4500,970.51
5000,970.423
5500,970.326
6000,970.345
6500,970.056
7000,970.084
7500,970.313
8000,970.416
8500,970.681
9000,970.354
9500,970.288
10000,970.001
10500,969.854
11000,970.048
11500,969.962
12000,969.857
12500,969.863
13000,969.833
13500,969.757
14000,969.759
14500,969.679
15000,969.734
15500,969.839
16000,969.862
16500,969.793
17000,969.737
17500,969.777
18000,969.686
18500,969.753
19000,969.597
19500,969.548
20000,969.451
20500,969.335
21000,969.141
21500,969.188
22000,969.226
22500,969.133
23000,968.981
23500,969.02
24000,969.039
24500,969.036
25000,969.045
25500,969.094
26000,969.018
26500,969.014
27000,969.018
27500,969.03
28000,969.048
28500,969.052
29000,969.125
29500,969.188
30000,969.254
