iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2
1259,764.912,1,5.3064,0.308749,21.8611,5.47659,27.6295,0.623513,0.226449,0.288049,0.517313,0.663465,5.01438,0.946261,0.143676,0.0615493
1260,769.144,1,5.34329,0.32269,21.9882,5.41011,27.291,0.710115,0.229834,0.283594,0.504215,0.649651,5.29397,0.94293,0.143454,0.0624009
1261,764.378,1,5.31381,0.307793,21.9704,5.51141,25.9442,0.685347,0.226569,0.284563,0.50176,0.639006,5.29705,0.938956,0.144776,0.0608209
1262,764.886,1,5.31521,0.279512,21.9825,5.71429,26.7166,0.637294,0.226078,0.297273,0.489055,0.662679,5.16293,0.94862,0.14111,0.0629932
1263,765.359,1,5.33307,0.293977,22.0208,5.77003,25.6828,0.598804,0.231113,0.29228,0.542941,0.6685,5.0322,0.93245,0.139094,0.0613981
1264,763.216,1,5.33805,0.330842,22.0427,5.52361,26.7418,0.637049,0.226069,0.297203,0.535782,0.68352,5.01367,0.934352,0.141681,0.0598435
1265,766.783,1,5.35921,0.340229,21.9719,5.68067,27.2072,0.639349,0.231632,0.289677,0.532808,0.696241,5.03174,0.936306,0.143765,0.0601393
1266,768.081,1,5.32712,0.341284,21.9289,5.6201,27.7869,0.645284,0.22678,0.282343,0.519317,0.706614,4.90433,0.921588,0.141469,0.0614943
1267,768.005,1,5.35297,0.344555,22.3731,5.56011,28.4041,0.710591,0.229452,0.284796,0.506168,0.697113,4.99433,0.935805,0.138231,0.0637344
1268,768.755,1,5.34104,0.313394,22.4138,5.50519,27.5528,0.722841,0.223642,0.290408,0.511487,0.679461,4.97318,0.942051,0.139019,0.0644787
1269,777.497,1,5.33151,0.314842,22.0625,5.51923,26.0113,0.777791,0.22817,0.290241,0.498536,0.662257,5.03223,0.939165,0.142952,0.0656011
1270,769.198,1,5.31424,0.304214,22.3232,5.2692,27.1652,0.624125,0.226515,0.301983,0.525935,0.685231,4.90481,0.941428,0.14415,0.06394
1271,762.418,1,5.33689,0.277307,22.5208,5.41397,26.6475,0.67832,0.222401,0.294337,0.512618,0.700019,4.95652,0.937014,0.1405,0.062321
1272,770.494,1,5.29804,0.28941,22.325,5.53343,25.5546,0.613875,0.223748,0.292171,0.503143,0.686039,4.96394,0.938979,0.140661,0.0637024
1273,779.809,1,5.28797,0.301413,22.25,5.27851,24.9733,0.654096,0.223313,0.301794,0.490403,0.673001,4.9533,0.93984,0.14289,0.0662324
1274,779.876,1,5.31896,0.284741,21.9907,5.69673,25.1888,0.624065,0.228508,0.294152,0.512123,0.675152,4.98199,0.917301,0.139818,0.0654953
1275,771.676,1,5.33816,0.298734,21.9629,5.5517,25.8392,0.796352,0.223387,0.288275,0.502037,0.658057,5.19156,0.918309,0.139098,0.063837
1276,769.949,1,5.33834,0.362201,22.6652,5.6422,28.5468,0.678652,0.226654,0.295546,0.489325,0.680328,5.06011,0.931925,0.138938,0.0647271
1277,775.223,1,5.36158,0.331689,22.5005,5.59815,29.1197,0.668897,0.229455,0.288063,0.476935,0.68729,5.035,0.920538,0.140861,0.0640887
1278,773.201,1,5.29859,0.295087,22.1849,5.65698,27.2367,0.544675,0.228494,0.292583,0.464859,0.669887,4.96589,0.905237,0.139411,0.0639451
1279,766.587,1,5.29448,0.266872,22.279,5.31268,28.6365,0.695204,0.222708,0.288428,0.453088,0.690275,5.02671,0.894767,0.13944,0.062326
1280,767.821,1,5.33783,0.282909,22.3558,5.3239,28.4429,0.765882,0.220171,0.297752,0.514434,0.69718,4.99245,0.904621,0.140306,0.0607479
1281,761.704,1,5.35737,0.296435,22.3785,5.42647,28.7286,0.883605,0.221058,0.290213,0.507897,0.708157,4.96032,0.925913,0.137652,0.0610829
1282,767.988,1,5.37607,0.282096,22.1325,5.28538,28.9823,0.932045,0.225029,0.282865,0.535909,0.690226,5.04091,0.912861,0.142793,0.0600392
1283,775.192,1,5.35113,0.272277,22.5802,5.01679,30.4998,0.898236,0.219331,0.283706,0.528448,0.706285,4.96919,0.9222,0.144124,0.0623263
1284,776.251,1,5.29584,0.289621,22.3954,5.02526,30.4282,0.795386,0.229619,0.287783,0.515067,0.688992,4.87891,0.921884,0.143404,0.0636237
1285,774.505,1,5.31945,0.269325,22.3225,5.12058,30.4989,0.79229,0.229615,0.280496,0.502025,0.692615,4.80178,0.904331,0.143825,0.0623307
1286,779.14,1,5.32043,0.252568,22.3872,4.93457,33.4219,0.803908,0.229838,0.273394,0.50132,0.675679,5.15613,0.928999,0.147026,0.063278
1287,777.273,1,5.27934,0.234454,21.8587,5.42744,32.3729,0.694795,0.228179,0.28076,0.488626,0.681268,5.13023,0.924191,0.14835,0.061946
1288,785.712,1,5.29944,0.242309,21.788,5.64596,31.3436,0.577221,0.241362,0.281353,0.513338,0.664018,5.02398,0.92909,0.144594,0.0670265
1289,783.454,1,5.29385,0.294142,22.0178,5.8217,29.9526,0.553707,0.235993,0.287194,0.530487,0.650609,4.93673,0.921193,0.142476,0.0656116
1290,791.077,1,5.30354,0.299672,22.0688,5.87024,29.5288,0.468675,0.235886,0.279922,0.517054,0.634136,5.04827,0.894623,0.142453,0.0679279
1291,779.415,1,5.27726,0.276501,22.2399,5.63601,29.2574,0.407558,0.23386,0.272834,0.503962,0.618079,5.23951,0.901153,0.144029,0.0662079
1292,778.776,1,5.33819,0.323616,21.9741,5.66855,29.1835,0.563958,0.233928,0.265926,0.512867,0.602429,5.14261,0.905508,0.147704,0.0645315
1293,779.036,1,5.31708,0.319416,21.8393,5.54726,28.7249,0.609209,0.230827,0.270359,0.51541,0.587175,5.08659,0.925689,0.145886,0.0648717
1294,780.019,1,5.36381,0.328062,21.7894,5.59215,28.8638,0.689354,0.231008,0.277313,0.548912,0.595761,4.9857,0.898933,0.146775,0.0632291
1295,775.955,1,5.37981,0.328407,22.2965,5.64243,29.9473,0.799251,0.230067,0.278867,0.535014,0.598088,5.02929,0.892401,0.143059,0.0635052
1296,774.047,1,5.35496,0.350431,22.1841,5.70081,30.3395,0.688006,0.23224,0.286116,0.524061,0.614188,5.0716,0.903702,0.141038,0.0627019
1297,779.77,1,5.3484,0.325583,22.1762,5.57779,30.9808,0.698493,0.231227,0.286394,0.535619,0.606088,5.04393,0.903056,0.141799,0.0642223
1298,777.184,1,5.35675,0.310097,21.9379,5.42889,30.7361,0.748981,0.233927,0.28984,0.522057,0.638613,5.03162,0.917155,0.144446,0.0630373
1299,782.696,1,5.32306,0.326229,22.1058,5.44934,28.865,0.666381,0.228003,0.297107,0.529364,0.633283,5.0733,0.925431,0.148222,0.0632989
1300,776.105,1,5.36779,0.313572,21.826,5.75401,28.4272,0.694326,0.224427,0.30336,0.531996,0.620135,4.94484,0.91527,0.148334,0.0616961
1301,778.937,1,5.35138,0.33948,21.6447,5.76442,27.7982,0.746351,0.218744,0.301532,0.530506,0.63754,4.83598,0.92637,0.14847,0.0624591
1302,769.01,1,5.38506,0.307488,21.6864,5.95425,27.3802,0.853922,0.213205,0.293897,0.517074,0.645212,4.93603,0.935303,0.14607,0.061786
1303,763.734,1,5.39983,0.321164,21.8016,5.77837,27.1661,0.87179,0.212744,0.295457,0.503981,0.666712,4.81104,0.933871,0.149105,0.0602215
1304,774.279,1,5.4459,0.313688,21.4194,6.08218,26.2997,0.894085,0.21348,0.287976,0.523551,0.649831,4.78576,0.928332,0.149182,0.0615314
1305,781.792,1,5.44884,0.324781,21.5139,5.77503,26.516,0.941971,0.217104,0.280684,0.525623,0.646935,4.90376,0.933458,0.146941,0.0652124
1306,771.786,1,5.42824,0.349837,21.3855,6.1351,26.1111,0.803497,0.21373,0.28652,0.512314,0.630554,4.7796,0.93302,0.14744,0.0635612
1307,780.462,1,5.41758,0.292013,21.5005,5.81179,26.3894,0.837206,0.211905,0.27998,0.519473,0.614588,4.94093,0.94135,0.150961,0.0644429
1308,761.763,1,5.39532,0.299584,21.4566,5.58748,26.4724,0.837857,0.209939,0.296678,0.50632,0.600367,4.88007,0.951727,0.147139,0.0628112
1309,766.605,1,5.41189,0.318916,21.5589,5.70146,26.6521,0.83305,0.213564,0.295678,0.508127,0.593382,4.81861,0.947346,0.146844,0.0623279
1310,762.874,1,5.39998,0.303451,21.5878,5.85891,27.2822,0.867321,0.214391,0.306964,0.537741,0.602325,4.98299,0.952835,0.146373,0.0607497
1311,767.268,1,5.39124,0.291546,21.5389,5.75364,27.3021,0.777191,0.221437,0.309551,0.556931,0.602768,5.00974,0.941101,0.148313,0.0593344
1312,768.852,1,5.36153,0.323615,21.4588,5.8595,27.0776,0.721069,0.223892,0.301713,0.570531,0.609143,4.95724,0.954891,0.149681,0.0605613
1313,763.68,1,5.37546,0.311907,21.3901,5.97405,27.4799,0.70357,0.224031,0.30568,0.556085,0.593719,4.90934,0.948127,0.145891,0.0610799
1314,755.508,1,5.38399,0.309493,21.6969,5.76865,27.9208,0.700028,0.224202,0.299998,0.564656,0.584899,4.78503,0.954904,0.142769,0.0601271
1315,769.025,1,5.38472,0.335385,21.8549,5.41379,27.8898,0.805631,0.222249,0.302204,0.565123,0.585908,4.75884,0.946997,0.146689,0.061848
1316,764.188,1,5.34529,0.318845,21.7135,5.49992,26.0872,0.731152,0.223159,0.303295,0.563905,0.584143,4.80155,0.932202,0.142975,0.0606939
1317,762.008,1,5.35834,0.295666,21.692,5.46595,26.2228,0.773055,0.221416,0.309278,0.575277,0.605079,4.87511,0.92629,0.143028,0.0591571
1318,761.886,1,5.39102,0.262305,21.3522,5.73611,25.4404,0.796347,0.2256,0.301447,0.560711,0.590746,4.89085,0.916423,0.139406,0.0610831
1319,766.903,1,5.36823,0.262845,21.2992,5.87472,25.5514,0.776709,0.22679,0.293814,0.546513,0.594684,5.15273,0.893138,0.138884,0.0608263
1320,768.723,1,5.35983,0.257791,21.3,5.79647,25.1358,0.739987,0.224748,0.286375,0.532675,0.595321,5.22157,0.899291,0.141083,0.0611388
1321,770.056,1,5.35538,0.27051,21.4166,5.78745,26.263,0.832883,0.225281,0.279307,0.521252,0.603982,5.28533,0.899548,0.140079,0.0619516
1322,768.574,1,5.36505,0.300556,21.4688,5.78101,26.2462,0.740369,0.227923,0.282106,0.52402,0.591147,5.20875,0.908467,0.142969,0.0607459
1323,766.747,1,5.36838,0.287279,21.7492,5.75358,27.2755,0.640856,0.223339,0.290748,0.573759,0.581198,5.07686,0.904312,0.146792,0.0592078
1324,770.212,1,5.3677,0.314956,21.3905,5.89206,26.3989,0.63211,0.222657,0.283775,0.596901,0.566482,4.94831,0.890563,0.147316,0.0586322
1325,769.505,1,5.35405,0.302365,21.308,6.0917,26.7146,0.666103,0.218989,0.281397,0.595307,0.566027,4.94361,0.891425,0.145007,0.0594946
1326,775.466,1,5.36469,0.347896,21.5527,5.79403,26.276,0.686378,0.217184,0.296859,0.580233,0.582381,4.81843,0.898238,0.147349,0.0608002
1327,779.697,1,5.33082,0.349123,21.8976,5.54143,26.489,0.612253,0.215113,0.290189,0.565541,0.567635,4.80499,0.890477,0.146857,0.0628339
1328,777.959,1,5.35705,0.309008,21.8342,5.98633,27.0951,0.661087,0.21464,0.299345,0.58235,0.5922,5.04651,0.917383,0.143765,0.06325
1329,776.275,1,5.34162,0.288054,21.734,5.89645,27.7019,0.683182,0.214052,0.312999,0.567605,0.606999,4.94639,0.930409,0.140925,0.064718
1330,778.103,1,5.35482,0.344819,21.8785,5.65604,27.257,0.607513,0.214472,0.305074,0.553232,0.60752,4.97473,0.911976,0.14387,0.0643511
1331,764.541,1,5.38473,0.320633,21.9498,5.76013,27.2961,0.684976,0.215419,0.305654,0.539224,0.592446,4.84877,0.920612,0.1417,0.0627217
1332,778.17,1,5.33747,0.298642,21.9254,5.37093,27.3546,0.642698,0.222035,0.304925,0.525571,0.578245,4.92397,0.908902,0.145335,0.0634599
1333,778.626,1,5.33966,0.321809,21.5443,5.53795,26.3864,0.707237,0.217512,0.306098,0.512263,0.569667,4.8072,0.920716,0.14873,0.0633321
1334,778.474,1,5.32603,0.267676,21.7957,5.50884,25.9671,0.636254,0.220803,0.30047,0.499292,0.571696,4.68548,0.924972,0.144964,0.0677924
1335,775.737,1,5.32968,0.317402,21.8266,5.54263,25.8854,0.688059,0.222226,0.296517,0.48665,0.576414,4.82864,0.929448,0.144409,0.0660759
1336,764.844,1,5.36487,0.304145,21.8741,5.87568,25.3799,0.624696,0.221143,0.29445,0.474328,0.573426,4.90933,0.950348,0.141613,0.0649314
1337,763.557,1,5.40382,0.327822,22.2016,5.85169,25.7475,0.707933,0.226701,0.290054,0.462317,0.558907,4.78502,0.944299,0.140682,0.0651587
1338,765.569,1,5.39403,0.306675,22.1775,5.51025,25.6865,0.794266,0.226217,0.295922,0.456943,0.574007,4.82413,0.960609,0.141212,0.0668961
1339,774.802,1,5.43503,0.30767,21.9446,5.74938,25.441,0.852048,0.225662,0.29283,0.467109,0.583417,4.79999,0.952751,0.143928,0.0675686
1340,770.443,1,5.36941,0.306899,21.9985,5.54894,24.9325,0.764403,0.226131,0.292614,0.476979,0.577238,5.01003,0.949977,0.142354,0.0659293
1341,765.272,1,5.3405,0.27773,22.0474,5.65166,24.7539,0.748743,0.227318,0.295143,0.481378,0.570078,5.1386,0.9507,0.139954,0.0650183
1342,766.601,1,5.33569,0.278309,21.8925,5.57452,24.8615,0.643699,0.226545,0.28767,0.47115,0.558731,5.08527,0.958411,0.140715,0.0669395
1343,769.873,1,5.33439,0.297631,21.7966,5.74952,24.3804,0.640154,0.229313,0.299805,0.530811,0.574896,5.10177,0.939887,0.14055,0.0652446
1344,770.67,1,5.38882,0.287317,21.8216,5.91347,24.1487,0.681054,0.23288,0.300815,0.540672,0.560339,5.17664,0.941289,0.138022,0.0657458
1345,765.468,1,5.38797,0.305378,21.728,5.84266,23.8792,0.729415,0.227371,0.302389,0.526982,0.546151,5.08847,0.947662,0.138527,0.0655286
1346,769.562,1,5.42687,0.31249,21.845,6.10509,24.397,0.836677,0.231156,0.294733,0.513639,0.558528,5.31253,0.958832,0.142528,0.0666127
1347,758.432,1,5.47388,0.238867,21.6375,6.26789,24.1557,0.93435,0.226805,0.28727,0.500633,0.544386,5.43937,0.958326,0.141222,0.064926
1348,759.694,1,5.41383,0.28077,21.6681,6.00432,23.4579,0.817676,0.226719,0.288779,0.564064,0.530602,5.39115,0.93958,0.137647,0.063282
1349,756.494,1,5.41752,0.251009,21.8528,5.82829,23.7049,0.781095,0.22682,0.281808,0.554519,0.517167,5.25464,0.935013,0.13776,0.0616797
1350,761.94,1,5.37303,0.249277,22.2285,5.49138,24.2469,0.668801,0.224948,0.274672,0.560326,0.521289,5.12159,0.931857,0.135979,0.064709
1351,764.042,1,5.39244,0.292326,22.1621,5.6029,23.1713,0.735341,0.232223,0.272608,0.570263,0.532702,4.99191,0.932782,0.137126,0.0642173
1352,770.4,1,5.40478,0.266315,22.0527,6.07325,22.3145,0.592084,0.231876,0.270362,0.561245,0.519214,4.98124,0.941279,0.138045,0.0672092
1353,764.066,1,5.38505,0.282181,21.8537,5.89725,22.3474,0.62306,0.229873,0.274927,0.547034,0.512533,4.90457,0.947904,0.141449,0.0655075
1354,777.961,1,5.37713,0.266816,21.7635,6.0119,21.7433,0.625374,0.231087,0.279157,0.607576,0.523957,4.87113,0.93796,0.144055,0.065654
1355,769.189,1,5.41564,0.263671,21.4898,6.28277,22.1907,0.741453,0.229183,0.272088,0.592192,0.53578,5.16386,0.938775,0.143349,0.0639916
1356,764.628,1,5.37877,0.273108,21.634,6.13687,22.8344,0.837455,0.225989,0.278459,0.577197,0.565427,5.19384,0.95924,0.141736,0.0643738
1357,773.744,1,5.39083,0.268981,21.6327,6.10347,22.6353,0.795437,0.226304,0.271408,0.562582,0.562671,5.06232,0.94542,0.144249,0.0652713
1358,784.412,1,5.35381,0.27654,21.5142,6.04173,23.3367,0.709352,0.228197,0.268787,0.607445,0.555754,4.93414,0.9381,0.147266,0.0663083
1359,774.351,1,5.35121,0.277201,21.4376,5.99093,23.6815,0.701846,0.224201,0.272695,0.592065,0.559809,5.0019,0.932017,0.144227,0.0646294
1360,782.229,1,5.31328,0.296897,21.5347,5.99251,24.476,0.677637,0.220684,0.276037,0.577073,0.56556,4.98847,0.926408,0.143766,0.0664763
1361,777.075,1,5.35981,0.263514,21.2791,5.8459,23.7433,0.805834,0.223323,0.270158,0.562461,0.551829,5.03486,0.9271,0.143346,0.0654364
1362,779.321,1,5.40025,0.289338,21.6641,6.22743,24.7073,0.74321,0.228792,0.270125,0.568395,0.549774,4.92543,0.934891,0.140013,0.0682595
1363,783.595,1,5.39378,0.272671,21.6119,5.98387,24.2963,0.66752,0.232267,0.266849,0.554003,0.547821,5.02994,0.916777,0.141152,0.0681213
1364,776.079,1,5.35355,0.262083,21.6682,5.68184,23.9606,0.658651,0.236137,0.274286,0.539975,0.560274,5.18228,0.929191,0.145829,0.0663964
1365,777.308,1,5.38453,0.290042,21.6716,5.57537,24.2779,0.718557,0.234094,0.267341,0.53045,0.546088,5.21611,0.935352,0.147446,0.0647152
1366,769.529,1,5.32369,0.270463,21.8896,5.53872,24.1741,0.592422,0.229391,0.277719,0.535262,0.53226,5.24215,0.938294,0.147174,0.0630766
1367,775.092,1,5.34452,0.247856,21.5037,5.87204,23.9454,0.702592,0.230199,0.276521,0.565048,0.535018,5.22588,0.926548,0.148957,0.0616511
1368,777.204,1,5.37742,0.246218,21.475,5.8268,23.9409,0.766711,0.228396,0.278119,0.564121,0.543518,5.30029,0.905468,0.149212,0.0607729
1369,776.511,1,5.35812,0.25411,21.3952,5.91482,23.4086,0.783695,0.228498,0.271077,0.566409,0.543792,5.3668,0.891015,0.149205,0.0601167
1370,771.173,1,5.35877,0.26784,21.5576,5.68554,24.4153,0.756019,0.222712,0.269683,0.552067,0.539315,5.2309,0.871082,0.145427,0.0608862
1371,771.858,1,5.36532,0.310445,21.6026,5.73154,24.2502,0.77665,0.221033,0.288164,0.538088,0.553004,5.13174,0.891837,0.145336,0.0609933
1372,766.435,1,5.37744,0.312719,21.6518,5.7217,24.5717,0.667536,0.223791,0.300127,0.524464,0.561657,5.0018,0.876707,0.142989,0.0594518
1373,772.809,1,5.3761,0.290319,21.5022,5.90046,24.4833,0.635463,0.227503,0.292528,0.511184,0.547436,4.88585,0.870216,0.142533,0.0627449
1374,771.322,1,5.37189,0.305854,21.4725,5.99649,24.5184,0.662317,0.224555,0.285121,0.49824,0.536806,4.94137,0.906107,0.138924,0.0658629
1375,774.139,1,5.40333,0.288771,21.7288,6.03578,24.7185,0.672526,0.228806,0.284222,0.526187,0.540014,4.91554,0.897939,0.138695,0.0651737
1376,773.969,1,5.39307,0.314642,21.5976,6.03033,25.0585,0.619187,0.227811,0.277026,0.516053,0.52634,4.79354,0.907582,0.140893,0.0657139
1377,779.775,1,5.34034,0.327762,21.7343,5.99137,25.5442,0.534971,0.228253,0.272474,0.535507,0.552714,4.79763,0.898575,0.142184,0.0657685
1378,778.277,1,5.36103,0.338565,21.7398,5.76435,25.1264,0.626759,0.225455,0.265575,0.588533,0.572571,4.91875,0.894849,0.145907,0.0641032
1379,774.845,1,5.36924,0.319529,21.7883,5.44574,24.8439,0.736872,0.223206,0.265766,0.573631,0.598714,4.7942,0.891933,0.144216,0.0632837
1380,783.518,1,5.36846,0.327298,22.19,5.45518,25.5302,0.748194,0.223559,0.278028,0.570323,0.593294,4.67716,0.891287,0.143263,0.0651758
1381,781.464,1,5.38958,0.308792,22.3292,5.49475,26.7881,0.778322,0.218462,0.284651,0.555882,0.613962,4.7265,0.883266,0.141113,0.0650107
1382,778.574,1,5.38365,0.26437,22.396,5.2663,27.9336,0.829332,0.2199,0.277444,0.551434,0.631142,4.82504,0.881164,0.143707,0.0633646
1383,777.444,1,5.3788,0.305793,21.9435,5.39709,26.5011,0.796221,0.218367,0.270419,0.580727,0.63587,4.78275,0.921832,0.14918,0.0618691
1384,784.271,1,5.38341,0.304051,21.9158,5.36862,25.9148,0.685876,0.214543,0.264905,0.631255,0.625662,4.73454,0.900285,0.149705,0.0623221
1385,782.232,1,5.35425,0.270516,21.9677,5.46782,25.6068,0.710344,0.216502,0.268018,0.615271,0.667841,4.86032,0.902151,0.148371,0.0618392
1386,780.626,1,5.36602,0.302919,21.933,5.52704,25.2486,0.766746,0.224599,0.275411,0.599692,0.683751,4.89417,0.920255,0.145033,0.0633683
1387,777.305,1,5.39054,0.282601,21.9348,5.71394,26.0216,0.760213,0.227013,0.284034,0.584508,0.68779,4.88845,0.916132,0.143398,0.0620742
1388,772.511,1,5.33086,0.297327,21.9488,5.79962,26.2746,0.689167,0.221612,0.300636,0.580946,0.705199,4.94277,0.90392,0.140339,0.0605654
1389,769.846,1,5.32742,0.316525,22.0751,5.64127,27.6058,0.682393,0.216001,0.3014,0.576629,0.698571,5.02175,0.90756,0.139944,0.0603904
1390,767.898,1,5.33612,0.292932,22.0243,5.52432,26.5959,0.760659,0.211265,0.293768,0.562029,0.680883,4.8946,0.921163,0.139691,0.0619906
1391,768.28,1,5.34297,0.301486,21.9906,5.48458,26.1677,0.659303,0.206366,0.28633,0.547798,0.663643,4.77066,0.900617,0.142756,0.061703
1392,777.843,1,5.35464,0.302481,22.2263,5.72623,26.0814,0.682146,0.212844,0.27908,0.562217,0.646839,4.90106,0.896444,0.142175,0.0641081
1393,770.729,1,5.37153,0.301487,22.3567,5.75253,26.06,0.67779,0.214147,0.272013,0.547981,0.666066,4.96696,0.91446,0.138575,0.0650147
1394,762.087,1,5.33572,0.281789,22.4874,5.54643,25.7652,0.572372,0.215879,0.265126,0.534106,0.652381,4.87084,0.925897,0.141245,0.0633685
1395,759.803,1,5.36447,0.26505,22.0658,5.79486,24.8374,0.611234,0.222481,0.258413,0.530515,0.635863,4.91201,0.933521,0.141783,0.061764
1396,766.518,1,5.32524,0.285531,21.8762,5.59286,25.1644,0.578275,0.221976,0.259548,0.520693,0.642987,5.07041,0.919797,0.141149,0.0620376
1397,763.725,1,5.29884,0.291111,21.7919,5.50141,25.6357,0.602221,0.221698,0.252976,0.521702,0.627247,5.03222,0.902222,0.141031,0.0608032
1398,768.454,1,5.29096,0.263868,21.6705,5.54379,25.7756,0.543199,0.22734,0.251094,0.549006,0.662816,4.9048,0.90082,0.139106,0.0624123
1399,772.378,1,5.32498,0.294488,22.1169,5.23624,26.9898,0.617417,0.228243,0.249191,0.543941,0.656881,4.97485,0.893193,0.143224,0.0613555
1400,771.696,1,5.30316,0.30515,22.2995,4.95658,26.5141,0.728876,0.228482,0.24667,0.530169,0.669903,5.18195,0.910744,0.143915,0.0626218
1401,767.934,1,5.31157,0.322135,22.3994,5.08046,27.0358,0.666416,0.227533,0.2465,0.516744,0.663884,5.05074,0.921656,0.145557,0.0612719
1402,763.154,1,5.31221,0.336201,22.2244,5.18986,27.0837,0.598898,0.226619,0.252275,0.509456,0.657541,4.92285,0.920935,0.14643,0.0597204
1403,768.855,1,5.3594,0.291193,22.0933,5.34641,26.4689,0.677195,0.22765,0.253681,0.505688,0.640891,5.12615,0.911965,0.145429,0.0608985
1404,767.034,1,5.34382,0.334202,22.2499,5.34963,26.6276,0.7046,0.222185,0.256915,0.492884,0.642699,5.06301,0.917455,0.143101,0.0623553
1405,769.331,1,5.33308,0.338112,22.2737,5.20577,27.1201,0.688588,0.222602,0.268828,0.480404,0.628099,4.97416,0.899919,0.144606,0.0615483
1406,770.402,1,5.3164,0.306776,22.1891,5.26857,28.2015,0.649939,0.22311,0.280759,0.468239,0.645608,4.90799,0.912206,0.148813,0.0602239
1407,764.268,1,5.33568,0.261973,22.3738,5.42797,28.3736,0.631941,0.225292,0.282609,0.456383,0.640926,5.14175,0.927156,0.145045,0.0615378
1408,762.578,1,5.34338,0.272166,22.1497,5.90297,28.3679,0.647522,0.224723,0.305749,0.480341,0.680659,5.04088,0.938597,0.141373,0.0629213
1409,770.554,1,5.33481,0.279449,22.116,5.98612,28.6653,0.605087,0.229485,0.298007,0.479522,0.697744,4.9244,0.943156,0.137793,0.0664559
1410,777.931,1,5.34374,0.301236,22.5713,5.75558,29.2115,0.706032,0.231796,0.293019,0.492425,0.691977,4.9621,0.930747,0.135845,0.0676132
1411,772.357,1,5.34148,0.309855,22.5605,5.39609,28.8185,0.671094,0.23197,0.2856,0.479956,0.674456,5.01606,0.927075,0.137532,0.0661053
1412,773.627,1,5.33599,0.306342,22.5293,5.27057,27.2167,0.741784,0.226097,0.295302,0.506028,0.6582,5.20138,0.928428,0.140697,0.0644314
1413,771.682,1,5.36189,0.293555,22.7858,5.10796,26.6596,0.719903,0.228797,0.28827,0.493215,0.641534,5.17894,0.911875,0.140329,0.0640345
1414,769.507,1,5.32076,0.294828,22.3212,5.26179,25.8036,0.5736,0.232185,0.283092,0.480727,0.62529,5.15204,0.899581,0.143071,0.0624131
1415,771.792,1,5.35886,0.291276,22.3444,5.15418,26.3628,0.681237,0.232303,0.278997,0.468554,0.609457,5.14567,0.907904,0.144822,0.0624976
1416,763.309,1,5.31718,0.275123,22.3201,5.45412,26.3293,0.522808,0.22642,0.27817,0.45669,0.594025,5.13688,0.921222,0.141155,0.0630129
1417,770.973,1,5.31831,0.264921,22.1802,5.4679,26.4814,0.50761,0.224476,0.284357,0.445127,0.578984,5.16048,0.919009,0.143575,0.0642474
1418,765.524,1,5.32423,0.248893,22.3014,5.45978,27.2173,0.588268,0.227089,0.291602,0.513526,0.564324,5.2786,0.943849,0.142273,0.0629506
1419,770.503,1,5.3967,0.250544,22.3156,5.62657,27.092,0.726001,0.230878,0.297375,0.52014,0.55944,5.27265,0.938939,0.140452,0.0643706
1420,768.568,1,5.38106,0.298903,22.1403,5.42355,26.0264,0.752201,0.225032,0.312566,0.50697,0.593672,5.15057,0.938979,0.143923,0.0627407
1421,764.512,1,5.36307,0.311701,22.0544,5.46767,26.2816,0.703702,0.219334,0.323799,0.494133,0.585942,5.02015,0.938944,0.1465,0.061152
1422,774.466,1,5.34982,0.338253,21.6765,5.45974,25.7808,0.706291,0.21712,0.316096,0.481621,0.571105,4.93762,0.926336,0.149753,0.0625164
1423,769.815,1,5.39837,0.326362,21.9486,5.55286,25.9475,0.686763,0.216068,0.308092,0.469427,0.556645,4.81259,0.901103,0.147529,0.0622882
1424,766.186,1,5.37811,0.326887,22.0772,5.50855,25.8359,0.731511,0.216237,0.307494,0.464593,0.54255,4.74527,0.92086,0.146107,0.0619502
1425,767.056,1,5.3456,0.31463,22.1584,5.58038,25.97,0.676789,0.215653,0.314326,0.452829,0.533129,4.80586,0.932057,0.144164,0.0639016
1426,767.444,1,5.3399,0.296803,22.0875,5.53682,25.633,0.606617,0.217361,0.306947,0.463588,0.551193,4.73252,0.93694,0.144745,0.0637427
1427,768.238,1,5.34583,0.300253,21.8949,5.41148,25.706,0.72263,0.211858,0.300765,0.45185,0.540233,5.03047,0.911818,0.146675,0.0621287
1428,761.337,1,5.36278,0.297518,21.7118,5.59939,25.7356,0.717087,0.220201,0.312495,0.440409,0.571505,4.94392,0.924636,0.142961,0.0613122
1429,753.763,1,5.37302,0.308525,21.9981,5.58215,26.1129,0.720153,0.223263,0.311858,0.429257,0.557035,4.86107,0.928704,0.140219,0.0607192
1430,755.463,1,5.3645,0.291627,21.6581,5.61208,25.4696,0.70293,0.21761,0.303962,0.429284,0.568324,4.85264,0.930087,0.143238,0.0604124
1431,756.268,1,5.37691,0.325801,22.2128,5.53404,25.4263,0.686945,0.217569,0.298542,0.465314,0.569998,4.84502,0.923358,0.14399,0.0592131
1432,754.61,1,5.3772,0.322342,22.0968,5.6132,25.7973,0.649718,0.219724,0.304977,0.489423,0.565496,4.81288,0.922143,0.140344,0.0599579
