simulations,OFV
500,972.018
1000,972.886
1500,971.628
2000,969.607
2500,969.924
3000,969.609
3500,969.48
4000,969.582
4500,969.664
5000,969.924
5500,969.908
6000,970.25
6500,969.546
7000,969.728
7500,969.363
8000,969.495
8500,969.718
9000,969.417
9500,969.205
10000,968.973
10500,968.914
11000,968.867
11500,968.638
12000,968.258
12500,968.429
13000,968.188
13500,968.069
14000,968.045
14500,967.942
15000,967.964
15500,967.948
16000,968.057
16500,967.942
17000,968.032
17500,968.129
18000,967.881
18500,968.012
19000,967.87
19500,967.8
20000,967.52
20500,967.505
21000,967.366
21500,967.439
22000,967.529
22500,967.584
23000,967.377
23500,967.217
24000,967.193
24500,967.217
25000,967.261
25500,967.204
26000,967.156
26500,967.147
27000,967.099
27500,967.133
28000,967.134
28500,967.094
29000,967.195
29500,967.228
30000,967.294
