popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.48616,7.93524,7.48616,3.4371,11.5352,3.70884,3.82612,3.70884,-0.34022,7.7579,All
7.70616,8.26021,7.70616,3.6571,11.7552,3.89701,4.0911,3.89701,-0.15205,7.94607,All
7.93262,8.55411,7.93262,3.88356,11.9817,4.09473,4.35586,4.09473,0.045666,8.14379,All
7.97356,8.60063,7.97356,3.9245,12.0226,4.30247,4.62171,4.30247,0.253414,8.35153,All
8.16573,8.819,8.16573,4.11667,12.2148,4.51558,4.88637,4.51558,0.466524,8.56464,All
8.40569,9.07569,8.40569,4.35663,12.4548,4.52076,4.8928,4.52076,0.471702,8.56982,All
8.46095,9.13073,8.46095,4.41189,12.51,4.75012,5.1601,4.75012,0.701064,8.79918,All
8.65271,9.31494,8.65271,4.60365,12.7018,4.99112,5.42513,4.99112,0.942064,9.04018,All
8.90698,9.55108,8.90698,4.85792,12.956,5.24435,5.6933,5.24435,1.19529,9.29341,All
8.94834,9.58927,8.94834,4.89928,12.9974,5.32233,5.77587,5.32233,1.27327,9.37139,All
9.16873,9.7921,9.16873,5.11967,13.2178,5.51043,5.96472,5.51043,1.46136,9.55949,All
9.43573,10.0353,9.43573,5.38667,13.4848,5.79,6.23309,5.79,1.74094,9.83906,All
9.43817,10.0376,9.43817,5.38911,13.4872,6.08376,6.51053,6.08376,2.0347,10.1328,All
9.71553,10.2902,9.71553,5.66647,13.7646,6.12907,6.5514,6.12907,2.08001,10.1781,All
9.92312,10.4793,9.92312,5.87406,13.9722,6.39242,6.78888,6.39242,2.34336,10.4415,All
10.001,10.5503,10.001,5.95197,14.0501,6.71674,7.07644,6.71674,2.66768,10.7658,All
10.2949,10.818,10.2949,6.24587,14.344,6.93582,7.26843,6.93582,2.88676,10.9849,All
10.4105,10.9233,10.4105,6.36145,14.4596,7.05752,7.37509,7.05752,3.00846,11.1066,All
10.5975,11.0966,10.5975,6.54841,14.6465,7.41558,7.69086,7.41558,3.36652,11.4646,All
10.8979,11.381,10.8979,6.84884,14.947,7.74256,7.98252,7.74256,3.6935,11.7916,All
10.9089,11.3916,10.9089,6.85983,14.9579,7.79182,8.02696,7.79182,3.74276,11.8409,All
11.2295,11.6994,11.2295,7.18041,15.2785,8.18714,8.39449,8.18714,4.13808,12.2362,All
11.3853,11.8577,11.3853,7.33623,15.4343,8.5493,8.75077,8.5493,4.50024,12.5984,All
11.5595,12.036,11.5595,7.5104,15.6085,8.60252,8.80405,8.60252,4.55346,12.6516,All
11.8727,12.3568,11.8727,7.82362,15.9217,9.03897,9.25695,9.03897,4.98991,13.088,All
11.8992,12.3839,11.8992,7.8501,15.9482,9.35605,9.59546,9.35605,5.30699,13.4051,All
12.2488,12.742,12.2488,8.19977,16.2979,9.49756,9.74993,9.49756,5.4485,13.5466,All
12.3601,12.8559,12.3601,8.31101,16.4091,9.97943,10.2876,9.97943,5.93037,14.0285,All
12.6088,13.1106,12.6088,8.55973,16.6578,10.1628,10.495,10.1628,6.11373,14.2119,All
12.8475,13.355,12.8475,8.7984,16.8965,10.4857,10.8631,10.4857,6.43668,14.5348,All
12.9793,13.49,12.9793,8.93026,17.0284,10.9695,11.4157,10.9695,6.92047,15.0186,All
13.3348,13.8541,13.3348,9.28579,17.3839,11.0177,11.4706,11.0177,6.96867,15.0668,All
