iteration,convergenceIndicator,phase,Cl_pop,V_pop,a1,a2,f_pop,omega_Cl,omega_V,omega_f
1007,996.613,1,9.95533,54.6867,3.4278,3.27055,0.89492,0.24278,0.197436,0.19049
1008,999.165,1,10.1663,53.7275,3.428,3.36969,0.90353,0.244261,0.180331,0.184954
1009,1002.16,1,10.1014,53.4519,3.46973,3.39156,0.907959,0.244894,0.180564,0.180536
1010,992.084,1,10.0292,54.3439,3.45797,3.27074,0.895814,0.246555,0.152768,0.194108
1011,990.362,1,9.9784,53.904,3.42807,3.23219,0.885948,0.248173,0.165813,0.192343
1012,985.972,1,9.95769,54.7924,3.51492,3.20847,0.902234,0.246236,0.138729,0.184381
1013,987.71,1,9.99672,54.9078,3.49637,3.26288,0.909888,0.24846,0.135604,0.174948
1014,993.655,1,10.0875,54.847,3.62343,3.24006,0.903448,0.242293,0.128646,0.19209
1015,995.734,1,10.0247,53.8306,3.49929,3.3102,0.887236,0.246408,0.146904,0.195361
1016,990.913,1,9.91269,54.5645,3.53812,3.20164,0.89508,0.239753,0.144419,0.200356
1017,991.615,1,9.99239,54.3973,3.50163,3.30582,0.884052,0.244295,0.132039,0.190091
1018,992.448,1,10.0682,54.9281,3.48829,3.29814,0.9114,0.251005,0.136275,0.192621
1019,987.916,1,10.021,54.7655,3.41814,3.23116,0.909124,0.245881,0.151207,0.199441
1020,997.797,1,10.1017,54.4268,3.50004,3.30241,0.906529,0.26439,0.139236,0.20985
1021,995.679,1,10.0958,54.3062,3.48227,3.30578,0.904367,0.265273,0.127135,0.218381
1022,998.566,1,10.052,54.3557,3.47115,3.38934,0.906442,0.247992,0.142094,0.199577
1023,993.66,1,10.1061,54.961,3.54008,3.36753,0.907938,0.241458,0.124742,0.178999
1024,982.771,1,10.1929,54.7971,3.39362,3.32173,0.911738,0.254359,0.112759,0.186992
1025,986.537,1,10.3309,54.3316,3.49657,3.28284,0.927303,0.25797,0.116001,0.181078
1026,994.114,1,10.1376,54.1663,3.48857,3.31655,0.911159,0.265294,0.134373,0.188703
1027,989.027,1,10.0149,53.4115,3.45131,3.30283,0.91562,0.257044,0.128881,0.187518
1028,988.473,1,10.3264,54.1482,3.40977,3.31094,0.924407,0.26818,0.13387,0.181261
1029,993.848,1,10.3273,54.3636,3.43017,3.3875,0.915599,0.264352,0.136535,0.17927
1030,990.883,1,10.1079,54.8881,3.41975,3.43192,0.901799,0.250858,0.126746,0.170942
1031,990.081,1,10.0838,53.6324,3.39452,3.40962,0.915517,0.235138,0.1428,0.173058
1032,998.615,1,10.1129,52.9976,3.46073,3.41872,0.904899,0.249026,0.15757,0.17275
1033,1002.1,1,10.0541,53.0148,3.49716,3.41215,0.885163,0.251327,0.155181,0.185661
1034,994.763,1,9.91054,53.4238,3.53779,3.35199,0.886204,0.239048,0.146227,0.166343
1035,993.093,1,9.99442,52.917,3.55611,3.35171,0.881007,0.231966,0.143799,0.158596
1036,993.121,1,9.92715,54.0676,3.59657,3.33076,0.88452,0.245215,0.133396,0.156393
1037,1000.05,1,9.79966,54.0644,3.54722,3.40205,0.883445,0.24118,0.138908,0.185909
1038,996.122,1,10.1169,55.9511,3.52356,3.34807,0.891306,0.254438,0.133399,0.186357
1039,997.816,1,10.1118,54.9114,3.59429,3.32921,0.900753,0.24799,0.133254,0.184447
1040,991.327,1,10.1527,53.8003,3.42382,3.33704,0.912284,0.267848,0.124628,0.198855
1041,986.573,1,10.1451,54.7248,3.45982,3.20509,0.907503,0.26104,0.141682,0.185905
1042,993.413,1,10.2064,53.7267,3.44036,3.28825,0.888701,0.259773,0.149067,0.197668
1043,995.492,1,10.2556,53.5499,3.45379,3.39729,0.928343,0.258072,0.136468,0.182236
1044,986.866,1,10.0463,54.9544,3.4074,3.28512,0.91438,0.244376,0.152332,0.174996
1045,981.543,1,10.154,54.7377,3.35035,3.22996,0.910961,0.253202,0.148147,0.181078
1046,992.069,1,9.94306,54.6285,3.48904,3.25094,0.907211,0.250889,0.149371,0.191189
1047,995.045,1,10.1577,54.5382,3.44947,3.33734,0.894942,0.243128,0.146959,0.201463
1048,996.304,1,10.1637,54.4361,3.39648,3.35875,0.909272,0.24614,0.162406,0.200461
1049,993.475,1,10.1513,52.7199,3.36015,3.30343,0.910648,0.250564,0.180895,0.192784
1050,991.695,1,10.1607,54.285,3.34101,3.30016,0.909303,0.255001,0.173225,0.194365
1051,988.204,1,10.2244,54.112,3.39293,3.17748,0.906993,0.248304,0.181046,0.196672
1052,991.757,1,10.3043,54.5223,3.4041,3.22466,0.918913,0.259541,0.176785,0.193324
1053,992.97,1,10.2519,54.886,3.3793,3.32821,0.916755,0.261718,0.164691,0.181926
1054,991.553,1,10.1533,55.4816,3.39004,3.32475,0.922569,0.246013,0.17039,0.175255
1055,988.41,1,10.1603,54.512,3.42378,3.2884,0.918354,0.242531,0.160153,0.170319
1056,994.614,1,10.2118,54.3911,3.46263,3.32366,0.897816,0.258242,0.155779,0.176559
1057,992.193,1,10.0457,54.8975,3.56754,3.24375,0.89643,0.253218,0.144416,0.171539
1058,992.239,1,10.025,53.6924,3.5205,3.31953,0.898258,0.245736,0.139449,0.171414
1059,990.665,1,10.1074,53.7423,3.49589,3.39179,0.893346,0.264674,0.116671,0.17322
1060,1003.86,1,10.1559,54.0397,3.60935,3.44552,0.900974,0.255859,0.120759,0.188008
1061,997.148,1,10.1348,54.9265,3.56886,3.31677,0.898522,0.251194,0.12713,0.200753
1062,989.312,1,10.1135,54.9863,3.46535,3.28307,0.912419,0.245678,0.134111,0.193028
1063,991.443,1,9.97272,55.4766,3.57981,3.23486,0.915869,0.241029,0.134807,0.187068
1064,990.429,1,10.0449,54.8925,3.4951,3.27306,0.904532,0.247856,0.138868,0.185187
1065,994.157,1,10.0498,55.5421,3.56136,3.2942,0.906481,0.249582,0.122504,0.200334
1066,999.462,1,9.94983,55.5036,3.64714,3.32139,0.903693,0.247957,0.133365,0.179742
1067,996.911,1,10.0944,54.7162,3.58729,3.31922,0.909281,0.256155,0.130557,0.182559
1068,987.025,1,9.98201,54.521,3.50268,3.20433,0.899575,0.253162,0.143211,0.17741
1069,996.115,1,10.0455,55.809,3.64217,3.2544,0.902439,0.255988,0.139151,0.171855
1070,990.764,1,10.1582,56.0447,3.55897,3.28371,0.917107,0.25695,0.1248,0.173756
1071,990.793,1,10.2115,55.4225,3.5235,3.24474,0.918445,0.257399,0.13532,0.186151
1072,991.842,1,10.1397,55.3871,3.49943,3.1791,0.912172,0.256702,0.165848,0.190649
1073,990.936,1,10.0514,55.3206,3.37329,3.29356,0.8968,0.254158,0.159804,0.195266
1074,990.87,1,9.91846,54.4293,3.49801,3.26765,0.895924,0.24663,0.15028,0.175691
1075,991.675,1,9.95427,53.7608,3.52087,3.2338,0.888042,0.248572,0.149117,0.185703
1076,999.48,1,10.114,53.9979,3.5648,3.25598,0.909164,0.247641,0.172268,0.186874
1077,997.529,1,10.1634,53.3409,3.45294,3.39537,0.920579,0.233147,0.162229,0.183507
1078,984.621,1,10.0844,53.2431,3.42738,3.20589,0.909919,0.231798,0.162532,0.181259
1079,994.965,1,10.1912,55.173,3.39773,3.21915,0.912231,0.259446,0.19498,0.201528
1080,994.28,1,10.0926,54.7156,3.35337,3.31248,0.92546,0.262081,0.1726,0.19783
1081,989.878,1,10.2195,54.1165,3.35394,3.27854,0.915592,0.262919,0.161734,0.192761
1082,987.349,1,10.2284,54.5227,3.34665,3.31049,0.919612,0.250733,0.151473,0.187274
1083,997.909,1,10.0861,54.6124,3.44196,3.32609,0.911033,0.252267,0.175768,0.186803
1084,1002.14,1,10.0658,53.7097,3.42877,3.33973,0.888975,0.256945,0.179299,0.208771
1085,992.586,1,10.0975,53.91,3.37669,3.25059,0.900556,0.243242,0.18646,0.201555
1086,996.39,1,10.117,54.2194,3.43942,3.27597,0.900743,0.241374,0.191197,0.189618
1087,994.533,1,10.2076,53.1813,3.36166,3.27134,0.910743,0.251338,0.199284,0.193118
1088,1000.03,1,10.268,54.2466,3.43629,3.2842,0.912186,0.242316,0.196915,0.20661
1089,998.104,1,10.2628,52.7714,3.39348,3.35069,0.905046,0.248668,0.174789,0.201085
1090,993.179,1,10.1793,53.5142,3.3796,3.32512,0.910274,0.236809,0.166606,0.201401
1091,986.678,1,10.137,54.3006,3.26391,3.27642,0.908603,0.248981,0.180608,0.196824
1092,987.329,1,10.1729,53.9632,3.32915,3.21324,0.910253,0.249008,0.186109,0.195049
1093,991.661,1,10.2561,55.0095,3.37524,3.2342,0.914904,0.251207,0.185029,0.197573
1094,994.535,1,10.2779,55.5573,3.31651,3.34571,0.917856,0.249541,0.185146,0.196907
1095,992.701,1,10.1559,54.682,3.33561,3.26053,0.910624,0.245911,0.19613,0.202693
1096,996.138,1,10.2155,54.1862,3.49065,3.18484,0.922642,0.252889,0.195846,0.191989
1097,999.409,1,10.1299,54.2723,3.63295,3.22528,0.904783,0.24247,0.179047,0.171656
1098,994.22,1,10.0232,53.613,3.59086,3.20718,0.901733,0.242902,0.170962,0.167859
1099,992.893,1,9.97477,53.3751,3.50687,3.32461,0.892319,0.249846,0.159226,0.153603
1100,986.698,1,10.0154,53.7637,3.50232,3.20042,0.898163,0.23636,0.163029,0.166491
1101,983.646,1,10.0851,53.4935,3.42353,3.2525,0.896211,0.237595,0.159935,0.158419
1102,990.754,1,10.1838,53.5843,3.39709,3.35463,0.894,0.25166,0.158129,0.16635
1103,1002.32,1,10.207,53.9461,3.51187,3.3577,0.90187,0.257612,0.177141,0.173462
1104,997.485,1,10.1361,55.1714,3.43191,3.2921,0.916262,0.248964,0.188336,0.190477
1105,1001.51,1,10.12,54.3033,3.44859,3.29686,0.89889,0.246016,0.201536,0.19917
1106,994.775,1,10.1124,54.3711,3.40003,3.25761,0.902526,0.248292,0.18343,0.203986
1107,994.333,1,10.0144,54.2961,3.44748,3.2451,0.901794,0.250872,0.17039,0.199742
1108,991.955,1,9.93021,54.8,3.46925,3.20791,0.90497,0.253272,0.174807,0.18362
1109,991.032,1,10.2216,54.388,3.37845,3.32524,0.908684,0.264601,0.160198,0.173978
1110,993.76,1,10.0561,55.3733,3.44776,3.32794,0.915,0.260444,0.147634,0.182921
1111,999.585,1,10.096,54.3844,3.46413,3.4003,0.92046,0.258544,0.140278,0.19945
1112,988.353,1,10.1295,54.3335,3.40445,3.28725,0.911767,0.259717,0.138694,0.191
1113,991.866,1,10.2222,54.4213,3.40498,3.3314,0.913269,0.263466,0.149066,0.181042
1114,994.232,1,10.1508,55.4005,3.53094,3.25106,0.914394,0.257084,0.143032,0.193907
1115,988.671,1,10.0852,55.5373,3.44101,3.26258,0.918114,0.257142,0.135862,0.194926
1116,993.699,1,10.2502,54.6764,3.36104,3.38058,0.926083,0.277508,0.139144,0.19436
1117,986.378,1,10.1557,54.7442,3.43199,3.3053,0.933807,0.239086,0.135554,0.180292
1118,990.048,1,10.0806,55.5504,3.49077,3.33319,0.918957,0.245376,0.130922,0.174232
1119,989.66,1,10.0464,54.5047,3.50319,3.31675,0.91267,0.234966,0.126996,0.186771
1120,998.866,1,10.2174,54.3663,3.36038,3.48393,0.914635,0.247184,0.146206,0.203432
1121,1004.88,1,10.2408,54.6093,3.59534,3.3217,0.922464,0.249343,0.165018,0.193218
1122,998.025,1,10.1539,53.758,3.44243,3.35731,0.909996,0.249987,0.179572,0.173626
1123,989.674,1,10.0955,53.3988,3.36068,3.29444,0.9112,0.242253,0.182284,0.175827
1124,996.156,1,9.88635,54.4391,3.4344,3.39469,0.907482,0.233093,0.163237,0.180472
1125,997.298,1,10.0678,54.4955,3.43095,3.40147,0.904802,0.234883,0.16034,0.188636
1126,996.005,1,9.90732,54.2873,3.46527,3.35319,0.897104,0.237684,0.160249,0.183481
1127,989.737,1,10.0522,53.8852,3.42511,3.28758,0.904645,0.249449,0.153586,0.180885
1128,990.946,1,10.1109,53.6437,3.48391,3.19268,0.902587,0.252654,0.164677,0.189178
1129,994.266,1,10.0261,53.762,3.56386,3.18474,0.881408,0.247265,0.160226,0.194749
1130,996.088,1,10.0408,54.9764,3.53791,3.2048,0.894252,0.23693,0.169562,0.206418
1131,993.994,1,9.97537,55.7941,3.55293,3.17213,0.89554,0.234942,0.168343,0.202749
1132,990.233,1,9.89642,56.4234,3.52966,3.15687,0.89953,0.233188,0.16487,0.197177
1133,996.433,1,9.99632,55.6687,3.50836,3.2374,0.917016,0.231248,0.182697,0.196364
1134,992.883,1,10.1911,55.8115,3.45521,3.22589,0.917346,0.241365,0.187594,0.183651
1135,991.559,1,10.2584,54.9716,3.40736,3.24912,0.912156,0.252044,0.172956,0.190593
1136,985.903,1,10.1607,53.9533,3.27107,3.21712,0.907969,0.253824,0.179566,0.210897
1137,994.817,1,10.1612,54.4215,3.33484,3.3104,0.911589,0.243065,0.191913,0.204005
1138,988.572,1,10.1714,55.1285,3.3943,3.18206,0.912321,0.229397,0.191477,0.201381
1139,993.553,1,10.0892,56.1486,3.39614,3.26195,0.920407,0.247995,0.178199,0.20099
1140,991.95,1,10.0957,55.1944,3.41942,3.25008,0.919362,0.253115,0.162148,0.199961
1141,988.302,1,10.0057,55.1514,3.51158,3.14984,0.90755,0.251006,0.150808,0.196594
1142,988.589,1,10.1313,55.6631,3.48568,3.15205,0.922641,0.254944,0.163643,0.188694
1143,996.069,1,10.2875,55.8221,3.5583,3.18516,0.919102,0.250072,0.160318,0.207276
1144,1002.48,1,10.2757,56.0144,3.58032,3.20928,0.909751,0.254234,0.169693,0.220441
1145,999.463,1,10.2162,55.0467,3.55945,3.25701,0.917649,0.259835,0.15442,0.200184
1146,1001.32,1,10.2516,55.0623,3.56515,3.27391,0.925445,0.252587,0.163911,0.197922
1147,995.133,1,10.3304,55.066,3.54733,3.2015,0.938992,0.254535,0.153541,0.20279
1148,997.302,1,10.2403,54.9851,3.37695,3.27368,0.912117,0.272323,0.173789,0.217646
1149,1002.58,1,10.2137,55.2907,3.50357,3.30038,0.909612,0.26729,0.172656,0.198044
1150,989.691,1,10.3689,54.2906,3.35609,3.22376,0.911966,0.267979,0.17111,0.198448
1151,995.636,1,10.1285,55.1036,3.39236,3.33848,0.9083,0.255801,0.154999,0.207421
1152,990.033,1,10.0304,55.6245,3.44127,3.24525,0.91199,0.241199,0.155508,0.197594
1153,988.147,1,10.0613,55.009,3.36085,3.27703,0.900851,0.238632,0.163471,0.195379
1154,990.644,1,10.0783,55.1168,3.36739,3.26387,0.924167,0.242904,0.165611,0.210108
1155,992.103,1,10.2939,54.3655,3.39116,3.28875,0.936484,0.240229,0.164974,0.203236
1156,994.519,1,10.1999,53.8581,3.41769,3.32484,0.89966,0.24379,0.15912,0.199093
1157,992.91,1,10.0537,52.6783,3.43533,3.33639,0.900454,0.236172,0.156188,0.186341
1158,985.4,1,10.0178,52.9394,3.33865,3.23337,0.888907,0.243151,0.183736,0.177442
1159,986.161,1,10.0753,52.7617,3.39657,3.13488,0.891999,0.250253,0.186097,0.192184
1160,990.923,1,10.1574,54.1704,3.44897,3.19112,0.913819,0.257726,0.176891,0.185472
1161,997.459,1,10.1539,54.1024,3.50094,3.1885,0.894314,0.263349,0.185685,0.198205
1162,993.127,1,10.1912,54.6739,3.50134,3.13764,0.903457,0.257711,0.177722,0.202259
1163,997.456,1,10.146,56.0208,3.54283,3.21044,0.907556,0.250726,0.180962,0.187823
1164,999.003,1,10.093,54.6845,3.45985,3.34373,0.909292,0.243978,0.172995,0.189924
1165,997.869,1,10.1143,53.5451,3.41795,3.4458,0.92393,0.228281,0.166107,0.17958
1166,1000.22,1,9.95844,53.4844,3.48909,3.36257,0.903193,0.233956,0.184326,0.176321
1167,997.97,1,10.0633,55.591,3.48571,3.33416,0.908072,0.248129,0.179965,0.16766
1168,999.175,1,10.2586,55.0408,3.47506,3.39322,0.920862,0.2465,0.155391,0.184747
1169,998.253,1,10.2118,54.2564,3.59274,3.30747,0.912186,0.246616,0.139325,0.189026
1170,988.798,1,10.2764,55.7556,3.42571,3.33072,0.924953,0.251372,0.139193,0.174944
1171,983.838,1,10.1684,54.5554,3.37905,3.25917,0.918504,0.256558,0.128724,0.197951
1172,987.964,1,10.189,54.6442,3.40881,3.37614,0.908991,0.254555,0.11957,0.184023
1173,988.454,1,10.0843,53.7411,3.41368,3.31875,0.914976,0.250529,0.131952,0.19205
1174,994.626,1,10.1537,54.6353,3.46001,3.33793,0.906772,0.249251,0.155547,0.178899
1175,991.487,1,10.1352,54.9635,3.48953,3.26094,0.922294,0.250831,0.146051,0.187387
1176,988.867,1,10.1544,54.0761,3.42606,3.28514,0.908932,0.257027,0.130995,0.200165
1177,984.269,1,9.97578,54.4078,3.39522,3.28977,0.898835,0.243107,0.130296,0.190246
1178,992.276,1,10.1551,54.4424,3.43114,3.27182,0.892085,0.254131,0.154349,0.19753
1179,986.97,1,10.0595,55.7258,3.38025,3.21374,0.900587,0.240447,0.166448,0.200647
1180,985.294,1,10.0663,54.4177,3.32972,3.20516,0.897243,0.251054,0.175918,0.193403
1181,987.249,1,10.0689,54.4306,3.40908,3.17954,0.902234,0.26086,0.165919,0.190249
1182,985.23,1,9.98058,53.8776,3.32727,3.23132,0.892929,0.259718,0.162301,0.192187
1183,989.874,1,10.0917,54.2257,3.44751,3.17418,0.896435,0.253905,0.171622,0.194417
1184,997.773,1,10.0467,54.438,3.47687,3.2603,0.904909,0.244238,0.19029,0.189803
1185,1001.48,1,10.0757,54.6252,3.47904,3.30446,0.897748,0.245166,0.183339,0.203429
1186,998.307,1,10.1912,55.0986,3.45064,3.30347,0.91253,0.241905,0.190258,0.188019
1187,994.713,1,10.1881,54.9974,3.44359,3.31791,0.93061,0.240377,0.165721,0.188049
1188,998.628,1,10.0251,54.761,3.59269,3.28966,0.897603,0.255843,0.138652,0.195014
1189,990.839,1,10.1789,54.4392,3.44383,3.35161,0.908099,0.254371,0.130019,0.18394
1190,995.06,1,10.2283,53.8364,3.54068,3.29456,0.903215,0.257406,0.125893,0.203014
1191,993.181,1,10.1621,54.2084,3.46218,3.25899,0.907051,0.267669,0.139915,0.20637
1192,987.523,1,10.1275,54.5307,3.4604,3.19334,0.915916,0.250096,0.151724,0.192007
1193,987.393,1,10.1495,55.3102,3.44967,3.23589,0.917367,0.24988,0.149123,0.181563
1194,988.263,1,10.1968,54.8835,3.39214,3.37575,0.905203,0.247162,0.132385,0.179076
1195,993.149,1,10.1727,55.964,3.4088,3.36599,0.908411,0.241422,0.150446,0.189463
1196,997.046,1,10.0687,55.4289,3.5227,3.32649,0.904638,0.244594,0.1458,0.191956
1197,1001.75,1,10.1617,55.0765,3.60526,3.34064,0.913418,0.238777,0.154146,0.182293
1198,992.463,1,10.1939,54.7007,3.55241,3.19461,0.906854,0.232754,0.1693,0.183747
1199,997.884,1,10.2192,54.7499,3.54709,3.2305,0.911593,0.24701,0.176406,0.188719
1200,997.154,1,10.14,54.6375,3.4779,3.24811,0.92302,0.246181,0.183494,0.195578
1201,999.065,1,10.2254,53.9432,3.54618,3.2476,0.906855,0.240145,0.179943,0.191775
1202,993.242,1,10.1806,54.2256,3.40744,3.25085,0.903411,0.248222,0.175344,0.201941
1203,990.54,1,10.1772,53.1833,3.38525,3.23021,0.906154,0.247128,0.177261,0.199041
1204,989.475,1,10.1987,54.5214,3.30591,3.29252,0.912759,0.237944,0.185537,0.19624
1205,993.677,1,10.2615,54.454,3.34364,3.35865,0.914252,0.240366,0.174262,0.19399
1206,991.772,1,10.4252,54.9289,3.29421,3.30123,0.925867,0.254914,0.194049,0.191293
1207,993.513,1,10.1863,54.3681,3.34273,3.25414,0.908506,0.249071,0.209113,0.192993
1208,994.266,1,9.99463,56.1127,3.44931,3.22626,0.904275,0.235558,0.194563,0.192718
1209,992.213,1,10.038,54.8009,3.44435,3.20455,0.905836,0.246632,0.176764,0.199156
1210,985.942,1,10.0646,55.3919,3.3814,3.14318,0.901754,0.246289,0.171207,0.213267
1211,999.637,1,10.295,55.3909,3.46582,3.25403,0.901902,0.264322,0.175121,0.210948
1212,989.922,1,10.2087,55.6074,3.37872,3.21021,0.905269,0.250176,0.181586,0.198521
1213,993.006,1,10.1738,55.1083,3.3987,3.24816,0.910002,0.255343,0.184438,0.189423
1214,998.152,1,10.0769,55.9925,3.49609,3.24279,0.898341,0.248985,0.181851,0.197308
1215,990.937,1,10.1197,55.98,3.42545,3.21894,0.91068,0.248726,0.168855,0.198904
1216,995.168,1,10.1056,55.6493,3.52819,3.26694,0.915361,0.246092,0.150373,0.193708
1217,991.918,1,10.1474,55.3205,3.51605,3.22082,0.932349,0.257943,0.150562,0.185522
1218,991.239,1,10.0822,55.5388,3.46817,3.26117,0.9186,0.238359,0.147973,0.201112
1219,996.15,1,10.0332,56.2382,3.52036,3.27917,0.921588,0.240365,0.14791,0.206672
1220,999.899,1,10.109,56.8331,3.54077,3.25924,0.921903,0.239713,0.171291,0.205021
1221,995.405,1,10.2524,54.9986,3.50269,3.21271,0.923864,0.252835,0.165071,0.204197
1222,994.331,1,10.2203,53.4396,3.41613,3.27147,0.925318,0.25344,0.166188,0.204153
1223,986.558,1,10.1594,54.063,3.35704,3.16364,0.920199,0.256424,0.179532,0.200699
1224,992.15,1,10.2167,54.4735,3.32524,3.33691,0.90727,0.260032,0.15379,0.208926
1225,989.023,1,10.1218,55.1232,3.34392,3.25907,0.897549,0.251075,0.15948,0.211122
1226,996.97,1,10.2726,53.8225,3.40471,3.33267,0.910312,0.257128,0.170713,0.193966
1227,989.984,1,10.1441,55.2869,3.31494,3.30102,0.916773,0.250498,0.169734,0.200077
1228,984.687,1,10.4213,55.4147,3.27574,3.23232,0.918097,0.259185,0.175875,0.193583
1229,985.662,1,10.2044,55.7843,3.35311,3.25139,0.923622,0.237835,0.173278,0.181446
1230,986.453,1,10.0936,54.5047,3.42719,3.21871,0.920163,0.247423,0.146757,0.195432
1231,992.06,1,10.0989,54.5074,3.42098,3.31173,0.921096,0.253665,0.154307,0.184467
1232,988.159,1,9.98936,55.4846,3.39199,3.23231,0.907952,0.252046,0.163157,0.191246
1233,986.435,1,10.0418,55.3935,3.46493,3.18263,0.911965,0.244946,0.15484,0.187394
1234,988.37,1,10.2938,54.5661,3.4226,3.3334,0.91858,0.257731,0.135134,0.173208
1235,999.014,1,10.1421,55.0553,3.4765,3.33469,0.914276,0.253228,0.164791,0.189437
1236,988.634,1,10.0648,54.8037,3.33482,3.33171,0.928003,0.254375,0.157758,0.18198
1237,994.524,1,10.0129,55.0756,3.42606,3.37655,0.912494,0.24562,0.15552,0.17889
1238,992.076,1,10.0608,54.6229,3.44891,3.26863,0.90943,0.249202,0.158892,0.188785
1239,989.948,1,10.0541,55.1658,3.47748,3.22913,0.902288,0.239114,0.156267,0.190445
1240,991.55,1,10.0888,54.0408,3.49572,3.29432,0.918401,0.230205,0.16367,0.168228
1241,997.716,1,10.0994,52.9995,3.53632,3.25798,0.901012,0.248919,0.168712,0.187527
1242,997.589,1,10.0141,52.8808,3.56081,3.27346,0.896437,0.241875,0.170563,0.17545
1243,989.41,1,10.0102,53.0495,3.4434,3.19589,0.905302,0.256634,0.16813,0.185812
1244,987.4,1,10.1002,53.9513,3.43323,3.20643,0.89847,0.253903,0.166581,0.176021
1245,993.455,1,9.82176,53.4587,3.44646,3.252,0.88262,0.255008,0.166564,0.192385
1246,984.397,1,10.0027,54.0755,3.3891,3.14746,0.906096,0.255431,0.15836,0.205199
1247,983.125,1,10.0434,54.8905,3.47769,3.10266,0.908191,0.257299,0.152575,0.18676
1248,989.429,1,9.97151,55.003,3.53425,3.15531,0.905096,0.256125,0.152531,0.187514
1249,993.408,1,9.94189,55.1845,3.51573,3.25184,0.88261,0.249087,0.149238,0.191523
1250,987.423,1,9.98695,54.6597,3.55155,3.14988,0.892956,0.239715,0.143996,0.193315
1251,991.96,1,9.87867,55.1363,3.49355,3.19434,0.900704,0.245208,0.160056,0.203318
1252,995.449,1,10.1085,55.8189,3.42598,3.27059,0.90806,0.264081,0.165794,0.200769
1253,992.896,1,10.098,54.7998,3.46459,3.21343,0.915994,0.267213,0.157933,0.198702
1254,993.396,1,10.3645,54.4463,3.45151,3.27233,0.929601,0.269967,0.14533,0.19715
1255,996.213,1,10.199,54.4744,3.45147,3.30647,0.917725,0.239724,0.173636,0.191396
1256,994.845,1,10.2265,55.3527,3.54267,3.20845,0.928139,0.245314,0.1625,0.195635
1257,992.191,1,10.107,54.447,3.55595,3.17729,0.911065,0.256958,0.151695,0.189643
1258,989.393,1,10.2208,55.0077,3.38493,3.25357,0.916567,0.262191,0.153206,0.198428
1259,989.134,1,10.1296,54.6837,3.37539,3.26259,0.911715,0.249061,0.160336,0.197843
1260,988.217,1,10.0169,54.9209,3.43062,3.24657,0.903143,0.242256,0.155408,0.18793
1261,996.831,1,10.0831,54.915,3.51539,3.32695,0.918957,0.247137,0.153318,0.181678
1262,988.482,1,10.2425,54.4191,3.50557,3.2975,0.913854,0.244065,0.128275,0.180164
1263,984.121,1,10.1848,54.992,3.50818,3.21856,0.930493,0.246089,0.133853,0.168941
1264,983.025,1,10.159,54.335,3.48237,3.20813,0.905886,0.250454,0.13912,0.16519
1265,991.681,1,10.085,55.3121,3.54832,3.27428,0.9104,0.252766,0.134669,0.176085
1266,993.698,1,10.1413,55.6627,3.4384,3.3191,0.916851,0.26019,0.151148,0.185151
1267,989.278,1,10.1456,56.0916,3.43655,3.2021,0.912842,0.254357,0.17169,0.182787
1268,991.296,1,10.0959,55.5307,3.53598,3.19673,0.920931,0.242397,0.156626,0.187976
1269,993.63,1,10.0002,55.4981,3.535,3.22341,0.905943,0.222283,0.189214,0.174547
1270,993.701,1,10.2806,54.661,3.5292,3.19277,0.907133,0.245809,0.169552,0.190677
1271,1002.6,1,10.2259,55.6254,3.57955,3.35026,0.921404,0.246824,0.146268,0.197263
1272,999.353,1,9.98937,54.6669,3.52003,3.30755,0.907928,0.249112,0.148067,0.21066
1273,1004.12,1,9.93871,54.8685,3.52801,3.35833,0.897979,0.247621,0.146336,0.22545
1274,1004.07,1,9.88651,54.2892,3.59455,3.32503,0.875351,0.249401,0.157366,0.195789
1275,996.625,1,10.0304,55.0508,3.51918,3.30047,0.899183,0.252998,0.149203,0.189816
1276,993.679,1,10.0314,54.6606,3.5229,3.2714,0.892572,0.248489,0.141971,0.192853
1277,990.43,1,10.0451,55.4107,3.50832,3.18546,0.913673,0.249018,0.145332,0.206719
1278,986.663,1,10.0023,55.446,3.41664,3.19054,0.899496,0.255549,0.144467,0.210099
1279,986.994,1,10.1333,54.5293,3.38627,3.21759,0.912523,0.259743,0.132382,0.229017
1280,988.434,1,10.0081,54.0762,3.38801,3.32272,0.90133,0.24291,0.128634,0.212075
1281,995.271,1,10.1376,55.4624,3.44276,3.28701,0.901749,0.254159,0.146585,0.21907
1282,989.299,1,10.1255,56.0407,3.46986,3.20885,0.909771,0.245718,0.146274,0.205053
1283,992.902,1,10.1431,54.832,3.47689,3.24006,0.915414,0.244729,0.156078,0.202524
1284,993.395,1,10.1264,54.9018,3.33517,3.37411,0.913095,0.25923,0.155363,0.196928
1285,997.819,1,10.1488,55.5322,3.4959,3.23065,0.898841,0.262915,0.161143,0.213877
1286,988.255,1,10.1574,55.2981,3.38992,3.20668,0.898519,0.257201,0.166165,0.195836
1287,990.028,1,9.99336,54.0703,3.23792,3.33078,0.901874,0.254694,0.186664,0.197998
1288,993.532,1,10.0988,54.9551,3.31947,3.3194,0.91382,0.258091,0.185786,0.192054
1289,993.614,1,10.2926,55.3593,3.34421,3.30813,0.931463,0.262551,0.175707,0.194752
1290,998.345,1,10.2173,54.4676,3.45703,3.24404,0.920872,0.254556,0.177965,0.213902
1291,986.888,1,10.195,54.6883,3.36583,3.17395,0.925839,0.241511,0.183542,0.202593
