iteration,convergenceIndicator,phase,Cl_pop,V_pop,a1,a2,f_pop,omega_Cl,omega_V,omega_f
4311,993.555,2,10.1061,54.1578,3.50426,3.2555,0.904592,0.242969,0.162995,0.193368
4312,993.222,2,10.1049,54.1521,3.51237,3.24376,0.904822,0.243682,0.162331,0.193911
4313,991.979,2,10.1114,54.2601,3.50567,3.23347,0.906909,0.245246,0.165089,0.193983
4314,993.611,2,10.0989,54.4514,3.49714,3.23848,0.906581,0.24762,0.164481,0.193329
4315,990.62,2,10.0962,54.6281,3.49377,3.23654,0.906928,0.247987,0.163843,0.192887
4316,988.867,2,10.1137,54.6878,3.49299,3.23347,0.909388,0.249467,0.163107,0.190224
4317,991.341,2,10.1458,54.6744,3.48565,3.2336,0.91118,0.251561,0.162975,0.189902
4318,993.184,2,10.1489,54.7083,3.48007,3.23539,0.911438,0.251327,0.1632,0.191204
4319,988.061,2,10.1407,54.7462,3.47771,3.23844,0.911634,0.24955,0.161452,0.190364
4320,988.473,2,10.1491,54.7559,3.45985,3.24245,0.913002,0.24983,0.162743,0.190614
4321,995.994,2,10.1411,54.7399,3.46375,3.25086,0.912649,0.249566,0.161678,0.190164
4322,991.968,2,10.1301,54.6748,3.45807,3.25447,0.911331,0.249736,0.16079,0.191326
4323,984.376,2,10.128,54.7075,3.45076,3.24851,0.911466,0.249616,0.159702,0.19169
4324,988.75,2,10.1209,54.6809,3.43567,3.25385,0.910818,0.250328,0.159733,0.192556
4325,989.926,2,10.1292,54.7272,3.43261,3.25229,0.912434,0.251158,0.158658,0.194
4326,996.512,2,10.1459,54.8168,3.42961,3.25969,0.91499,0.252895,0.159305,0.194172
4327,992.442,2,10.1581,54.7691,3.42594,3.26364,0.914737,0.254147,0.158826,0.194152
4328,997.054,2,10.1595,54.8166,3.42876,3.26833,0.914207,0.253923,0.159685,0.194299
4329,996.365,2,10.1615,54.7311,3.43014,3.27364,0.913687,0.253382,0.160602,0.193949
4330,996.377,2,10.1587,54.6881,3.43284,3.28154,0.911538,0.252061,0.16011,0.194024
4331,1002.19,2,10.1619,54.6517,3.44535,3.28584,0.910453,0.251383,0.15979,0.195219
4332,997.993,2,10.1695,54.6562,3.44549,3.28227,0.911248,0.253234,0.162034,0.195399
4333,993.911,2,10.1496,54.6614,3.44323,3.27687,0.910512,0.253931,0.163984,0.195076
4334,990.038,2,10.1395,54.7424,3.44271,3.26879,0.90855,0.25347,0.163561,0.195992
4335,993.462,2,10.1329,54.6388,3.44029,3.26814,0.906904,0.254176,0.163826,0.195875
4336,988.1,2,10.1404,54.5969,3.42384,3.27057,0.905511,0.254489,0.164752,0.195493
4337,988.07,2,10.1346,54.5148,3.42066,3.26221,0.905789,0.254582,0.1657,0.194962
4338,992.756,2,10.1415,54.4239,3.42714,3.26402,0.904953,0.25454,0.164515,0.193131
4339,998.438,2,10.1349,54.5116,3.43989,3.26787,0.90408,0.252379,0.164716,0.192322
4340,1001.66,2,10.1406,54.6665,3.44451,3.2688,0.905162,0.251642,0.168674,0.192406
4341,991.697,2,10.1447,54.6345,3.43646,3.26778,0.905034,0.252675,0.169849,0.19185
4342,990.605,2,10.1482,54.6927,3.42582,3.26638,0.90544,0.253376,0.171954,0.191106
4343,992.057,2,10.1373,54.6975,3.42381,3.26205,0.90692,0.253488,0.173644,0.190491
4344,992.015,2,10.127,54.729,3.42583,3.25861,0.907401,0.253134,0.174336,0.18953
4345,986.345,2,10.126,54.682,3.41664,3.25688,0.908085,0.252035,0.174475,0.189315
4346,1001.3,2,10.1316,54.627,3.42002,3.27321,0.907146,0.250978,0.173446,0.189803
4347,995.5,2,10.1206,54.5975,3.42579,3.2733,0.906879,0.250454,0.172992,0.189896
4348,998.69,2,10.1173,54.5293,3.43805,3.27851,0.905507,0.250318,0.171119,0.188965
4349,990.889,2,10.1171,54.5876,3.44366,3.27053,0.90677,0.24852,0.171024,0.189059
4350,986.144,2,10.1301,54.5918,3.4389,3.26228,0.907286,0.248806,0.170393,0.18904
4351,991.53,2,10.1229,54.5131,3.43497,3.26894,0.907547,0.248014,0.169435,0.188447
4352,998.171,2,10.1252,54.3827,3.43657,3.27752,0.905453,0.247556,0.168934,0.189107
4353,990.42,2,10.1316,54.3802,3.44309,3.2729,0.905793,0.246829,0.167734,0.188218
4354,994.984,2,10.1103,54.4359,3.45504,3.27629,0.905119,0.246511,0.165154,0.186928
4355,999.373,2,10.1045,54.5551,3.46343,3.27413,0.903731,0.246689,0.165774,0.188062
4356,994.835,2,10.105,54.6137,3.45867,3.27847,0.904625,0.248171,0.164815,0.188699
4357,990.432,2,10.11,54.5275,3.45295,3.2848,0.90492,0.249314,0.162134,0.18805
4358,989.743,2,10.1139,54.4759,3.44628,3.28508,0.905063,0.251185,0.160047,0.188715
4359,996.369,2,10.1206,54.4731,3.4435,3.29299,0.906404,0.251529,0.15926,0.18949
4360,997.865,2,10.1167,54.4877,3.44055,3.29889,0.906142,0.253242,0.159283,0.189968
4361,1000.1,2,10.1098,54.4409,3.42838,3.31421,0.904317,0.253238,0.160207,0.191778
4362,990.165,2,10.1053,54.4561,3.42764,3.30266,0.903453,0.254288,0.161482,0.191134
4363,995.262,2,10.1027,54.346,3.43568,3.28739,0.904062,0.25482,0.163102,0.192617
4364,994.299,2,10.0998,54.3321,3.43523,3.29125,0.904066,0.255559,0.161304,0.192801
4365,998.258,2,10.0936,54.2838,3.43247,3.3005,0.904523,0.255605,0.160788,0.19353
4366,994.986,2,10.1091,54.3322,3.43238,3.30138,0.905286,0.254868,0.162737,0.191649
4367,999.631,2,10.1243,54.3646,3.44592,3.30213,0.905405,0.254325,0.163293,0.1894
4368,984.176,2,10.1291,54.3019,3.43989,3.2894,0.905575,0.253826,0.163957,0.188601
4369,986.204,2,10.1262,54.1641,3.43355,3.28682,0.905168,0.252247,0.163703,0.187998
4370,994.162,2,10.1248,54.2435,3.43656,3.29127,0.905739,0.251157,0.162866,0.187474
4371,995.033,2,10.124,54.3136,3.43933,3.29119,0.906158,0.251442,0.161882,0.188504
4372,998.397,2,10.116,54.4081,3.44536,3.28788,0.906233,0.251653,0.161837,0.190776
4373,992.52,2,10.1173,54.4266,3.4452,3.28583,0.906437,0.250814,0.16153,0.19157
4374,1002.04,2,10.1084,54.5819,3.45717,3.28426,0.907405,0.250202,0.162364,0.192784
4375,995.841,2,10.0951,54.5633,3.46773,3.2773,0.907953,0.249531,0.161285,0.194156
4376,987.121,2,10.1097,54.6024,3.46324,3.27199,0.909716,0.2499,0.160401,0.1934
4377,1001.66,2,10.1131,54.6516,3.45849,3.27998,0.911166,0.249542,0.163995,0.193354
4378,997.187,2,10.1195,54.6335,3.45867,3.27983,0.912263,0.249593,0.166437,0.192104
4379,996.132,2,10.1408,54.5415,3.46569,3.27773,0.912385,0.249593,0.166456,0.190978
4380,985.934,2,10.1403,54.4568,3.46203,3.26944,0.912715,0.247712,0.167287,0.189856
4381,989.174,2,10.1433,54.539,3.45727,3.26534,0.914269,0.247879,0.167482,0.189466
4382,998.555,2,10.156,54.5146,3.46341,3.26562,0.915337,0.248099,0.168011,0.189523
4383,1007.49,2,10.154,54.5619,3.47085,3.27493,0.915992,0.24859,0.169996,0.189407
4384,995.47,2,10.1576,54.5316,3.46824,3.27658,0.916052,0.247972,0.170446,0.189632
4385,991.29,2,10.1688,54.5233,3.46339,3.27485,0.91567,0.249093,0.168738,0.190341
4386,985.899,2,10.1814,54.4785,3.44971,3.2681,0.916166,0.24811,0.171204,0.190016
4387,995.348,2,10.176,54.4244,3.44521,3.27068,0.91603,0.247488,0.172854,0.190106
4388,998.056,2,10.1698,54.3969,3.45025,3.27054,0.91455,0.246658,0.174679,0.189413
4389,998.81,2,10.1663,54.3105,3.45714,3.27608,0.914248,0.246942,0.173019,0.188964
4390,992.916,2,10.1511,54.1578,3.45673,3.27849,0.912381,0.24635,0.172178,0.188086
4391,994.218,2,10.1488,54.1472,3.45846,3.27871,0.911204,0.24672,0.169659,0.189431
4392,988,2,10.1551,54.1716,3.44948,3.27762,0.911286,0.248685,0.167892,0.189215
4393,981.153,2,10.1557,54.1946,3.44175,3.26462,0.911396,0.248641,0.1676,0.189054
4394,990.743,2,10.1631,54.19,3.42531,3.26592,0.911886,0.249635,0.170614,0.189273
4395,995.298,2,10.1574,54.1191,3.42162,3.27242,0.911865,0.250277,0.170201,0.189777
4396,991.756,2,10.1415,54.1509,3.41909,3.27388,0.910145,0.250808,0.170022,0.189163
4397,995.05,2,10.1304,54.1195,3.42517,3.27208,0.909803,0.249996,0.170693,0.188896
4398,990.344,2,10.1246,54.1522,3.42369,3.27124,0.907655,0.249959,0.170223,0.188561
4399,991.142,2,10.1258,54.1639,3.41633,3.28442,0.907792,0.249179,0.168559,0.187553
4400,995.586,2,10.116,54.3226,3.42188,3.28447,0.908688,0.24829,0.168938,0.187601
4401,993.439,2,10.1132,54.3563,3.42519,3.28086,0.907638,0.250075,0.167295,0.188625
4402,1002.06,2,10.1111,54.4798,3.43705,3.27973,0.907253,0.250701,0.167265,0.190071
4403,1000.77,2,10.1105,54.4336,3.43884,3.28276,0.907158,0.252518,0.167376,0.191214
4404,999.039,2,10.1042,54.4379,3.43812,3.28514,0.905812,0.25182,0.168448,0.192823
4405,993.928,2,10.0926,54.5778,3.43115,3.28727,0.905975,0.251103,0.169668,0.193144
4406,1002.14,2,10.0855,54.7592,3.43932,3.29066,0.90525,0.250529,0.1692,0.194411
4407,997.831,2,10.0741,54.8549,3.43939,3.29668,0.906284,0.250033,0.169338,0.193684
4408,994.327,2,10.062,54.8651,3.43665,3.29317,0.90465,0.249526,0.170731,0.194021
4409,991.391,2,10.0612,54.8174,3.44026,3.28359,0.904658,0.24945,0.170632,0.193887
4410,996.638,2,10.0654,54.8053,3.43639,3.29443,0.903313,0.249519,0.169317,0.193388
4411,996.748,2,10.0609,54.7853,3.44143,3.29417,0.903375,0.249879,0.168789,0.192781
4412,992.295,2,10.0548,54.7702,3.44146,3.29001,0.90334,0.249465,0.168008,0.193576
4413,986.734,2,10.0576,54.7089,3.43972,3.27919,0.902298,0.248586,0.167708,0.19415
4414,992.361,2,10.0649,54.8402,3.43815,3.27863,0.90272,0.249608,0.165814,0.195091
4415,990.451,2,10.0652,54.8623,3.43623,3.27346,0.904053,0.250192,0.165754,0.195102
4416,994.953,2,10.0576,54.7773,3.43369,3.27982,0.90306,0.249377,0.165604,0.195023
4417,992.973,2,10.0549,54.6685,3.4341,3.28514,0.902344,0.248168,0.165217,0.193477
4418,991.861,2,10.0476,54.5909,3.43473,3.27925,0.901245,0.247268,0.166538,0.193489
4419,996.7,2,10.0443,54.5814,3.43924,3.27619,0.902034,0.246269,0.167947,0.194093
4420,996.991,2,10.0549,54.5862,3.42926,3.27935,0.901772,0.247582,0.169659,0.195669
4421,989.199,2,10.0656,54.7094,3.42596,3.27229,0.903577,0.248237,0.16853,0.197397
4422,993.865,2,10.0826,54.7203,3.42807,3.27868,0.905927,0.248802,0.165551,0.197103
4423,990.764,2,10.08,54.7094,3.43414,3.27648,0.907126,0.248718,0.164222,0.195329
4424,990.574,2,10.0825,54.7202,3.44508,3.26445,0.90729,0.248909,0.163905,0.194354
4425,992.485,2,10.0874,54.6633,3.44662,3.26945,0.907954,0.24884,0.162145,0.193401
4426,997.12,2,10.0871,54.6697,3.4419,3.27389,0.908682,0.249812,0.16281,0.194375
4427,989.182,2,10.0811,54.4867,3.43792,3.27163,0.907645,0.249618,0.163447,0.193453
4428,991.776,2,10.0848,54.4815,3.44268,3.26157,0.909103,0.2507,0.162856,0.194719
4429,993.696,2,10.0845,54.4517,3.44244,3.26824,0.909572,0.250899,0.160976,0.194643
4430,991.484,2,10.0872,54.5078,3.44455,3.268,0.909432,0.251296,0.158165,0.196087
4431,996.098,2,10.0883,54.5593,3.45131,3.26896,0.908347,0.249745,0.157555,0.197047
4432,989.506,2,10.0964,54.5713,3.44911,3.26229,0.908447,0.25008,0.158616,0.196697
4433,988.571,2,10.1007,54.6314,3.44559,3.25544,0.908663,0.250152,0.160306,0.196034
4434,985.446,2,10.0975,54.5431,3.45044,3.24284,0.907842,0.250565,0.159922,0.195051
4435,985.673,2,10.1001,54.5423,3.4513,3.23771,0.907755,0.250421,0.159539,0.193527
4436,996.582,2,10.1046,54.421,3.44859,3.24083,0.906976,0.251546,0.161471,0.193397
4437,991.23,2,10.1121,54.3308,3.45122,3.24244,0.906838,0.250994,0.161551,0.191716
4438,994.184,2,10.1192,54.4125,3.45563,3.2443,0.90768,0.25028,0.16125,0.191684
4439,993.263,2,10.1332,54.5305,3.46054,3.24315,0.909085,0.249185,0.16139,0.191754
4440,983.329,2,10.1444,54.6415,3.45828,3.2323,0.911319,0.248792,0.161825,0.191457
4441,987.749,2,10.1464,54.6257,3.45086,3.2305,0.911417,0.248785,0.162509,0.192046
4442,983.808,2,10.1465,54.5192,3.44164,3.23363,0.911057,0.247982,0.162195,0.190913
4443,987.09,2,10.149,54.3844,3.42944,3.24191,0.911769,0.248217,0.162722,0.189473
4444,988.976,2,10.142,54.4137,3.42814,3.24185,0.912547,0.247652,0.163113,0.189312
4445,987.32,2,10.1393,54.5271,3.42443,3.24072,0.912425,0.247734,0.163581,0.188981
4446,988.802,2,10.149,54.4994,3.42619,3.24271,0.913107,0.249586,0.161642,0.187851
4447,990.108,2,10.1514,54.546,3.4259,3.24849,0.914311,0.250324,0.160211,0.187069
4448,997.978,2,10.1496,54.5504,3.42904,3.25523,0.915057,0.250247,0.161262,0.186946
4449,992.247,2,10.1437,54.6208,3.43752,3.25872,0.914789,0.250089,0.159468,0.185722
4450,990.282,2,10.1462,54.6128,3.43636,3.26016,0.914128,0.249854,0.160004,0.184961
4451,990.172,2,10.1515,54.5811,3.43444,3.26297,0.913476,0.249403,0.159762,0.184962
4452,990.289,2,10.1642,54.5465,3.42426,3.26618,0.913188,0.24982,0.160728,0.185931
4453,987.355,2,10.1643,54.5414,3.4149,3.26188,0.912699,0.250591,0.162636,0.186539
4454,987.245,2,10.1592,54.5046,3.40962,3.25829,0.912778,0.251255,0.162262,0.188152
4455,986.661,2,10.1737,54.5661,3.41097,3.24984,0.913565,0.252884,0.162047,0.188092
4456,995.366,2,10.1626,54.5772,3.41159,3.25061,0.912432,0.252394,0.163777,0.189247
4457,990.139,2,10.1439,54.5666,3.41034,3.25093,0.911588,0.252311,0.164218,0.189116
4458,996.285,2,10.1396,54.5099,3.41607,3.25847,0.911466,0.252591,0.163956,0.187606
4459,994.145,2,10.1411,54.3774,3.41695,3.26488,0.91181,0.252652,0.16319,0.187563
4460,999.742,2,10.137,54.4284,3.42084,3.27277,0.911394,0.252531,0.163465,0.187806
4461,994.499,2,10.1401,54.493,3.42392,3.27335,0.910886,0.252904,0.163173,0.188052
4462,992.614,2,10.1513,54.5149,3.4207,3.27866,0.911261,0.252829,0.162161,0.188761
4463,985.62,2,10.136,54.4936,3.4178,3.27404,0.909963,0.252639,0.161123,0.189343
4464,992.798,2,10.1263,54.5043,3.42039,3.2754,0.909944,0.251792,0.161963,0.188233
4465,991.283,2,10.1214,54.4908,3.42739,3.27413,0.909583,0.251089,0.160987,0.187579
4466,1002.1,2,10.1205,54.4797,3.44009,3.27786,0.910364,0.250591,0.1612,0.18748
4467,996.457,2,10.1343,54.4829,3.44326,3.28538,0.910925,0.250609,0.161076,0.185764
4468,996.784,2,10.1368,54.4741,3.44577,3.28804,0.910499,0.25096,0.160433,0.186518
4469,1002.06,2,10.1379,54.3438,3.44657,3.29654,0.91041,0.251447,0.160334,0.1877
4470,987.806,2,10.1335,54.3375,3.44031,3.29141,0.910458,0.251651,0.159755,0.189137
4471,991.566,2,10.1469,54.2719,3.438,3.28876,0.910859,0.252471,0.16002,0.18908
4472,994.719,2,10.1552,54.3141,3.44747,3.28535,0.910729,0.253355,0.158617,0.188722
4473,996.187,2,10.163,54.3077,3.44364,3.29362,0.910607,0.253079,0.158954,0.188308
4474,987.576,2,10.1611,54.3462,3.44287,3.28881,0.91126,0.253199,0.158837,0.187144
4475,986.96,2,10.1643,54.4523,3.43874,3.28208,0.911767,0.252869,0.160274,0.186462
4476,988.425,2,10.1566,54.4268,3.4275,3.28446,0.912023,0.252116,0.161674,0.186359
4477,991.23,2,10.1645,54.4886,3.42673,3.28292,0.913197,0.252,0.162725,0.18557
4478,986.332,2,10.1561,54.5533,3.43282,3.27269,0.913167,0.25137,0.162735,0.18454
4479,992.309,2,10.153,54.6455,3.43473,3.26627,0.912063,0.250298,0.164504,0.185484
4480,989.436,2,10.1492,54.7245,3.43661,3.25838,0.912435,0.250216,0.164091,0.187156
4481,994.92,2,10.1526,54.8077,3.43119,3.2624,0.911752,0.250195,0.164805,0.188681
4482,1000.38,2,10.1653,54.7636,3.42805,3.26798,0.912559,0.250927,0.166116,0.190396
4483,992.375,2,10.1783,54.7775,3.423,3.26905,0.913993,0.251182,0.166877,0.190738
4484,995.932,2,10.1912,54.7513,3.4295,3.27192,0.915355,0.251055,0.166421,0.189641
4485,994.895,2,10.1977,54.7914,3.43407,3.27221,0.91742,0.251539,0.166094,0.188964
4486,991.901,2,10.2123,54.8048,3.42711,3.27269,0.9185,0.252407,0.166835,0.189321
4487,992.113,2,10.2148,54.779,3.42496,3.26742,0.918133,0.252583,0.167239,0.191231
4488,992.705,2,10.2131,54.7619,3.42927,3.26336,0.917886,0.252325,0.167068,0.191536
4489,995.641,2,10.2059,54.8155,3.42835,3.27157,0.916819,0.251212,0.166484,0.191682
4490,991.726,2,10.2043,54.8847,3.426,3.26955,0.916883,0.25277,0.166746,0.191178
4491,994.477,2,10.2017,54.9482,3.43017,3.26334,0.916836,0.254311,0.166588,0.191953
4492,991.596,2,10.2015,54.9342,3.4291,3.25857,0.916842,0.254926,0.167113,0.192408
4493,990.36,2,10.2069,54.9089,3.43119,3.25365,0.915906,0.254453,0.166919,0.192744
4494,988.28,2,10.215,54.8748,3.42895,3.25119,0.916993,0.254803,0.166366,0.192505
4495,993.996,2,10.2187,54.8999,3.42938,3.24932,0.917164,0.255223,0.167461,0.192416
4496,990.453,2,10.22,54.8916,3.43334,3.24231,0.917896,0.254146,0.167967,0.192847
4497,998.012,2,10.2261,54.8711,3.44072,3.24192,0.91835,0.252952,0.168781,0.193275
4498,989.939,2,10.2081,54.8891,3.43662,3.23698,0.91679,0.252521,0.169225,0.195146
4499,988.712,2,10.2007,54.8887,3.43194,3.23248,0.915035,0.252648,0.169976,0.195727
4500,992.557,2,10.1962,55.0038,3.44413,3.22843,0.915908,0.251873,0.168257,0.195437
4501,994.629,2,10.1978,55.1001,3.45548,3.22567,0.916894,0.2519,0.166663,0.195331
4502,988.132,2,10.1875,55.152,3.45537,3.22082,0.916998,0.25326,0.165524,0.195278
4503,999.766,2,10.1869,55.2085,3.46343,3.21923,0.917208,0.255292,0.165527,0.195479
4504,1009.73,2,10.1962,55.1085,3.4726,3.22327,0.918325,0.256732,0.166683,0.197206
4505,1002.51,2,10.1896,55.0845,3.47747,3.22619,0.917137,0.257326,0.167236,0.197654
4506,999.351,2,10.19,55.1354,3.47237,3.2259,0.915636,0.257567,0.168608,0.200589
4507,1004.26,2,10.1925,55.1079,3.47622,3.23118,0.914403,0.25835,0.167419,0.202806
4508,1005.13,2,10.1857,55.0891,3.47837,3.23488,0.915626,0.258158,0.169907,0.202821
4509,997.459,2,10.191,55.0456,3.4732,3.2385,0.916055,0.258777,0.170532,0.202604
4510,992.735,2,10.1904,54.9967,3.4636,3.24128,0.916636,0.259731,0.171308,0.201403
4511,991.079,2,10.19,55.0567,3.4599,3.23694,0.916578,0.259223,0.171936,0.201435
4512,990.523,2,10.1885,55.1025,3.45109,3.24061,0.916026,0.259525,0.170855,0.20141
4513,987.61,2,10.1747,55.0837,3.44315,3.24311,0.915409,0.258613,0.170681,0.200042
4514,990.151,2,10.1705,55.0431,3.43926,3.24527,0.914941,0.258301,0.170028,0.199063
4515,986.85,2,10.1619,54.9365,3.42951,3.24519,0.913894,0.258291,0.170454,0.198266
4516,984.884,2,10.152,54.8438,3.42143,3.24342,0.914145,0.25701,0.170605,0.198078
4517,990.507,2,10.1496,54.7166,3.4191,3.24665,0.912405,0.255607,0.171127,0.196658
4518,998.638,2,10.1459,54.7226,3.42848,3.24914,0.910885,0.254761,0.170872,0.19591
4519,993.482,2,10.1396,54.7639,3.42727,3.2513,0.910169,0.254161,0.17166,0.195066
4520,998.557,2,10.1383,54.8746,3.4382,3.2531,0.91055,0.253993,0.170386,0.194383
4521,997.924,2,10.1343,54.8745,3.44486,3.25636,0.910246,0.253667,0.170095,0.193219
4522,994.022,2,10.125,54.9524,3.44594,3.25845,0.9101,0.252495,0.170032,0.192838
4523,993.109,2,10.1281,54.9472,3.44941,3.25578,0.909781,0.251222,0.170003,0.19305
4524,992.276,2,10.1271,54.8638,3.44666,3.2603,0.909931,0.250229,0.169122,0.193096
4525,987.164,2,10.1327,54.7503,3.44442,3.25452,0.909263,0.249034,0.169626,0.193114
4526,992.029,2,10.1452,54.6826,3.44746,3.24629,0.909045,0.249213,0.170639,0.193287
4527,986.668,2,10.1386,54.6132,3.44336,3.24256,0.908972,0.249102,0.171343,0.192212
4528,996.786,2,10.1424,54.6746,3.44547,3.24399,0.908847,0.25022,0.172219,0.191046
4529,996.094,2,10.1497,54.7092,3.44367,3.24801,0.909479,0.251901,0.171938,0.190675
4530,992.843,2,10.1461,54.6473,3.44105,3.24924,0.907994,0.251697,0.171913,0.191095
4531,982.679,2,10.1401,54.703,3.43572,3.24408,0.908294,0.251745,0.171405,0.190303
4532,992.709,2,10.1416,54.6285,3.43369,3.24729,0.908762,0.251043,0.171319,0.190508
4533,989.101,2,10.1448,54.6198,3.42981,3.24656,0.907913,0.250885,0.171601,0.190342
4534,989.797,2,10.1349,54.6098,3.42207,3.25012,0.906784,0.25022,0.172801,0.189799
4535,994.986,2,10.1362,54.5675,3.42365,3.25052,0.906842,0.250546,0.17279,0.190259
4536,986.27,2,10.1369,54.5688,3.41872,3.24701,0.906586,0.251427,0.172025,0.190686
4537,988.736,2,10.1296,54.5892,3.41353,3.24799,0.90689,0.251678,0.1711,0.191551
4538,991.576,2,10.12,54.6618,3.41556,3.2477,0.90757,0.250979,0.17088,0.191636
4539,994.594,2,10.1098,54.7749,3.42163,3.24688,0.907628,0.250329,0.169643,0.193046
4540,994.458,2,10.1254,54.8394,3.4208,3.25358,0.908265,0.251358,0.16889,0.192048
4541,999.11,2,10.1379,54.8422,3.42312,3.2573,0.908978,0.252466,0.167698,0.193765
4542,991.556,2,10.1388,54.749,3.41894,3.26015,0.908904,0.251424,0.168477,0.193625
4543,993.512,2,10.1407,54.7425,3.41594,3.26293,0.908489,0.251489,0.168714,0.193851
4544,996.9,2,10.1393,54.6988,3.41582,3.26945,0.908519,0.251933,0.168256,0.193623
4545,1000.46,2,10.1436,54.6685,3.41471,3.2762,0.90856,0.251967,0.168944,0.194333
4546,987.917,2,10.1405,54.647,3.40944,3.26897,0.908163,0.252501,0.169818,0.195145
4547,993.91,2,10.1312,54.6863,3.40593,3.26804,0.907826,0.251739,0.171396,0.196155
4548,999.058,2,10.1385,54.7159,3.40931,3.26857,0.907152,0.252185,0.17251,0.196012
4549,994.366,2,10.1328,54.6784,3.40698,3.2759,0.906346,0.25174,0.171737,0.195576
4550,990.749,2,10.1388,54.6993,3.41009,3.27246,0.907139,0.251546,0.170628,0.195751
4551,989.861,2,10.1379,54.7674,3.41252,3.26694,0.906657,0.251315,0.170285,0.195857
4552,998.143,2,10.1315,54.7378,3.41029,3.27179,0.906478,0.251169,0.170926,0.196645
4553,990.258,2,10.1401,54.7442,3.40798,3.2721,0.906676,0.251563,0.169436,0.197221
4554,994.51,2,10.1487,54.8425,3.40421,3.2735,0.90701,0.251474,0.170796,0.19727
4555,988.557,2,10.1594,54.8042,3.39836,3.27287,0.907236,0.251498,0.171391,0.196734
4556,999.175,2,10.1737,54.7584,3.39473,3.28016,0.907684,0.252692,0.172118,0.196518
4557,995.249,2,10.1839,54.6328,3.39527,3.28611,0.907892,0.252883,0.170877,0.196039
4558,985.729,2,10.1839,54.5808,3.38858,3.28848,0.908574,0.252354,0.17062,0.194535
4559,993.936,2,10.1824,54.616,3.38871,3.28971,0.909006,0.25138,0.172493,0.193096
4560,987.456,2,10.1734,54.632,3.38346,3.29047,0.908345,0.250624,0.172528,0.192632
4561,984.451,2,10.1719,54.6931,3.38303,3.28588,0.908598,0.249767,0.171424,0.192534
4562,987.284,2,10.1682,54.6709,3.38295,3.28252,0.909448,0.250108,0.170443,0.192416
4563,993.766,2,10.1694,54.6283,3.3818,3.28897,0.910293,0.249579,0.170484,0.191608
4564,991.083,2,10.1751,54.603,3.38398,3.28583,0.910911,0.249081,0.170825,0.191614
4565,991.587,2,10.1761,54.5419,3.38384,3.28593,0.911661,0.248747,0.170514,0.192101
4566,994.323,2,10.1852,54.5879,3.38618,3.28885,0.912758,0.248589,0.170267,0.191613
4567,986.058,2,10.1849,54.5795,3.39138,3.28014,0.912497,0.248889,0.169353,0.19105
4568,997.436,2,10.1883,54.5419,3.39669,3.28042,0.913032,0.248922,0.170167,0.19073
4569,996.468,2,10.1898,54.5953,3.3978,3.28228,0.913874,0.249569,0.171264,0.189969
4570,990.11,2,10.1837,54.5754,3.39668,3.28101,0.912882,0.24911,0.171148,0.190335
4571,991.728,2,10.1809,54.4929,3.39492,3.28321,0.91196,0.248548,0.17013,0.191512
4572,989.177,2,10.1676,54.4648,3.38989,3.27981,0.911023,0.248454,0.171294,0.192199
4573,993.322,2,10.1559,54.4442,3.3915,3.28238,0.909777,0.248561,0.17069,0.191799
4574,987.814,2,10.1497,54.3866,3.38799,3.2814,0.908842,0.24847,0.170722,0.191594
4575,990.05,2,10.1444,54.3374,3.38549,3.2818,0.909438,0.248957,0.170572,0.191399
4576,1001.96,2,10.1399,54.2705,3.39009,3.28693,0.909072,0.249385,0.170882,0.191749
4577,989.292,2,10.1316,54.2528,3.38932,3.28641,0.909514,0.24993,0.169894,0.191523
4578,989.713,2,10.1234,54.2383,3.38711,3.28867,0.908605,0.250147,0.169236,0.190931
4579,998.084,2,10.1195,54.3292,3.39571,3.2894,0.90852,0.249714,0.167941,0.191992
4580,991.449,2,10.1156,54.3113,3.39088,3.29376,0.908428,0.249756,0.167629,0.192017
4581,994.142,2,10.1023,54.3585,3.3952,3.29066,0.907185,0.249993,0.166929,0.193058
4582,990.905,2,10.1088,54.3182,3.39917,3.28619,0.907359,0.249796,0.166419,0.193342
4583,996.042,2,10.1117,54.3001,3.40262,3.28935,0.907012,0.250281,0.166247,0.192284
4584,992.981,2,10.1104,54.2612,3.40969,3.28747,0.906225,0.249651,0.166126,0.191121
4585,992.165,2,10.1121,54.2487,3.4114,3.28988,0.906942,0.248943,0.165562,0.190491
4586,997.009,2,10.1216,54.2328,3.41792,3.28892,0.90744,0.248959,0.165295,0.1907
4587,992.437,2,10.1317,54.2372,3.41974,3.28681,0.908212,0.248798,0.165171,0.190906
4588,986.526,2,10.1393,54.2379,3.41691,3.28099,0.908576,0.248534,0.165655,0.191058
4589,987.618,2,10.1433,54.2434,3.41478,3.2788,0.908566,0.248519,0.164962,0.191363
4590,993.187,2,10.154,54.2624,3.4157,3.27805,0.908321,0.249821,0.164402,0.191456
4591,993.253,2,10.1595,54.2725,3.41546,3.27998,0.907876,0.250231,0.163912,0.191524
4592,996.705,2,10.1582,54.2588,3.40773,3.28544,0.907392,0.250046,0.166143,0.191935
4593,987.064,2,10.1545,54.2297,3.40831,3.28042,0.907443,0.249458,0.16554,0.192377
4594,1001.37,2,10.1574,54.2078,3.4083,3.28406,0.907588,0.250238,0.1666,0.193281
4595,993.801,2,10.1518,54.252,3.40398,3.28803,0.907497,0.250022,0.167289,0.193192
