parameter,value
Cl_pop,10.5007884316687
beta_Cl_logtCLCRMLMIN,0.584278256261721
beta_Cl_logtPROGDL,-0.292833860218933
beta_Cl_logtWTKG,0.862508799715137
V1_pop,43.1806552393028
Q_pop,20.6280381646856
beta_Q_ANTU_2,-0.734469496820552
beta_Q_logtAGEA,1.52437754284323
beta_Q_logtCLCRMLMIN,1.21023820836755
V2_pop,54.0215947031446
omega_Cl,0.172189217440538
omega_V1,0.264769423380385
omega_Q,0.016038639489431
omega_V2,0.225566565063107
corr_V2_V1,0.998909311372202
a1,0.308326212392842
a2,0.0602805197845004
