parameter,value,se_sa,rse_sa
Cl_pop,5.67959671888965,1.25449407585827,22.0877315406211
beta_Cl_logtWTKG,0.757903059104224,0.338878426031775,44.7126346781473
beta_Cl_tCLCRMLMIN,0.609706296618803,0.215372112023017,35.323911400848
V1_pop,40.6172275960782,3.89762426281726,9.59598794279499
Q_pop,12.4684029861655,3.19437389547503,25.6197517759042
V2_pop,47.6946514184568,3.75179467072147,7.86627967527109
omega_Cl,0.183034489741782,0.0356748450909023,19.4907774710827
omega_V1,0.284593541205795,0.0785306267248617,27.5939595790315
omega_Q,0.678572511502797,0.162067031262355,23.8835243861315
omega_V2,0.227513449977047,0.0620133098475755,27.2569862809569
corr_V2_V1,0.998742685771744,0.00296324129169729,0.296697170743989
a1,0.302850126051705,0.0226045750665127,7.46394771605725
a2,0.062920374660582,0.00643138517889406,10.221466756337
