Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-2.8633,0.0218561,-0.100849,-5.37868e-08,0.0063274,0.0063274,-7.06149e-08,0.0156697,0.0156697,-0.774999,-0.15152,-0.481135,-5.37868e-08,0.291723,0.291723,-7.06149e-08,-0.110027,-0.110027,-0.774999,3.13584e-09,-1.12517e-09,-2.8633,1.00371e-08,3.52807e-09,-7.06149e-08,-1.80841e-09,-1.80841e-09,-0.774999,5.77065e-09,8.93467e-10,-2.8633,1.96944e-08,-3.24752e-09,-5.37868e-08,-1.52291e-09,-1.52291e-09
-2.80301,-0.00198529,-0.0986647,-5.27649e-08,0.0062422,0.0062422,-6.92011e-08,0.015392,0.015392,-0.763482,-0.138299,-0.474374,-5.27649e-08,0.285542,0.285542,-6.92011e-08,-0.108304,-0.108304,-0.763482,1.81811e-09,-1.12967e-09,-2.80301,7.99542e-09,3.42279e-09,-6.92011e-08,-1.80071e-09,-1.80071e-09,-0.763482,4.83431e-09,8.67874e-10,-2.80301,1.86753e-08,-3.19623e-09,-5.27649e-08,-1.50945e-09,-1.50945e-09
-2.74273,-0.0240101,-0.0964809,-5.17429e-08,0.006157,0.006157,-6.77874e-08,0.0151143,0.0151143,-0.751966,-0.125079,-0.467613,-5.17429e-08,0.27936,0.27936,-6.77874e-08,-0.106581,-0.106581,-0.751966,5.00393e-10,-1.13416e-09,-2.74273,6.10612e-09,3.31751e-09,-6.77874e-08,-1.79301e-09,-1.79301e-09,-0.751966,3.89798e-09,8.42281e-10,-2.74273,1.75979e-08,-3.14495e-09,-5.17429e-08,-1.49599e-09,-1.49599e-09
-2.68244,-0.0356656,-0.094297,-5.0721e-08,0.00607179,0.00607179,-6.63736e-08,0.0148365,0.0148365,-0.74045,-0.118254,-0.460852,-5.0721e-08,0.273178,0.273178,-6.63736e-08,-0.104858,-0.104858,-0.74045,-6.46766e-10,-1.13865e-09,-2.68244,5.08691e-09,3.21223e-09,-6.63736e-08,-1.7853e-09,-1.7853e-09,-0.74045,3.05207e-09,8.16687e-10,-2.68244,1.61881e-08,-3.09367e-09,-5.0721e-08,-1.48253e-09,-1.48253e-09
-2.62215,-0.047321,-0.0921132,-4.96991e-08,0.00598659,0.00598659,-6.49598e-08,0.0145588,0.0145588,-0.728934,-0.115137,-0.454091,-4.96991e-08,0.266997,0.266997,-6.49598e-08,-0.103135,-0.103135,-0.728934,-1.69502e-09,-1.14314e-09,-2.62215,4.06771e-09,3.10695e-09,-6.49598e-08,-1.7776e-09,-1.7776e-09,-0.728934,2.2586e-09,7.91094e-10,-2.62215,1.47783e-08,-3.04238e-09,-4.96991e-08,-1.46906e-09,-1.46906e-09
-2.56186,-0.0589764,-0.0899293,-4.86771e-08,0.00590139,0.00590139,-6.35461e-08,0.0142811,0.0142811,-0.717418,-0.117949,-0.44733,-4.86771e-08,0.260815,0.260815,-6.35461e-08,-0.101413,-0.101413,-0.717418,-2.5777e-09,-1.14764e-09,-2.56186,3.04851e-09,3.00167e-09,-6.35461e-08,-1.7699e-09,-1.7699e-09,-0.717418,1.55537e-09,7.65501e-10,-2.56186,1.33685e-08,-2.9911e-09,-4.86771e-08,-1.4556e-09,-1.4556e-09
-2.50157,-0.0706318,-0.0877455,-4.76552e-08,0.00581619,0.00581619,-6.21323e-08,0.0140034,0.0140034,-0.705902,-0.122658,-0.440569,-4.76552e-08,0.254633,0.254633,-6.21323e-08,-0.0996898,-0.0996898,-0.705902,-3.40742e-09,-1.15213e-09,-2.50157,2.02931e-09,2.89639e-09,-6.21323e-08,-1.7622e-09,-1.7622e-09,-0.705902,8.81007e-10,7.39908e-10,-2.50157,1.19587e-08,-2.93982e-09,-4.76552e-08,-1.44214e-09,-1.44214e-09
-2.44128,-0.0785877,-0.0855617,-4.66333e-08,0.00573098,0.00573098,-6.07186e-08,0.0137257,0.0137257,-0.694385,-0.132063,-0.433808,-4.66333e-08,0.248452,0.248452,-6.07186e-08,-0.097967,-0.097967,-0.694385,-4.10005e-09,-1.15662e-09,-2.44128,1.31849e-09,2.79112e-09,-6.07186e-08,-1.7545e-09,-1.7545e-09,-0.694385,2.83249e-10,7.14314e-10,-2.44128,1.04752e-08,-2.88854e-09,-4.66333e-08,-1.42868e-09,-1.42868e-09
-2.38099,-0.0775797,-0.0833778,-4.56113e-08,0.00564578,0.00564578,-5.93048e-08,0.013448,0.013448,-0.682869,-0.145381,-0.427047,-4.56113e-08,0.24227,0.24227,-5.93048e-08,-0.0962443,-0.0962443,-0.682869,-4.67388e-09,-1.16111e-09,-2.38099,1.35486e-09,2.68584e-09,-5.93048e-08,-1.7468e-09,-1.7468e-09,-0.682869,-2.46758e-10,6.88721e-10,-2.38099,8.81304e-09,-2.83725e-09,-4.56113e-08,-1.41522e-09,-1.41522e-09
-2.3207,-0.0765718,-0.081194,-4.45894e-08,0.00556058,0.00556058,-5.7891e-08,0.0131703,0.0131703,-0.671353,-0.160979,-0.420286,-4.45894e-08,0.236088,0.236088,-5.7891e-08,-0.0945215,-0.0945215,-0.671353,-5.17637e-09,-1.16561e-09,-2.3207,1.39123e-09,2.58056e-09,-5.7891e-08,-1.73909e-09,-1.73909e-09,-0.671353,-7.35447e-10,6.63128e-10,-2.3207,7.15088e-09,-2.78597e-09,-4.45894e-08,-1.40176e-09,-1.40176e-09
-2.26041,-0.0755638,-0.0790102,-4.35674e-08,0.00547538,0.00547538,-5.64773e-08,0.0128926,0.0128926,-0.659837,-0.182343,-0.413525,-4.35674e-08,0.229907,0.229907,-5.64773e-08,-0.0927987,-0.0927987,-0.659837,-5.48263e-09,-1.1701e-09,-2.26041,1.4276e-09,2.47528e-09,-5.64773e-08,-1.73139e-09,-1.73139e-09,-0.659837,-1.10606e-09,6.37535e-10,-2.26041,5.48872e-09,-2.73469e-09,-4.35674e-08,-1.3883e-09,-1.3883e-09
-2.20012,-0.0745559,-0.0768263,-4.25455e-08,0.00539017,0.00539017,-5.50635e-08,0.0126148,0.0126148,-0.648321,-0.203901,-0.406764,-4.25455e-08,0.223725,0.223725,-5.50635e-08,-0.0910759,-0.0910759,-0.648321,-5.78228e-09,-1.17459e-09,-2.20012,1.46398e-09,2.37e-09,-5.50635e-08,-1.72369e-09,-1.72369e-09,-0.648321,-1.47268e-09,6.11941e-10,-2.20012,3.82655e-09,-2.68341e-09,-4.25455e-08,-1.37484e-09,-1.37484e-09
