time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,-0.411403,1,-0.469075,1,-0.370985,7.72072,0.0271384,4.20288,-0.0145162,7.72072,0.0662513,All
1.05006,-0.40204,1.05006,-0.450727,1.05006,-0.359907,7.96668,0.0203918,4.42658,0.0577489,7.96668,0.0233191,All
1.10263,-0.392208,1.10263,-0.431461,1.10263,-0.348275,8.22048,0.014979,4.66219,0.129094,8.22048,0.00799224,All
1.15782,-0.381884,1.15782,-0.41123,1.15782,-0.33606,8.30707,0.0132679,4.91034,0.189415,8.30707,0.00535336,All
1.21,-0.372124,1.21,-0.392106,1.21,-0.324514,8.48237,0.00989071,5.17169,0.242455,8.48237,0.00177851,All
1.21578,-0.371043,1.21578,-0.389986,1.21578,-0.323234,8.7526,0.00525776,5.24252,0.254134,8.7526,0.00886665,All
1.27664,-0.359659,1.27664,-0.36768,1.27664,-0.309766,8.89342,0.00277883,5.44696,0.286244,8.89342,0.0125479,All
1.34055,-0.347706,1.34055,-0.344256,1.34055,-0.295623,9.03144,0.000267482,5.73688,0.317092,9.03144,0.0153319,All
1.40766,-0.335154,1.40766,-0.31966,1.40766,-0.280773,9.31916,-0.00515941,6.04223,0.343356,9.31916,0.0189682,All
1.42,-0.332846,1.42,-0.315137,1.42,-0.278042,9.47977,-0.00829908,6.28215,0.35297,9.47977,0.0197502,All
1.47813,-0.321973,1.47813,-0.293832,1.47813,-0.265179,9.61605,-0.0110763,6.36383,0.355838,9.61605,0.0188049,All
1.55212,-0.308133,1.55212,-0.266712,1.55212,-0.248804,9.92239,-0.0174757,6.70255,0.359352,9.92239,0.0144521,All
1.62982,-0.305434,1.62982,-0.266903,1.62982,-0.246183,10.0661,-0.020478,7.05929,0.356409,10.0661,0.01241,All
1.63,-0.305447,1.63,-0.266948,1.63,-0.2462,10.2385,-0.0240789,7.32179,0.347612,10.2385,0.00996072,All
