simulations,OFV
500,963.684
1000,962.753
1500,962.272
2000,962.624
2500,963.69
3000,963.568
3500,962.511
4000,962.492
4500,962.997
5000,962.784
5500,962.813
6000,962.938
6500,962.72
7000,962.656
7500,962.876
8000,962.943
8500,963.275
9000,963.011
9500,962.783
10000,962.661
10500,962.519
11000,962.661
11500,962.642
12000,962.576
12500,962.7
13000,962.76
13500,962.838
14000,962.845
14500,962.779
15000,962.716
15500,962.557
16000,962.538
16500,962.371
17000,962.393
17500,962.5
18000,962.554
18500,962.683
19000,962.699
19500,962.676
20000,962.68
20500,962.55
21000,962.5
21500,962.516
22000,962.59
22500,962.523
23000,962.385
23500,962.294
24000,962.308
24500,962.146
25000,962.209
25500,962.168
26000,962.078
26500,962.123
27000,962.106
27500,962.126
28000,962.182
28500,962.164
29000,962.237
29500,962.317
30000,962.382
