iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1465.6,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1452.02,1,6.2348,1.13327,0.496492,54.5781,16.5325,64.2999,0.974679,0.974679,1.02689,0.974679,0.998743,0.974679,0.974679
3,1442.36,1,7.93454,1.55743,0.252338,48.5646,17.3872,57.7864,0.95,0.95,1.00088,0.95,0.998743,0.95,0.95
4,1432.87,1,10.4074,0.997471,-0.151086,45.9431,19.374,54.6488,0.925945,0.925945,1.01503,0.925945,0.998743,0.925945,0.925945
5,1421.65,1,4.29273,0.174791,0.767797,54.6206,14.8615,64.7433,0.9025,0.9025,0.989332,0.9025,0.998743,0.9025,0.9025
6,1412.26,1,4.17165,0.38002,0.797817,62.3067,15.6864,74.0178,0.879648,0.879648,0.964281,0.879648,0.998743,0.879648,0.879648
7,1406.63,1,3.21269,0.966849,1.06206,65.7551,16.2938,77.7808,0.857375,0.857375,0.95934,0.857375,0.998743,0.857375,0.857375
8,1386.74,1,4.86653,0.579889,0.71415,62.1758,17.9463,72.9361,0.835666,0.835666,0.935049,0.835666,0.998743,0.835666,0.835666
9,1378.71,1,5.60357,0.899342,0.569304,72.604,18.6234,85.0972,0.814506,0.814506,1.00261,0.814506,0.998743,0.814506,0.814506
10,1364.56,1,3.2769,0.287239,1.07019,71.7417,17.8438,84.7465,0.793882,0.793882,0.990897,0.793882,0.998743,0.793882,0.793882
11,1353.68,1,3.28023,0.828396,1.10657,74.233,16.0911,87.5614,0.773781,0.773781,0.965807,0.773781,0.998743,0.773781,0.773781
12,1334.64,1,3.80771,0.919644,0.963642,77.5346,15.7267,91.6834,0.754188,0.754188,0.941352,0.754188,0.998743,0.754188,0.754188
13,1337.42,1,2.75076,0.530427,1.19005,83.1453,18.3248,98.7434,0.735092,0.735092,0.958784,0.735092,0.998743,0.735092,0.735092
14,1320.96,1,3.15186,0.733432,1.11238,69.5468,15.6373,82.845,0.716479,0.716479,0.996075,0.716479,0.998743,0.716479,0.716479
15,1303.06,1,4.30813,0.89216,0.840979,62.1708,17.5668,74.2922,0.698337,0.698337,0.970854,0.698337,0.998743,0.698337,0.698337
16,1292.35,1,4.59192,0.983803,0.786896,55.8318,20.6509,66.8215,0.680655,0.680655,0.946271,0.680655,0.998743,0.680655,0.680655
17,1278.57,1,4.40546,0.57082,0.844302,60.2802,19.7004,72.055,0.66342,0.66342,0.922311,0.66342,0.998743,0.66342,0.66342
18,1272.03,1,4.46904,0.480353,0.853924,59.8011,21.723,71.2547,0.646622,0.646622,0.898958,0.646622,0.998743,0.646622,0.646622
19,1261.48,1,3.49876,0.730539,1.08457,60.9152,24.253,72.1237,0.630249,0.630249,0.9788,0.630249,0.998743,0.630249,0.630249
20,1248.31,1,3.80157,0.647515,1.00016,54.1242,23.1452,64.0846,0.614291,0.614291,0.954016,0.614291,0.998743,0.614291,0.614291
21,1235.5,1,4.89312,0.550511,0.769508,49.2783,30.4655,58.5799,0.598737,0.598737,0.92986,0.598737,0.998743,0.598737,0.598737
22,1227.51,1,6.05536,0.647938,0.578785,55.3494,27.4115,66.1623,0.583577,0.583577,0.906315,0.583577,0.998743,0.583577,0.583577
23,1216.17,1,3.72312,0.533469,1.01112,53.6818,21.4423,64.2225,0.5688,0.5688,0.883367,0.5688,0.998743,0.5688,0.5688
24,1206.38,1,4.32256,0.55673,0.873217,56.77,20.148,67.8994,0.554398,0.554398,0.860999,0.554398,0.998743,0.554398,0.554398
25,1204.32,1,3.73188,0.41899,0.998442,54.282,17.5422,64.7031,0.54036,0.54036,0.839198,0.54036,0.998743,0.54036,0.54036
26,1191.93,1,4.51919,0.55843,0.81741,57.8722,17.3324,68.9756,0.526678,0.526678,0.863151,0.526678,0.998743,0.526678,0.526678
27,1175.46,1,4.08756,0.406812,0.917485,55.5407,18.0004,65.7799,0.513342,0.513342,0.841295,0.513342,0.998743,0.513342,0.513342
28,1162.82,1,4.55594,0.661502,0.853609,56.8076,17.9091,67.0242,0.500344,0.500344,0.819993,0.500344,0.998743,0.500344,0.500344
29,1143.42,1,5.58628,0.550966,0.65057,54.3595,19.3826,64.0557,0.487675,0.487675,0.79923,0.487675,0.998743,0.487675,0.487675
30,1128.55,1,5.90984,0.742886,0.596694,54.6199,17.3348,64.157,0.475327,0.475327,0.778993,0.475327,0.998743,0.475327,0.475327
31,1136.53,1,4.66094,0.648684,0.820979,58.377,14.5486,68.255,0.463291,0.463291,0.802951,0.463291,0.998743,0.463291,0.463291
32,1120.6,1,4.20947,0.638608,0.894568,53.8901,14.2175,63.0444,0.45156,0.45156,0.809992,0.45156,0.998743,0.45156,0.45156
33,1107.79,1,4.2534,0.543889,0.883418,52.7259,13.8816,61.4892,0.440127,0.440127,0.789483,0.440127,0.998743,0.440127,0.440127
34,1101.93,1,3.9441,0.75164,0.949641,55.7902,14.2492,64.9084,0.428982,0.428982,0.779746,0.428982,0.998743,0.428982,0.428982
35,1085.26,1,5.4543,0.771435,0.67272,52.8327,13.3974,61.6166,0.41812,0.41812,0.760003,0.41812,0.998743,0.41812,0.41812
36,1078.76,1,5.42262,0.759929,0.664883,52.8443,14.9768,61.4539,0.407533,0.407533,0.757416,0.407533,0.998743,0.407533,0.407533
37,1076.19,1,5.54299,0.746321,0.648931,48.7933,13.9499,57.0011,0.397214,0.397214,0.752892,0.397214,0.998743,0.397214,0.397214
38,1062.25,1,5.96309,0.846349,0.597706,52.3511,13.5236,61.2826,0.387157,0.387157,0.733829,0.387157,0.998743,0.387157,0.387157
39,1046.16,1,5.5846,0.710025,0.624404,46.8736,18.2816,55.0059,0.377354,0.377354,0.715248,0.377354,0.998743,0.377354,0.377354
40,1047.5,1,6.03895,0.605889,0.566518,46.5257,18.1737,54.6814,0.367799,0.367799,0.697137,0.367799,0.998743,0.367799,0.367799
41,1038.76,1,5.56007,0.752473,0.653949,47.6892,19.3614,56.1498,0.358486,0.358486,0.679485,0.358486,0.998743,0.358486,0.358486
42,1022.3,1,5.50329,0.697533,0.660207,46.3041,17.3298,54.6325,0.349409,0.349409,0.66228,0.349409,0.998743,0.349409,0.349409
43,1017.75,1,5.49019,0.867755,0.670083,45.1444,19.6169,53.278,0.340562,0.340562,0.6706,0.340562,0.998743,0.340562,0.340562
44,1008,1,5.22764,0.793549,0.712565,43.7661,18.7399,51.6901,0.331938,0.331938,0.65362,0.331938,0.998743,0.331938,0.331938
45,993.025,1,5.66647,0.815981,0.64666,45.1944,18.9422,53.4228,0.323534,0.323534,0.63707,0.323534,0.998743,0.323534,0.323534
46,988.006,1,5.74156,0.768298,0.617324,45.7123,18.2738,54.193,0.315341,0.315341,0.620939,0.315341,0.998743,0.315341,0.315341
47,978.351,1,5.63027,0.749794,0.629992,46.7558,19.7204,55.4277,0.307357,0.307357,0.605216,0.307357,0.998743,0.307357,0.307357
48,968.815,1,5.5934,0.808028,0.653022,45.9612,17.8929,54.3021,0.299574,0.299574,0.589892,0.299574,0.998743,0.299574,0.299574
49,961.642,1,5.58911,0.790669,0.630939,48.125,17.8298,56.8425,0.291989,0.291989,0.574955,0.291989,0.998743,0.291989,0.291989
50,964.861,1,5.27356,0.61208,0.699586,50.3129,17.297,59.6571,0.284596,0.284596,0.560397,0.284596,0.998743,0.284596,0.284596
51,949.932,1,5.9158,0.725157,0.593799,51.2413,13.8358,60.5352,0.27739,0.27739,0.546208,0.27739,0.998743,0.27739,0.27739
52,946.074,1,6.05531,0.754274,0.569255,50.0713,15.1708,59.2846,0.270366,0.289073,0.532377,0.287396,0.998743,0.270366,0.270366
53,939.932,1,5.67385,0.833325,0.610842,49.0235,15.6997,58.2019,0.26352,0.287349,0.518897,0.289586,0.998743,0.26352,0.26352
54,934.294,1,5.13918,0.720493,0.716806,49.8662,15.219,59.2454,0.256848,0.281138,0.505758,0.282253,0.998743,0.256848,0.256848
55,928.776,1,5.86584,0.770821,0.59454,49.0101,15.7947,58.395,0.250344,0.278947,0.512344,0.279512,0.998743,0.250344,0.250344
56,925.026,1,5.74451,0.726121,0.6213,48.0138,16.2089,57.1236,0.244005,0.271884,0.499371,0.272435,0.998743,0.244005,0.244005
57,918.325,1,6.36438,0.852773,0.518741,48.1804,14.4098,57.3905,0.237827,0.265,0.493098,0.265537,0.998743,0.237827,0.237827
58,920.094,1,6.0448,0.783733,0.560417,48.2092,13.8331,57.3806,0.231805,0.25829,0.480612,0.258813,0.998743,0.231805,0.231805
59,910.144,1,5.90294,0.902722,0.596333,47.4964,15.3248,56.468,0.225936,0.258006,0.525748,0.256619,0.998743,0.225936,0.225936
60,904.745,1,6.4228,0.860155,0.505069,45.7002,16.6835,54.253,0.220215,0.251473,0.5284,0.250121,0.998743,0.220215,0.220215
61,899.141,1,6.3978,0.843247,0.520485,45.6494,18.1428,54.2865,0.214639,0.245106,0.51502,0.243788,0.998743,0.223762,0.214639
62,907.66,1,6.35183,0.775979,0.524303,44.7012,18.8591,53.0798,0.209204,0.241019,0.51563,0.240404,0.998743,0.218096,0.209204
63,896.439,1,6.1524,0.733823,0.552054,45.0282,17.5445,53.4706,0.203907,0.234916,0.502574,0.234317,0.998743,0.213778,0.203907
64,889.037,1,5.73811,0.789482,0.60731,45.9908,16.2369,54.5604,0.198744,0.228968,0.489849,0.228384,0.998743,0.212039,0.202318
65,885.144,1,6.05378,0.774496,0.565043,45.868,17.6531,54.3264,0.193711,0.223171,0.477445,0.222601,0.998743,0.210299,0.199519
66,881.806,1,6.39639,0.84619,0.528395,45.2281,18.1856,53.5059,0.188807,0.21752,0.465356,0.216964,0.998743,0.207035,0.205109
67,881.746,1,5.79351,0.716657,0.609142,45.8397,17.3073,54.3002,0.184026,0.212012,0.453573,0.211471,0.998743,0.215072,0.199915
68,876.649,1,5.80661,0.665543,0.610916,45.9572,17.0159,54.4813,0.179366,0.206644,0.45036,0.206116,0.998743,0.22032,0.194853
69,879.268,1,5.15938,0.63362,0.710737,45.3016,17.5346,53.8178,0.174825,0.201411,0.438956,0.200897,0.998743,0.227765,0.18992
70,874.25,1,5.46151,0.782812,0.669447,43.6312,18.3992,51.9093,0.170398,0.196312,0.463818,0.19581,0.998743,0.225038,0.187236
71,867.88,1,5.48802,0.641578,0.659999,44.1829,18.0675,52.5886,0.166083,0.191341,0.452074,0.190852,0.998743,0.235776,0.182495
72,868.076,1,5.25815,0.62076,0.706766,43.1855,17.3107,51.3731,0.161878,0.187738,0.440627,0.186612,0.998743,0.244401,0.177874
73,867.252,1,4.71634,0.514459,0.803454,43.9406,17.8765,52.2626,0.157779,0.182984,0.42947,0.181887,0.998743,0.250782,0.17337
74,862.693,1,4.77886,0.578934,0.79017,44.0342,17.2009,52.2825,0.153784,0.178351,0.418596,0.177282,0.998743,0.26145,0.16898
75,859.174,1,4.72448,0.544476,0.798175,44.3931,16.8546,52.7348,0.153115,0.173835,0.424468,0.172793,0.998743,0.261911,0.164702
76,855.242,1,4.60795,0.436563,0.817924,44.2658,16.5932,52.5426,0.153893,0.169434,0.459043,0.168418,0.998743,0.266847,0.160531
77,846.786,1,4.58871,0.530805,0.821198,44.6918,15.1293,53.0115,0.150011,0.165143,0.44742,0.164153,0.998743,0.271156,0.156466
78,849.535,1,4.41973,0.512671,0.857973,44.7896,15.2384,53.1267,0.159789,0.160962,0.436091,0.160971,0.998781,0.275787,0.152505
79,851.308,1,4.25133,0.456247,0.886549,44.997,16.1026,53.3806,0.168667,0.163225,0.46684,0.163863,0.998941,0.281667,0.148643
80,848.74,1,3.96894,0.394082,0.956152,45.3464,15.7419,53.8576,0.164396,0.161571,0.507175,0.16123,0.998989,0.292881,0.144879
81,842.8,1,3.91302,0.36411,0.978657,45.434,15.8659,54.0026,0.167165,0.157479,0.494333,0.157148,0.998387,0.294419,0.141211
82,847.604,1,3.81334,0.442089,1.01051,45.3507,15.3657,53.8116,0.180676,0.165948,0.481816,0.165637,0.998809,0.302955,0.137635
83,851.51,1,4.16098,0.439411,0.913743,44.6187,16.6798,52.9875,0.178281,0.176846,0.469616,0.175191,0.998863,0.295788,0.13415
84,845.258,1,3.81101,0.42858,1,44.5812,15.7726,52.9944,0.173767,0.172368,0.514257,0.170833,0.998442,0.305006,0.130754
85,847.633,1,3.77153,0.408105,1.01212,44.9913,15.6435,53.547,0.169367,0.17366,0.5629,0.171319,0.998607,0.308801,0.127443
86,845.074,1,4.01696,0.45489,0.943603,44.7487,15.1657,53.3994,0.172729,0.181652,0.589339,0.180584,0.998798,0.306485,0.124216
87,839.674,1,3.78443,0.40217,0.999053,44.085,15.4199,52.6436,0.175225,0.186955,0.574416,0.18564,0.998915,0.313366,0.121071
88,837.867,1,3.85397,0.324567,0.984092,43.6588,15.9454,52.1161,0.17245,0.196142,0.635895,0.192907,0.999,0.311834,0.118005
