parameter,value,se_lin,rse_lin
Cl_pop,5.26477520870222,0.295973597578749,5.62177084198259
beta_Cl_logtCLCRMLMIN,0.611779242409017,0.242219194516692,39.5925813963383
V1_pop,21.0695674871092,1.73673731560313,8.24287122488729
Q_pop,5.76437828250034,1.03254357927618,17.9124881934069
V2_pop,20.2576249235211,2.44018773052564,12.0457740714329
omega_Cl,0.207069148367897,0.0397923554726057,19.2169407109876
omega_V1,0.277641530135349,0.0619524890022721,22.3138407903423
omega_Q,0.524238202087874,0.153239376139145,29.2308678628991
omega_V2,0.261936923687269,0.13388994606157,51.1153388292149
corr_V2_V1,0.998902844653796,0.2984106064212,29.8738368819667
a1,0.30060669523628,0.0220588188199132,7.33809963965532
a2,0.0658831254091779,0.00665050542868173,10.094398812105
