Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
3.87442,0.000168466,3.83353e-05,20.9232,1.73674e-06,1.28897e-06,7.6743,2.22045e-16,2.22045e-16,1.92249,0.00188235,0.00108229,All
4.10838,0.000396849,0.000101249,21.7948,4.89424e-06,3.96678e-06,7.75363,2.22045e-16,2.22045e-16,6.59603,0.0112396,0.0332995,All
4.34234,0.000846052,0.000241142,22.6665,1.25724e-05,1.11122e-05,7.83296,2.22045e-16,2.22045e-16,11.2696,0.0152199,0.096977,All
4.5763,0.00165402,0.000525009,23.5382,2.97031e-05,2.85946e-05,7.9123,2.22045e-16,2.22045e-16,15.9431,0.0158949,0.170497,All
4.81026,0.00299779,0.0010568,24.4099,6.50473e-05,6.81331e-05,7.99163,2.22045e-16,2.22045e-16,20.6166,0.0151893,0.243451,All
5.04422,0.00508341,0.00198556,25.2815,0.000132948,0.000151382,8.07096,2.22045e-16,2.22045e-16,25.2902,0.0139769,0.311706,All
5.27818,0.00812759,0.00351022,26.1532,0.000255147,0.000315597,8.1503,2.22045e-16,2.22045e-16,29.9637,0.0126379,0.373907,All
5.51214,0.0123334,0.00587932,27.0249,0.000462268,0.000620772,8.22963,2.22045e-16,2.22045e-16,34.6373,0.0113344,0.429894,All
5.7461,0.0178634,0.0093847,27.8966,0.000794455,0.00115774,8.30897,4.92575e-16,2.22045e-16,39.3108,0.0101312,0.480009,All
5.98006,0.0248154,0.0143491,28.7682,0.00130069,0.00205629,8.3883,5.59051e-15,2.22045e-16,43.9843,0.00904858,0.524779,All
6.21402,0.0332039,0.0211086,29.6399,0.00203646,0.00349197,8.46763,5.69509e-14,1.94289e-15,48.6579,0.00808702,0.564775,All
6.44798,0.0429497,0.029992,30.5116,0.00305963,0.00569008,8.54697,5.22201e-13,1.87628e-14,53.3314,0.00723838,0.600545,All
6.68194,0.0538809,0.0412983,31.3832,0.00442491,0.00892546,8.6263,4.32158e-12,1.62481e-13,58.0049,0.0064914,0.632591,All
6.9159,0.0657422,0.0552767,32.2549,0.00617733,0.0135169,8.70563,3.23634e-11,1.27598e-12,62.6785,0.00583429,0.661361,All
7.14986,0.0782121,0.072108,33.1266,0.00834575,0.0198158,8.78497,2.19876e-10,9.09889e-12,67.352,0.00525583,0.687247,All
7.38382,0.0909262,0.0918928,33.9983,0.0109371,0.0281896,8.8643,1.35856e-09,5.90724e-11,72.0255,0.00474586,0.710594,All
7.61778,0.103501,0.114643,34.8699,0.0139325,0.0390006,8.94363,7.6523e-09,3.5003e-10,76.6991,0.0042954,0.7317,All
7.85174,0.115561,0.140283,35.7416,0.0172855,0.0525829,9.02297,3.9384e-08,1.89754e-09,81.3726,0.00389663,0.750824,All
8.0857,0.126758,0.16865,36.6133,0.0209229,0.0692181,9.1023,1.85622e-07,9.43306e-09,86.0462,0.00354279,0.768192,All
