simulations,OFV
500,944.481
1000,945.959
1500,944.69
2000,944.716
2500,945.758
3000,944.652
3500,944.784
4000,944.765
4500,945.091
5000,944.972
5500,945.002
6000,945.331
6500,944.704
7000,944.841
7500,945.173
8000,945.379
8500,945.511
9000,945.14
9500,945.137
10000,944.988
10500,944.792
11000,944.956
11500,944.993
12000,944.452
12500,943.705
13000,943.469
13500,943.536
14000,943.679
14500,943.697
15000,943.622
15500,943.751
16000,943.854
16500,943.876
17000,943.924
17500,943.902
18000,943.813
18500,943.968
19000,943.663
19500,943.494
20000,943.165
20500,943.182
21000,942.928
21500,943.017
22000,943.113
22500,943.141
23000,943.069
23500,942.946
24000,942.992
24500,942.968
25000,943.042
25500,943.072
26000,942.76
26500,942.787
27000,942.859
27500,942.885
28000,942.947
28500,942.991
29000,943.055
29500,943.136
30000,943.152
