time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0104167,0,0,0.0208333,All
1.69113,0.0104167,0,0,0.0221001,All
2.09826,0.0104167,0.0107527,0,0.0425532,All
2.50539,0.0104167,0.0215054,0,0.0555556,All
2.91253,0.0208333,0.0326087,0,0.076087,All
3.31966,0.0208333,0.0526316,0.0106383,0.105263,All
3.72679,0.03125,0.0652174,0.0215054,0.12766,All
4.13392,0.03125,0.0860215,0.0322581,0.148936,All
4.54105,0.0520833,0.107527,0.0529115,0.172043,All
4.94818,0.0625,0.130435,0.0659341,0.2,All
5.35531,0.0729167,0.153846,0.0869565,0.224719,All
5.76244,0.0833333,0.180851,0.107527,0.25,All
6.16958,0.09375,0.202128,0.12766,0.27957,All
6.57671,0.104167,0.225806,0.152174,0.301075,All
6.98384,0.114583,0.25,0.172978,0.326087,All
7.39097,0.145833,0.274725,0.193548,0.347826,All
7.7981,0.177083,0.297872,0.215054,0.375,All
8.20523,0.177083,0.319149,0.23913,0.397849,All
8.61236,0.1875,0.344086,0.259422,0.419355,All
9.01949,0.229167,0.365591,0.28335,0.441483,All
9.42663,0.229167,0.387097,0.301075,0.457447,All
9.83376,0.239583,0.404255,0.322581,0.478945,All
10.2409,0.291667,0.425532,0.340426,0.5,All
10.648,0.322917,0.446809,0.357895,0.521739,All
11.0552,0.322917,0.467391,0.378947,0.538462,All
11.4623,0.333333,0.483871,0.402174,0.55914,All
11.8694,0.354167,0.5,0.422222,0.573751,All
12.2765,0.385417,0.520833,0.437851,0.593407,All
12.6837,0.395833,0.536842,0.456522,0.608696,All
13.0908,0.427083,0.553191,0.473684,0.62766,All
13.4979,0.427083,0.568421,0.489362,0.640449,All
13.9051,0.4375,0.585106,0.505435,0.655914,All
14.3122,0.447917,0.6,0.521277,0.670213,All
14.7193,0.46875,0.614583,0.533712,0.684783,All
15.1265,0.479167,0.62766,0.553191,0.695652,All
15.5336,0.5,0.641304,0.569157,0.706522,All
15.9407,0.510417,0.655556,0.580645,0.719101,All
16.3479,0.520833,0.670213,0.596785,0.734043,All
16.755,0.572917,0.680851,0.609611,0.744681,All
17.1621,0.59375,0.695195,0.619565,0.755556,All
17.5693,0.625,0.706522,0.634913,0.766667,All
17.9764,0.625,0.718071,0.648936,0.779584,All
18.3835,0.635417,0.731183,0.659574,0.791209,All
18.7906,0.666667,0.739583,0.67033,0.8,All
19.1978,0.6875,0.75,0.680851,0.811111,All
19.6049,0.708333,0.76087,0.692308,0.824176,All
20.012,0.71875,0.771739,0.703297,0.829787,All
20.4192,0.71875,0.78125,0.715038,0.840426,All
20.8263,0.71875,0.790341,0.723404,0.847826,All
21.2334,0.71875,0.797872,0.734043,0.856349,All
21.6406,0.729167,0.808511,0.744681,0.866667,All
22.0477,0.739583,0.817204,0.755319,0.870968,All
22.4548,0.739583,0.824176,0.763441,0.877778,All
22.862,0.760417,0.831579,0.771739,0.88172,All
23.2691,0.770833,0.83871,0.777778,0.891304,All
23.6762,0.78125,0.847826,0.787234,0.900549,All
24.0834,0.78125,0.852632,0.797813,0.904255,All
24.4905,0.78125,0.860215,0.802198,0.913043,All
24.8976,0.791667,0.868132,0.811111,0.914894,All
25.3047,0.802083,0.87234,0.819149,0.923077,All
25.7119,0.802083,0.879121,0.827022,0.925532,All
26.119,0.8125,0.882979,0.834249,0.934066,All
26.5261,0.822917,0.891304,0.840426,0.93617,All
26.9333,0.822917,0.893617,0.849462,0.94066,All
27.3404,0.84375,0.902174,0.852632,0.945652,All
27.7475,0.854167,0.904255,0.858696,0.946523,All
28.1547,0.864583,0.912088,0.861702,0.947917,All
28.5618,0.875,0.914894,0.869565,0.956522,All
28.9689,0.875,0.922222,0.875,0.957447,All
29.3761,0.875,0.924731,0.88172,0.957895,All
29.7832,0.885417,0.926316,0.882979,0.967391,All
30.1903,0.916667,0.934424,0.891304,0.968085,All
30.5975,0.916667,0.935484,0.893617,0.96875,All
31.0046,0.916667,0.936842,0.899438,0.978261,All
31.4117,0.9375,0.945652,0.903226,0.978495,All
31.8188,0.9375,0.946809,0.912088,0.978723,All
32.226,0.9375,0.955056,0.913978,0.978947,All
32.6331,0.9375,0.956522,0.914894,0.988889,All
33.0402,0.947917,0.956989,0.922222,0.98913,All
33.4474,0.947917,0.957447,0.924731,0.98913,All
33.8545,0.958333,0.966667,0.927083,0.989247,All
34.2616,0.958333,0.967391,0.934783,0.989362,All
34.6688,0.958333,0.967742,0.935484,0.989362,All
35.0759,0.96875,0.968085,0.936842,0.989583,All
35.483,0.96875,0.977778,0.946237,1,All
35.8902,0.96875,0.978261,0.946809,1,All
36.2973,0.96875,0.978495,0.947643,1,All
36.7044,0.96875,0.978723,0.956044,1,All
37.1116,0.96875,0.979167,0.956989,1,All
37.5187,0.96875,0.989011,0.957447,1,All
37.9258,0.979167,0.98913,0.967033,1,All
38.3329,0.979167,0.989247,0.967391,1,All
38.7401,0.979167,0.989362,0.968085,1,All
39.1472,0.979167,0.989362,0.978022,1,All
39.5543,0.979167,1,0.978261,1,All
39.9615,0.979167,1,0.978723,1,All
40.3686,0.989583,1,0.988764,1,All
40.7757,0.989583,1,0.989011,1,All
41.1829,0.989583,1,0.989247,1,All
41.59,1,1,1,1,All
