time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,5.77885,5.29311,5.53752,5.63333,5.70192,5.75572,5.80377,5.85003,5.89696,5.95166,6.04155,All
-59.4257,10.9069,9.34078,10.0912,10.4223,10.6546,10.8263,10.9738,11.1104,11.2461,11.3864,11.6122,All
-59.1386,15.4586,12.6249,13.8884,14.5196,14.9625,15.3083,15.5891,15.8592,16.1145,16.3724,16.7951,All
-58.8514,19.5126,15.3927,17.1225,18.0644,18.7356,19.274,19.7252,20.1394,20.5436,20.9688,21.6267,All
-58.5643,23.1404,17.847,19.9336,21.1648,22.0712,22.797,23.4367,24.0204,24.574,25.2119,26.13,All
-58.2771,26.3997,20.0838,22.4072,23.9019,25.0299,25.9664,26.7882,27.5437,28.2705,29.1322,30.367,All
-57.99,29.1212,21.9126,24.4141,26.1559,27.487,28.572,29.5979,30.5201,31.4264,32.525,34.0915,All
-57.7028,25.9682,18.5933,20.9598,22.7462,24.1951,25.3884,26.5311,27.5853,28.6259,29.945,31.7736,All
-57.4157,23.2826,16.3723,18.3798,20.0242,21.4578,22.6741,23.8782,25.0083,26.1642,27.5721,29.651,All
-57.1285,20.9612,14.9252,16.4419,17.8596,19.1908,20.3689,21.5607,22.7116,23.939,25.4186,27.6998,All
-56.8414,18.9611,13.6627,15.0228,16.1435,17.2799,18.3957,19.5441,20.6962,21.9418,23.4874,25.9016,All
-56.5542,17.246,12.5754,13.8711,14.8187,15.7241,16.7705,17.8035,18.9072,20.1479,21.7364,24.2458,All
-56.2671,15.8142,11.58,12.855,13.716,14.5113,15.3639,16.2865,17.3427,18.5356,20.1314,22.7038,All
-55.9799,14.6024,10.7139,11.9776,12.7658,13.4982,14.2434,15.0027,15.9713,17.1168,18.6721,21.2812,All
-55.6928,13.606,9.87404,11.1549,11.9132,12.6094,13.2983,13.957,14.7762,15.8315,17.342,19.9413,All
-55.4056,12.7485,9.09415,10.4034,11.1532,11.823,12.4606,13.0908,13.7813,14.7143,16.1368,18.7074,All
-55.1185,12.0335,8.41013,9.7043,10.4619,11.1243,11.719,12.3369,12.9564,13.7843,15.0475,17.5631,All
-54.8313,11.3574,7.81658,9.08913,9.82484,10.478,11.0669,11.6504,12.2403,12.9877,14.1162,16.4927,All
-54.5442,10.7464,7.24838,8.51169,9.27746,9.89626,10.4668,11.016,11.5845,12.307,13.2793,15.5239,All
-54.257,10.1832,6.7063,7.98956,8.71655,9.35295,9.92185,10.45,11.0206,11.6894,12.6144,14.6213,All
-53.9699,9.67315,6.2462,7.52311,8.23774,8.84699,9.40798,9.9445,10.4987,11.1463,11.9918,13.8388,All
-53.6827,9.21195,5.8256,7.07374,7.79547,8.39958,8.93877,9.46843,10.0211,10.6634,11.4937,13.1304,All
-53.3956,8.77751,5.43481,6.66062,7.38205,7.96803,8.508,9.03786,9.59159,10.2134,11.0415,12.5241,All
-53.1084,8.37942,5.06927,6.26718,7.00113,7.55901,8.08487,8.64228,9.19939,9.78886,10.6269,12.0335,All
-52.8213,8.00047,4.76007,5.92398,6.64409,7.20256,7.72712,8.28201,8.82452,9.41669,10.2088,11.5855,All
-52.5341,7.66627,4.45929,5.61665,6.31466,6.85854,7.3964,7.94523,8.47684,9.07292,9.84267,11.1653,All
-52.247,7.35208,4.17935,5.30612,5.999,6.5487,7.07633,7.61921,8.14663,8.74422,9.51929,10.7926,All
-51.9598,7.05669,3.91316,5.02053,5.70004,6.26275,6.79234,7.32205,7.85436,8.437,9.21011,10.462,All
-51.6727,6.7872,3.66442,4.75958,5.42814,5.98888,6.51127,7.04378,7.57896,8.15836,8.92615,10.1655,All
-51.3855,6.5212,3.45076,4.52159,5.18569,5.74754,6.25631,6.78397,7.3278,7.90004,8.64936,9.87467,All
-51.0984,6.27814,3.25383,4.29412,4.9532,5.51667,6.02052,6.54005,7.06481,7.65677,8.38898,9.6172,All
-50.8112,6.05394,3.07414,4.08759,4.73219,5.29469,5.80253,6.31367,6.81721,7.41432,8.14937,9.37148,All
-50.5241,5.83783,2.89687,3.89177,4.52662,5.08814,5.58934,6.09553,6.59801,7.1834,7.92778,9.14956,All
-50.2369,5.62971,2.74059,3.69961,4.34627,4.89292,5.39162,5.89306,6.3827,6.98138,7.72465,8.92689,All
-49.9498,5.44048,2.58552,3.52242,4.1728,4.71068,5.20212,5.70086,6.18965,6.79264,7.52951,8.72406,All
-49.6627,5.25989,2.4538,3.36924,4.01662,4.53387,5.02546,5.51084,5.99856,6.59566,7.34301,8.52823,All
-49.3755,5.09284,2.32866,3.22592,3.86612,4.36681,4.85757,5.34154,5.82701,6.42427,7.15516,8.33399,All
-49.0884,4.93043,2.21693,3.09129,3.72435,4.21594,4.69762,5.17255,5.66879,6.25392,6.97604,8.14265,All
-48.8012,4.77836,2.11881,2.96247,3.59362,4.07521,4.55059,5.01082,5.50725,6.0875,6.80738,7.97663,All
-48.5141,4.63258,2.01971,2.84305,3.4574,3.94014,4.41167,4.86127,5.35844,5.93179,6.6471,7.82717,All
-48.2269,4.49632,1.92131,2.73286,3.33779,3.81258,4.26961,4.71986,5.21535,5.78753,6.49968,7.67176,All
-47.9398,5.63421,3.11704,3.91554,4.49277,4.9651,5.41298,5.85925,6.34635,6.91495,7.62168,8.79913,All
-47.6526,11.0738,8.65748,9.45232,10.0195,10.4749,10.8705,11.3042,11.7508,12.2861,12.9712,14.1378,All
-47.3655,15.8442,13.4212,14.2684,14.7888,15.2415,15.6381,16.0419,16.535,17.0552,17.7256,18.8766,All
-47.0783,20.109,17.2397,18.3139,18.9284,19.4114,19.8844,20.3562,20.8479,21.4355,22.1014,23.3467,All
-46.7912,23.9599,20.1541,21.7161,22.5193,23.1187,23.6967,24.2475,24.8014,25.4366,26.2327,27.6039,All
-46.504,27.4673,22.4965,24.5403,25.62,26.4197,27.1296,27.7847,28.4217,29.1642,30.0775,31.6603,All
-46.2169,30.5973,24.6159,27.0001,28.3121,29.3276,30.1824,30.9922,31.7365,32.6047,33.7005,35.4893,All
-45.9297,31.9425,25.093,27.7036,29.2619,30.4191,31.4618,32.4026,33.3169,34.2464,35.5626,37.6921,All
-45.6426,28.9138,21.9319,24.3645,26.0003,27.2179,28.375,29.4009,30.4107,31.4743,32.8981,35.2756,All
-45.3554,26.3082,19.5501,21.7918,23.3445,24.5725,25.759,26.7992,27.8765,28.9885,30.5176,33.0349,All
-45.0683,24.061,17.6604,19.7993,21.1789,22.3527,23.5208,24.5711,25.6545,26.794,28.3622,31.0052,All
-44.7811,22.1638,16.1062,18.1547,19.4101,20.5425,21.6486,22.6578,23.6922,24.8696,26.4312,29.151,All
-44.494,20.5281,14.7184,16.7613,17.9022,19.0085,20.0474,21.0106,21.9839,23.1677,24.7127,27.4236,All
-44.2068,19.1237,13.5021,15.4777,16.6046,17.6707,18.6567,19.5769,20.538,21.6409,23.1625,25.8583,All
-43.9197,17.8923,12.4413,14.3865,15.4695,16.5077,17.4458,18.3512,19.2784,20.3775,21.8102,24.4202,All
-43.6325,16.7948,11.4756,13.3755,14.4717,15.4736,16.3442,17.2365,18.164,19.2403,20.6315,23.1479,All
-43.3454,15.8138,10.6067,12.4834,13.5823,14.5333,15.4188,16.2572,17.1803,18.2304,19.5795,22.0043,All
-43.0582,14.9602,9.84402,11.6722,12.7686,13.7021,14.5313,15.3914,16.313,17.3149,18.6381,20.9377,All
-42.7711,14.1691,9.14601,10.9376,12.0458,12.9266,13.7713,14.6173,15.5364,16.4935,17.7867,19.9847,All
-42.4839,13.4488,8.47714,10.257,11.3621,12.2388,13.0532,13.9075,14.8167,15.7837,17.0411,19.1759,All
-42.1968,12.8351,7.87911,9.65959,10.7396,11.5881,12.429,13.2821,14.1502,15.1114,16.3544,18.4906,All
-41.9096,12.243,7.31207,9.08834,10.1665,11.0102,11.8205,12.6924,13.5541,14.5133,15.7401,17.9386,All
-41.6225,11.6969,6.88437,8.6043,9.65306,10.453,11.2965,12.1483,13.0138,13.9453,15.1366,17.3777,All
-41.3353,11.2193,6.45661,8.12258,9.14664,9.96294,10.7918,11.6381,12.4964,13.411,14.6333,16.8002,All
-41.0482,10.7415,6.07227,7.68394,8.70212,9.50713,10.3425,11.1644,12.0143,12.9445,14.1731,16.2987,All
-40.761,10.3062,5.71681,7.2749,8.27635,9.10657,9.91054,10.7317,11.5936,12.4925,13.7427,15.8468,All
-40.4739,9.91002,5.3745,6.89545,7.87801,8.73878,9.52121,10.3302,11.1788,12.0875,13.3428,15.4665,All
-40.1867,9.54018,5.0714,6.57691,7.52391,8.39139,9.15143,9.94272,10.7809,11.6884,12.9467,15.0777,All
-39.8996,9.19157,4.76636,6.23812,7.194,8.05407,8.80001,9.58856,10.4224,11.3511,12.562,14.6995,All
-39.6124,8.86691,4.49187,5.94802,6.8828,7.73064,8.48006,9.25782,10.0816,11.0191,12.2464,14.3636,All
-39.3253,8.54817,4.23409,5.65978,6.61781,7.43553,8.16581,8.94501,9.75774,10.6899,11.925,14.0385,All
-39.0382,8.26258,3.99265,5.39701,6.35558,7.15647,7.87925,8.65394,9.46182,10.3835,11.6278,13.7317,All
-38.751,7.99537,3.77723,5.14451,6.11918,6.90989,7.61386,8.37234,9.17862,10.1126,11.3411,13.4484,All
-38.4639,7.73298,3.58397,4.91167,5.89635,6.65847,7.35995,8.11644,8.90984,9.84145,11.0787,13.1532,All
-38.1767,7.49579,3.43118,4.70874,5.67444,6.4295,7.11889,7.86407,8.67414,9.5784,10.8185,12.8874,All
-37.8896,7.25961,3.29153,4.51952,5.46971,6.20895,6.88554,7.62813,8.4346,9.33572,10.5541,12.6241,All
-37.6024,7.03355,3.13241,4.34127,5.27511,5.99517,6.67162,7.40861,8.20232,9.09198,10.3182,12.3806,All
-37.3153,6.82868,2.98487,4.16168,5.08826,5.80043,6.46987,7.19269,7.98479,8.87669,10.0772,12.1389,All
-37.0281,6.61933,2.85793,4.01115,4.89969,5.61804,6.28038,6.9861,7.77468,8.65888,9.85876,11.9197,All
-36.741,6.4293,2.72465,3.87067,4.73495,5.43789,6.10139,6.78941,7.57717,8.44516,9.64669,11.6895,All
-36.4538,6.25695,2.60754,3.73677,4.58099,5.26494,5.92696,6.6044,7.38066,8.2492,9.43511,11.4556,All
-36.1667,6.08836,2.50561,3.61088,4.42825,5.10954,5.76267,6.43393,7.19295,8.05049,9.23209,11.2371,All
-35.8795,8.41733,4.92462,6.01333,6.80967,7.47417,8.12856,8.7732,9.51969,10.3828,11.5339,13.5245,All
-35.5924,13.68,10.3026,11.3504,12.1359,12.7857,13.3632,14.0058,14.72,15.549,16.7005,18.6564,All
-35.3052,18.2783,14.9215,16.0285,16.7658,17.4177,17.991,18.6062,19.3531,20.1882,21.2491,23.1919,All
-35.0181,22.4635,18.6605,20.0008,20.8026,21.468,22.1375,22.7919,23.5143,24.4099,25.4315,27.4491,All
-34.7309,26.1987,21.6279,23.3912,24.3464,25.0974,25.83,26.583,27.3571,28.2665,29.3198,31.3865,All
-34.4438,29.5754,24.054,26.2107,27.4101,28.3386,29.1809,30.0086,30.8589,31.8037,33.0135,35.1132,All
-34.1566,32.6651,26.0966,28.6604,30.1133,31.206,32.2065,33.1267,34.0844,35.1404,36.438,38.7135,All
