time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,6.05283,5.46696,5.76596,5.89184,5.97436,6.03036,6.07558,6.11197,6.14864,6.18491,6.23352,All
-59.4257,11.3752,9.54291,10.4151,10.8206,11.0987,11.2957,11.4569,11.5871,11.7218,11.8568,12.04,All
-59.1386,16.0742,12.828,14.2549,14.998,15.5257,15.9119,16.2368,16.5039,16.7796,17.0635,17.4527,All
-58.8514,20.241,15.6366,17.5222,18.5902,19.3821,19.9742,20.4975,20.9242,21.3773,21.8471,22.4961,All
-58.5643,23.9454,18.1176,20.3423,21.7348,22.7711,23.5752,24.3142,24.9183,25.5595,26.2424,27.2004,All
-58.2771,27.2517,20.3628,22.8373,24.5037,25.7722,26.7888,27.7381,28.5238,29.371,30.2907,31.5873,All
-57.99,29.9932,22.3139,24.8974,26.7477,28.2143,29.4244,30.6062,31.5783,32.6264,33.7923,35.4512,All
-57.7028,26.6585,18.972,21.32,23.1049,24.7118,25.9994,27.3446,28.4658,29.6894,31.0661,33.0527,All
-57.4157,23.8035,16.8518,18.7228,20.3067,21.8407,23.1645,24.5098,25.7137,27.0755,28.574,30.8364,All
-57.1285,21.3652,15.3331,16.8594,18.1384,19.463,20.7299,22.068,23.287,24.723,26.3065,28.7969,All
-56.8414,19.3024,14.0228,15.4318,16.4795,17.5178,18.6835,19.9577,21.1756,22.5972,24.2492,26.8803,All
-56.5542,17.5562,12.8411,14.2283,15.1966,16.0357,16.9831,18.1446,19.3352,20.6962,22.3908,25.1147,All
-56.2671,16.0852,11.7906,13.1927,14.0988,14.8304,15.6452,16.5992,17.7147,19.0162,20.703,23.49,All
-55.9799,14.9343,10.8281,12.2337,13.1027,13.8428,14.5556,15.3501,16.3073,17.5221,19.1818,21.978,All
-55.6928,13.9614,9.94678,11.397,12.2151,12.9552,13.6145,14.3057,15.1591,16.2012,17.7759,20.5998,All
-55.4056,13.1044,9.17351,10.5879,11.4142,12.1541,12.7903,13.4385,14.1708,15.1275,16.5113,19.2923,All
-55.1185,12.3511,8.45245,9.90661,10.7123,11.4253,12.0551,12.6728,13.333,14.1498,15.4382,18.1152,All
-54.8313,11.6832,7.85096,9.21601,10.0642,10.7606,11.3683,11.9665,12.6165,13.3678,14.5053,17.0493,All
-54.5442,11.048,7.24832,8.618,9.45247,10.1411,10.7505,11.3552,11.9663,12.6626,13.7221,16.0475,All
