simulations, -2LL
1000,591.882
2000,591.185
3000,591.23
4000,591.21
5000,591.225
6000,591.001
7000,591.129
8000,591.146
9000,590.386
10000,590.408
11000,590.486
12000,590.588
13000,590.714
14000,590.781
15000,590.833
16000,590.953
17000,591.036
18000,591.088
19000,591.171
20000,591.162
21000,591.148
22000,591.207
23000,591.207
24000,591.226
25000,591.238
26000,591.154
27000,591.175
28000,591.137
29000,591.157
30000,591.138
