Cl_pop,1,-0.993,0.989,-0.998,0.944,-0.97,0.996,-0.998,-0.235,-0.97
V1_pop,-0.993,1,-0.99,0.996,-0.943,0.968,-0.995,0.995,0.233,0.972
Q_pop,0.989,-0.99,1,-0.991,0.938,-0.963,0.991,-0.99,-0.233,-0.969
V2_pop,-0.998,0.996,-0.991,1,-0.947,0.972,-0.999,1,0.236,0.972
omega_Cl,0.944,-0.943,0.938,-0.947,1,-0.923,0.946,-0.948,-0.22,-0.921
omega_V1,-0.97,0.968,-0.963,0.972,-0.923,1,-0.972,0.972,0.232,0.939
omega_Q,0.996,-0.995,0.991,-0.999,0.946,-0.972,1,-0.999,-0.235,-0.972
omega_V2,-0.998,0.995,-0.99,1,-0.948,0.972,-0.999,1,0.236,0.972
b1,-0.235,0.233,-0.233,0.236,-0.22,0.232,-0.235,0.236,1,0.218
b2,-0.97,0.972,-0.969,0.972,-0.921,0.939,-0.972,0.972,0.218,1
