Cl_pop,1,-0.00474,0.0486,-0.0603,-0.0135,-0.00648,0.0118,0.0243
V1_pop,-0.00474,1,-0.268,0.229,0.0159,0.0832,-0.263,-0.0408
Q_pop,0.0486,-0.268,1,-0.291,-0.0117,-0.115,0.257,0.0838
V2_pop,-0.0603,0.229,-0.291,1,0.0477,0.0102,-0.0784,-0.243
omega_Cl,-0.0135,0.0159,-0.0117,0.0477,1,0.00852,0.00423,-0.0262
omega_V1,-0.00648,0.0832,-0.115,0.0102,0.00852,1,-0.155,-0.101
omega_Q,0.0118,-0.263,0.257,-0.0784,0.00423,-0.155,1,-0.0224
b,0.0243,-0.0408,0.0838,-0.243,-0.0262,-0.101,-0.0224,1
