iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1610.29,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1588.11,1,4.56902,31.9552,13.4966,58.6638,0.974679,0.974679,0.974679,0.97809,0.974679,0.974679
3,1566.58,1,4.74385,28.5802,12.6502,77.0755,0.95,0.95,0.95,0.95579,0.95,0.95
4,1553.23,1,4.48397,29.0543,14.2443,92.7261,0.925945,0.925945,0.925945,0.931589,0.925945,0.925945
5,1545.79,1,4.64247,29.2849,11.1077,103.087,0.9025,0.9025,0.966383,0.908,0.9025,0.9025
6,1529.17,1,4.24016,25.9771,8.37146,104.064,0.879648,0.879648,0.941914,0.885009,0.879648,0.879648
7,1522.28,1,3.89277,27.0694,8.00524,118.735,0.857375,0.857375,0.967459,0.8626,0.857375,0.857375
8,1505.84,1,3.74264,27.1868,7.83778,129.171,0.835666,0.835666,0.942962,0.840759,0.835666,0.835666
9,1499.76,1,3.89957,28.0243,5.60153,123.487,0.814506,0.814506,0.919086,0.946377,0.814506,0.814506
10,1502.41,1,3.53825,27.6866,5.66528,133.503,0.793882,0.793882,0.961204,0.956147,0.793882,0.793882
11,1479.7,1,4.09783,26.4511,5.61672,122.682,0.773781,0.773781,0.936866,0.977905,0.773781,0.773781
12,1468.76,1,4.16882,27.5414,5.78667,114.929,0.754188,0.754188,0.913144,0.953144,0.754188,0.754188
13,1461.21,1,4.1282,28.2837,6.76281,128.95,0.735092,0.735092,0.924132,0.929009,0.735092,0.735092
14,1446.41,1,3.91651,28.9857,6.15121,125.714,0.716479,0.716479,0.900733,0.905486,0.716479,0.716479
15,1431.01,1,4.0185,27.3725,6.07473,126.607,0.698337,0.698337,0.880069,0.882559,0.698337,0.698337
16,1422.31,1,4.13398,28.2752,7.12823,117.653,0.680655,0.680655,0.857786,0.860212,0.680655,0.680655
17,1410.75,1,4.07805,24.2604,5.84577,128.811,0.66342,0.66342,0.862219,0.838431,0.66342,0.66342
18,1398.9,1,4.17131,22.165,5.98243,111.57,0.646622,0.646622,0.894348,0.817201,0.646622,0.646622
19,1381.53,1,4.19488,23.519,5.28629,118.9,0.630249,0.630249,0.871703,0.796509,0.630249,0.630249
20,1373.48,1,4.02951,23.5615,5.47881,110.322,0.614291,0.614291,0.849631,0.776341,0.614291,0.614291
21,1368.5,1,4.35346,22.3159,7.61474,101.278,0.598737,0.598737,0.828118,0.756684,0.598737,0.598737
22,1342.42,1,4.14588,22.2023,7.24314,119.248,0.583577,0.583577,0.807149,0.74663,0.583577,0.583577
23,1345.28,1,4.16198,20.988,6.33593,115.333,0.5688,0.5688,0.786712,0.7853,0.5688,0.5688
24,1340.77,1,4.07658,23.9457,6.26934,149.191,0.554398,0.554398,0.854442,0.812933,0.554398,0.554398
25,1333.87,1,4.08042,22.962,5.59961,124.131,0.54036,0.54036,0.985581,0.820763,0.54036,0.54036
26,1314.61,1,4.08538,24.4817,4.99546,117.165,0.526678,0.526678,0.960625,0.799981,0.526678,0.526678
27,1303.27,1,4.04452,25.2295,6.11022,134.69,0.513342,0.513342,0.936302,0.779725,0.513342,0.513342
28,1281.81,1,4.27383,25.5815,5.08071,116.524,0.500344,0.500344,0.912594,0.759982,0.500344,0.500344
29,1278.14,1,4.13358,24.7209,5.30976,124.558,0.487675,0.487675,0.889487,0.740739,0.487675,0.487675
30,1265.53,1,4.3486,26.0094,4.99923,110.479,0.475327,0.475327,0.866964,0.721983,0.475327,0.475327
31,1251,1,4.18665,25.5374,4.32672,107.685,0.463291,0.463291,0.845012,0.703702,0.463291,0.463291
32,1245.37,1,4.28315,26.0893,4.21202,100.731,0.45156,0.45156,0.823616,0.700501,0.45156,0.45156
33,1237.46,1,4.39425,23.6384,3.87168,95.4576,0.440127,0.440127,0.802762,0.799098,0.440127,0.440127
34,1226.43,1,4.35231,24.7002,4.10389,82.5477,0.428982,0.428982,0.80014,0.778864,0.428982,0.428982
35,1214.75,1,4.43726,23.222,4.21235,78.9071,0.41812,0.41812,0.77988,0.810678,0.41812,0.41812
36,1214.77,1,4.52865,23.0873,5.13681,76.2104,0.407533,0.407533,0.789601,0.790151,0.407533,0.407533
37,1199.36,1,4.4275,23.7864,4.51819,75.3365,0.397214,0.397214,0.829275,0.770144,0.397214,0.397214
38,1187.21,1,4.68747,24.1499,3.81809,65.4301,0.387157,0.387157,0.808277,0.750644,0.387157,0.387157
39,1179.79,1,4.72427,23.5017,4.42389,56.303,0.377354,0.377354,0.787811,0.776346,0.377354,0.377354
40,1176.59,1,4.58779,24.0091,4.58932,48.3595,0.367799,0.367799,0.848121,0.772762,0.367799,0.367799
41,1173.72,1,4.74104,23.2263,4.60248,46.1419,0.358486,0.358486,0.859848,0.857712,0.358486,0.358486
42,1155.72,1,4.82047,22.793,4.82131,45.4844,0.349409,0.349409,0.838076,0.835994,0.349409,0.349409
43,1138.87,1,4.95186,22.2753,4.35158,37.0493,0.340562,0.340562,0.816856,0.814826,0.340562,0.340562
44,1129.02,1,4.96089,22.6233,4.46345,38.4448,0.331938,0.331938,0.796172,0.794194,0.331938,0.331938
45,1126.56,1,4.88495,22.729,4.53918,37.8968,0.323534,0.323534,0.776013,0.774085,0.323534,0.323534
46,1126.56,1,4.87908,23.3325,3.94615,37.961,0.315341,0.321141,0.778714,0.83785,0.315341,0.315341
47,1109.86,1,4.78853,22.6737,4.09187,38.932,0.307357,0.31301,0.758997,0.837201,0.307357,0.307357
48,1092.49,1,4.82757,22.9023,3.94472,41.1694,0.299574,0.305084,0.739778,0.816002,0.299574,0.299574
49,1083.4,1,4.87827,22.8919,4.35061,38.586,0.291989,0.297359,0.721047,0.79534,0.291989,0.291989
50,1077.15,1,4.93782,22.5233,4.27266,37.6312,0.284596,0.28983,0.751953,0.775202,0.284596,0.284596
51,1079.92,1,4.9518,23.9055,3.86579,39.1682,0.27739,0.290977,0.795994,0.755573,0.27739,0.27739
52,1062.28,1,4.92306,23.5795,4.51213,39.1481,0.270366,0.283609,0.775839,0.736442,0.270366,0.270366
53,1051.52,1,4.88826,22.6025,4.6886,34.0334,0.26352,0.276428,0.756424,0.717795,0.26352,0.26352
54,1049.11,1,4.8617,21.9794,4.51476,30.227,0.256848,0.269429,0.865783,0.69962,0.256848,0.256848
55,1045.38,1,4.99563,22.5165,4.78246,30.3449,0.250344,0.262607,0.843861,0.710419,0.250344,0.250344
56,1043.23,1,4.93724,22.8175,4.12347,33.7676,0.244005,0.255957,0.825045,0.692431,0.244005,0.244005
57,1029.32,1,4.95029,22.9014,4.06731,37.6828,0.237827,0.249476,0.804154,0.674898,0.237827,0.237827
58,1022.51,1,4.84764,22.1611,4.08237,37.4261,0.231805,0.243159,0.798874,0.679909,0.231805,0.231805
59,1019.95,1,4.87223,22.5361,3.79048,42.1088,0.225936,0.237003,0.778646,0.724918,0.225936,0.225936
60,1019.31,1,4.88163,23.0502,4.26712,36.7448,0.231536,0.232175,0.809752,0.706562,0.220215,0.220215
61,1015.27,1,4.95495,23.4251,4.04477,36.9754,0.229748,0.226296,0.843482,0.688672,0.214639,0.214639
62,1002.81,1,4.98292,23.1823,4.3283,36.1889,0.22393,0.220566,0.857098,0.682343,0.209204,0.209204
63,997.242,1,5.00892,21.8617,4.70226,34.1946,0.21826,0.235209,0.835396,0.665066,0.203907,0.203907
64,987.128,1,5.01388,22.8394,4.89093,36.279,0.216563,0.240371,0.817449,0.648226,0.198744,0.198744
