parameter,value,se_lin,rse_lin
Cl_pop,5.26721321793281,0.295650154522114,5.61302803379101
beta_Cl_logtCLCRMLMIN,0.620224365887596,0.241872398564741,38.9975647310469
V1_pop,20.5186372411787,1.73294455442414,8.44570979083498
Q_pop,6.26487303229728,1.19206916905811,19.0278264685116
V2_pop,19.9297782605625,2.31563759884207,11.6189832549432
omega_Cl,0.206808763432287,0.0397270584526516,19.2095623963531
omega_V1,0.284926296722051,0.0635659807786428,22.3096223514434
omega_Q,0.575257897062251,0.15856152966564,27.5635554897008
omega_V2,0.267193664470913,0.125287854929073,46.8902790704877
corr_V2_V1,0.998986468987863,0.266502403701667,26.6772786193669
a1,0.301705549556647,0.0221298424691548,7.33491395888288
a2,0.0646826650986535,0.00656435634584201,10.1485557773943
