parameter,value,se_lin,rse_lin
Cl_pop,5.27185805745473,0.293663273189939,5.57039415685103
beta_Cl_logtCLCRMLMIN,0.617313160532772,0.240056089080161,38.8872462840385
V1_pop,20.0438376958041,1.66409060714699,8.30225544829347
Q_pop,6.82646034286345,1.35978653414839,19.919350085582
V2_pop,19.8916159165159,2.17967598909243,10.95776229664
omega_Cl,0.205173826094293,0.0394408204651756,19.2231247113604
omega_V1,0.276922819074431,0.0630261370748488,22.7594595799304
omega_Q,0.611911357073955,0.163096668183708,26.653642933448
omega_V2,0.237860547545479,0.126161439127621,53.0400860628218
corr_V2_V1,0.998994997071439,0.349542890667108,34.9894535700174
a1,0.3022423529951,0.0221798279760459,7.33842486211902
a2,0.0656937393443916,0.00667503887152002,10.1608447595393
