parameter,value,se_sa,rse_sa
f_pop,0.950654161963226,0.0665649539714208,7.00201573135234
Cl_pop,9.97204328129144,0.773150256283664,7.75317790421319
V1_pop,46.2280653114494,2.72480764550149,5.89427142828457
Q_pop,11.7694469548466,nan,nan
V2_pop,63.3737864792539,47.1767282586802,74.4420222928039
omega_f,0.250080924661019,0.0531413445160934,21.2496593205282
omega_Cl,0.264317536768496,0.0553208692543955,20.9297006663801
omega_V1,0.100812887226207,0.109053046565689,108.173716244227
omega_Q,0.653719952107961,nan,nan
omega_V2,0.925677549527167,1.6042862868765,173.309408626791
b1,0.102063456402475,0.0106078482672819,10.3933852930192
b2,0.171850229149679,0.0167670169738298,9.75676148748453
