Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.56267,0.191606,10.878,0.00476816,1.43203,0.0625976,11.3097,0.00298483,All
2.73277,0.235153,12.1208,0.0321851,2.54437,0.111877,13.2951,0.0305945,All
2.90288,0.00870937,13.3636,0.0476816,3.65671,0.0825755,15.2804,0.0305945,All
3.07298,0,14.6064,0.0345692,4.76905,0.106549,17.2658,0.0313407,All
3.24308,0.0783843,15.8493,0.0405293,5.88138,0.109213,19.2511,0.0268635,All
3.41318,0.26999,17.0921,0.0524497,6.99372,0.0905667,21.2365,0.0499959,All
3.58328,0.0870937,18.3349,0.0619861,8.10606,0.0918986,23.2218,0.0328331,All
3.75339,0,19.5777,0.0643701,9.2184,0.0612657,25.2072,0.0462649,All
3.92349,0,20.8205,0.059602,10.3307,0.0546064,27.1925,0.0634277,All
4.09359,0,22.0633,0.100131,11.4431,0.0359603,29.1779,0.0514883,All
4.26369,0.0174187,23.3061,0.0858269,12.5554,0.0319647,31.1632,0.0529808,All
4.43379,0.0870937,24.5489,0.0798667,13.6677,0.0199779,33.1486,0.0380566,All
4.6039,0.252572,25.7918,0.0643701,14.7801,0.0199779,35.1339,0.0223862,All
4.774,0.287409,27.0346,0.0429134,15.8924,0.0133186,37.1193,0.0104469,All
4.9441,0.539981,28.2774,0.0119204,17.0048,0.00799118,39.1046,0.00298483,All
5.1142,0.531272,29.5202,0.00357612,18.1171,0.00932304,41.0899,0.00596966,All
5.2843,0.339665,30.763,0.00953632,19.2294,0.00399559,43.0753,0.000746208,All
5.45441,0.104512,32.0058,0.00476816,20.3418,0.00532745,45.0606,0.00447725,All
5.62451,0.217734,33.2486,0.0059602,21.4541,0.00399559,47.046,0.00149242,All
5.79461,0.374503,34.4914,0.00357612,22.5664,0.00133186,49.0313,0.00522345,All
5.96471,0.600946,35.7342,0.00715224,23.6788,0,51.0167,0.00149242,All
6.13481,0.330956,36.9771,0.00476816,24.7911,0.00266373,53.002,0.00223862,All
6.30492,0.40934,38.2199,0,25.9035,0.00133186,54.9874,0.000746208,All
6.47502,0.5574,39.4627,0.00357612,27.0158,0,56.9727,0.00149242,All
6.64512,0.348375,40.7055,0.00357612,28.1281,0,58.9581,0.00298483,All
6.81522,0.200315,41.9483,0.00357612,29.2405,0.00266373,60.9434,0.000746208,All
6.98533,0.0261281,43.1911,0.00119204,30.3528,0.00133186,62.9288,0.00149242,All
