f_pop,0.0029445,-0.00099296,0.015857,-7.4811e-8,0.055077,-4.2663e-5,0.00025463,-0.00029319,-4.8751e-11,0.0017599,0.00061866,-6.3351e-5
Cl_pop,-0.00099296,0.62537,-0.38686,1.4764e-6,-3.5091,0.0005766,-0.0062178,0.0063732,-1.3955e-9,-0.095252,-0.017017,0.0016859
V1_pop,0.015857,-0.38686,10.169,-8.5261e-6,13.505,-0.0004489,0.030894,-0.035462,-6.0202e-9,0.36124,0.11787,-0.048749
Q_pop,-7.4811e-8,1.4764e-6,-8.5261e-6,6.4332e-11,-4.2086e-5,1.2259e-8,-1.9073e-7,2.7483e-7,7.1029e-14,-1.3217e-6,-5.513e-7,-3.865e-8
V2_pop,0.055077,-3.5091,13.505,-4.2086e-5,301.82,-0.012195,0.17796,-0.1774,8.2515e-9,2.9507,0.42917,0.021046
omega_f,-4.2663e-5,0.0005766,-0.0004489,1.2259e-8,-0.012195,0.0018625,-1.9841e-5,9.511e-5,-1.1853e-10,-0.000346,-0.00025839,-0.00031105
omega_Cl,0.00025463,-0.0062178,0.030894,-1.9073e-7,0.17796,-1.9841e-5,0.0034808,-0.00096857,-1.6917e-10,0.0052847,0.0016099,0.00018814
omega_V1,-0.00029319,0.0063732,-0.035462,2.7483e-7,-0.1774,9.511e-5,-0.00096857,0.0037582,5.5304e-10,-0.0047982,-0.0036461,0.0003627
omega_Q,-4.8751e-11,-1.3955e-9,-6.0202e-9,7.1029e-14,8.2515e-9,-1.1853e-10,-1.6917e-10,5.5304e-10,2.8847e-15,1.9199e-9,-7.8116e-10,8.602e-10
omega_V2,0.0017599,-0.095252,0.36124,-1.3217e-6,2.9507,-0.000346,0.0052847,-0.0047982,1.9199e-9,0.15029,0.0082315,0.002266
a1,0.00061866,-0.017017,0.11787,-5.513e-7,0.42917,-0.00025839,0.0016099,-0.0036461,-7.8116e-10,0.0082315,0.041497,-0.0073289
a2,-6.3351e-5,0.0016859,-0.048749,-3.865e-8,0.021046,-0.00031105,0.00018814,0.0003627,8.602e-10,0.002266,-0.0073289,0.049268
