f_pop,1,-0.02314,0.09164,-0.17189,0.058424,-0.018218,0.079535,-0.088137,-0.016727,0.083659,0.055968,-0.0052597
Cl_pop,-0.02314,1,-0.15341,0.23277,-0.25542,0.016895,-0.13327,0.13146,-0.032855,-0.3107,-0.10564,0.0096044
V1_pop,0.09164,-0.15341,1,-0.33334,0.24378,-0.0032618,0.16421,-0.1814,-0.035149,0.29221,0.18145,-0.068872
Q_pop,-0.17189,0.23277,-0.33334,1,-0.30203,0.035416,-0.40306,0.55892,0.16488,-0.42508,-0.33741,-0.02171
V2_pop,0.058424,-0.25542,0.24378,-0.30203,1,-0.016265,0.17362,-0.16657,0.0088431,0.43811,0.12127,0.0054578
omega_f,-0.018218,0.016895,-0.0032618,0.035416,-0.016265,1,-0.0077926,0.035949,-0.051134,-0.020681,-0.029391,-0.032471
omega_Cl,0.079535,-0.13327,0.16421,-0.40306,0.17362,-0.0077926,1,-0.2678,-0.053387,0.23106,0.13396,0.014367
omega_V1,-0.088137,0.13146,-0.1814,0.55892,-0.16657,0.035949,-0.2678,1,0.16796,-0.2019,-0.29197,0.026655
omega_Q,-0.016727,-0.032855,-0.035149,0.16488,0.0088431,-0.051134,-0.053387,0.16796,1,0.092208,-0.071396,0.072154
omega_V2,0.083659,-0.3107,0.29221,-0.42508,0.43811,-0.020681,0.23106,-0.2019,0.092208,1,0.10423,0.026334
a1,0.055968,-0.10564,0.18145,-0.33741,0.12127,-0.029391,0.13396,-0.29197,-0.071396,0.10423,1,-0.16208
a2,-0.0052597,0.0096044,-0.068872,-0.02171,0.0054578,-0.032471,0.014367,0.026655,0.072154,0.026334,-0.16208,1
