parameter,value,se_sa,rse_sa
Cl_pop,5.07185483080994,0.362940147466975,7.15596482103997
V1_pop,20.8878265392849,4.08604907307767,19.5618680832723
Q_pop,5.85200100549579,3.28089974959359,56.0645793893815
V2_pop,29.4690477068058,8.85958164087832,30.064024223057
omega_Cl,0.254334193974129,0.0654228901625215,25.723198733229
omega_V1,0.297724876707633,0.266126746097283,89.3868020167561
omega_Q,0.480280167303961,0.221774874194978,46.1761466104056
omega_V2,0.645840131311202,0.336348884910549,52.0792791596404
corr_Q_Cl,-0.4126279942137,0.888093498099924,215.228610407848
corr_V1_Cl,0.55930126864957,0.866642831904942,154.950986254232
corr_V2_Cl,0.278132422930025,0.557161193200045,200.322273588441
corr_V1_Q,0.02106070271668,1.48762765774639,7063.52336747145
corr_V2_Q,-0.442497243354241,0.474582319627565,107.250909865587
corr_V2_V1,0.603997386298092,1.20798779446258,199.998844674867
b,0.022721523384242,0.00284700939465181,12.5300110670673
