iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,691.416,1,10.2171,14.8705,44.1718,76.9381,0.3,1.5,1.5,1.5,1.5
2,659.842,1,9.60698,14.4585,36.336,76.0717,0.24,1.34164,1.39794,1.34164,1.46574
3,629.845,1,9.17205,13.2499,39.0898,65.7124,0.192,1.2,1.35442,1.2,1.36272
4,583.539,1,8.69366,14.5336,39.2488,74.1926,0.1536,1.07331,1.21773,1.07331,1.40521
5,558.811,1,8.58041,16.513,38.7296,70.991,0.134202,0.96,1.14242,0.96,1.48565
6,532.821,1,8.82914,13.8617,39.179,73.7981,0.123702,0.85865,1.06842,0.85865,1.39828
7,507.547,1,8.7617,14.6422,39.8533,76.6531,0.11399,0.768,0.955627,0.768,1.37478
8,491.292,1,8.90677,13.8916,39.0555,74.2882,0.108968,0.68692,0.854739,0.68692,1.32216
9,473.537,1,9.04718,13.9245,38.7303,68.3623,0.103188,0.6144,0.809504,0.6144,1.31269
10,468.802,1,9.19281,14.9766,38.4986,66.9934,0.103444,0.549536,0.777393,0.549536,1.27699
11,457.26,1,9.29181,15.8942,39.0227,68.1367,0.0995968,0.49152,0.814597,0.49152,1.23222
12,453.005,1,9.30982,15.8713,39.0236,72.953,0.0982369,0.439629,0.84962,0.439629,1.27516
13,449.891,1,9.25919,15.3725,39.5253,74.9674,0.0982012,0.393216,0.834154,0.393216,1.30338
14,445.878,1,9.27611,14.8563,40.4072,79.3529,0.0974127,0.369952,0.804564,0.354408,1.27495
15,449.034,1,9.35057,14.9782,40.6988,78.2019,0.101658,0.350175,0.788043,0.344406,1.24404
16,450.509,1,9.44843,15.2203,40.526,75.5237,0.105633,0.331262,0.744209,0.327781,1.18127
17,442.698,1,9.49563,15.351,40.7427,72.8737,0.101686,0.331807,0.689986,0.332051,1.20899
18,434.846,1,9.52724,15.0086,41.0151,70.6429,0.101617,0.313763,0.675779,0.296996,1.1993
19,420.732,1,9.53277,13.8578,42.3048,71.4636,0.0955715,0.311135,0.646414,0.265641,1.24009
20,419.362,1,9.60108,14.259,43.0247,72.2205,0.0966031,0.294408,0.624353,0.239802,1.3166
21,411.335,1,9.60866,14.0491,43.3379,65.9783,0.0908562,0.299839,0.616094,0.237876,1.37864
22,415.126,1,9.60222,13.1465,43.7285,64.1509,0.0949614,0.298522,0.58483,0.229388,1.35609
23,412.869,1,9.6351,13.2423,43.875,61.1485,0.0959124,0.291387,0.567159,0.209569,1.38323
24,408.928,1,9.57366,12.8435,43.2565,63.583,0.0944215,0.291311,0.581524,0.200118,1.27182
25,401.404,1,9.57471,12.1854,44.0716,65.7771,0.0919825,0.289442,0.540676,0.206539,1.23556
26,404.494,1,9.65852,11.3831,44.5274,71.3686,0.0953844,0.286971,0.520242,0.203283,1.22212
27,404.875,1,9.64713,10.6669,45.761,68.2882,0.0931037,0.282722,0.551283,0.208924,1.24699
28,398.249,1,9.68229,11.0416,45.5908,59.7447,0.0921947,0.280328,0.56608,0.186867,1.23817
