simulations,OFV
500,941.758
1000,942.367
1500,941.73
2000,941.785
2500,943.209
3000,943.153
3500,942.742
4000,942.91
4500,943.421
5000,943.419
5500,943.517
6000,943.478
6500,943.429
7000,943.297
7500,943.316
8000,943.428
8500,943.726
9000,943.471
9500,943.281
10000,943.174
10500,943.139
11000,943.296
11500,943.234
12000,943.145
12500,943.171
13000,942.985
13500,943.002
14000,942.993
14500,943.036
15000,943.107
15500,943.073
16000,943.184
16500,943.103
17000,943.086
17500,943.015
18000,942.97
18500,943.085
19000,942.948
19500,942.866
20000,942.776
20500,942.772
21000,942.435
21500,942.478
22000,942.591
22500,942.553
23000,942.451
23500,942.393
24000,942.397
24500,942.346
25000,942.424
25500,942.419
26000,942.376
26500,942.195
27000,942.092
27500,942.133
28000,942.247
28500,942.27
29000,942.327
29500,942.405
30000,942.477
