iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1445.55,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1430.67,1,4.77678,28.9945,7.31696,35.8692,0.974679,0.974679,1.04318,0.974679,0.998761,0.974679,0.974679
3,1425.44,1,4.77424,30.1211,7.8211,37.3662,0.95,0.95,1.02884,0.95,0.998761,0.95,0.95
4,1404.71,1,4.66448,25.2853,8.88451,31.3756,0.925945,0.925945,1.00279,0.925945,0.998761,0.925945,0.925945
5,1396.56,1,4.23454,26.3331,8.42112,32.4344,0.9025,0.9025,0.977397,0.9025,0.998761,0.9025,0.9025
6,1390.15,1,4.27189,25.1869,8.96794,31.1313,0.879648,0.879648,0.952649,0.879648,0.998761,0.879648,0.879648
7,1372.42,1,4.66479,25.9484,9.13393,32.0218,0.857375,0.857375,0.928527,0.857375,0.998761,0.857375,0.857375
8,1355.27,1,4.55521,26.1634,8.95265,32.0649,0.835666,0.835666,0.905017,0.835666,0.998761,0.835666,0.835666
9,1355.42,1,4.74249,29.4762,8.98156,35.9217,0.814506,0.814506,0.882101,0.814506,0.998761,0.814506,0.814506
10,1342.47,1,4.62247,28.357,9.51321,34.4867,0.793882,0.793882,0.87687,0.793882,0.998761,0.793882,0.793882
11,1326.59,1,4.74537,28.737,8.56546,35.0025,0.773781,0.773781,0.854667,0.773781,0.998761,0.773781,0.773781
12,1310.83,1,4.95469,26.5128,8.56633,32.178,0.754188,0.754188,0.87214,0.754188,0.998761,0.754188,0.754188
13,1318.64,1,4.87997,30.0135,9.95537,36.2804,0.735092,0.735092,0.914664,0.735092,0.998761,0.735092,0.735092
14,1303.48,1,4.72682,26.5449,8.95965,32.1681,0.716479,0.716479,0.891504,0.716479,0.998761,0.716479,0.716479
15,1296.07,1,4.85618,26.8475,10.2265,32.6498,0.698337,0.698337,0.926856,0.698337,0.998761,0.698337,0.698337
16,1285.23,1,4.6817,23.7285,10.2531,28.9059,0.680655,0.680655,0.957523,0.680655,0.998761,0.680655,0.680655
17,1276.17,1,4.78017,23.2964,10.4971,28.5302,0.66342,0.66342,0.992743,0.66342,0.998761,0.66342,0.66342
18,1263.12,1,5.07029,21.8682,11.3541,26.8251,0.646622,0.646622,0.978075,0.646622,0.998761,0.646622,0.646622
19,1249.83,1,5.06066,20.965,14.3849,25.6647,0.630249,0.630249,0.953309,0.630249,0.998761,0.630249,0.630249
20,1236.78,1,5.16678,19.4244,13.8543,23.6844,0.614291,0.614291,0.929171,0.614291,0.998761,0.614291,0.614291
21,1224.34,1,4.9993,17.8088,13.9762,21.8482,0.598737,0.598737,0.905644,0.598737,0.998761,0.598737,0.598737
22,1212.31,1,5.03342,19.5791,12.4765,24.2005,0.583577,0.583577,0.882713,0.583577,0.998761,0.583577,0.583577
23,1201.8,1,5.23524,21.0584,10.6544,26.1515,0.5688,0.5688,0.860362,0.5688,0.998761,0.5688,0.5688
24,1183.44,1,5.0598,21.542,9.97845,26.6843,0.554398,0.554398,0.838577,0.554398,0.998761,0.554398,0.554398
25,1180.1,1,5.06742,20.6441,9.43287,25.5781,0.54036,0.54036,0.839157,0.54036,0.998761,0.54036,0.54036
26,1166.16,1,5.03844,19.8107,9.47742,24.5146,0.526678,0.526678,0.877898,0.526678,0.998761,0.526678,0.526678
27,1164.58,1,5.11924,20.1838,11.1008,24.9826,0.513342,0.513342,0.85567,0.513342,0.998761,0.513342,0.513342
28,1153.97,1,5.23091,20.4469,12.3211,25.1393,0.500344,0.500344,0.834004,0.500344,0.998761,0.500344,0.500344
