Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression
-5.39991e-08,0.0585016,0.0585016,-1.65175e-07,0.017514,0.017514,-0.572387,0.205286,-0.0720241,-8.69632,-0.0535316,0.122815,-8.78478,-0.101634,0.00318932,-0.524428,7.58534e-09,3.58687e-09,-1.65175e-07,-7.94182e-10,-7.94182e-10,-0.572387,-1.22921e-08,-1.07776e-09,-8.69632,6.78492e-09,-6.20079e-09,-8.78478,1.13785e-08,8.93745e-10,-0.524428,-6.24638e-09,5.41816e-09,-5.39991e-08,3.16395e-09,3.16395e-09,-0.572387,1.38528e-08,1.70396e-08,-8.69632,1.63594e-08,1.19725e-09,-8.78478,6.35273e-08,-3.05669e-09,-0.524428,-0.160015,-0.0197627,-5.39991e-08,0.0351118,0.0351118,-1.65175e-07,0.080826,0.080826,-8.69632,0.164025,0.0706057,-8.78478,-0.0451566,0.0190916,-0.524428,4.13742,3.50691,-5.39991e-08,1.28632,1.28632,-1.65175e-07,1.96236,1.96236,-0.572387,-1.81656,2.64569,-8.78478,2.34079,3.04335,-0.524428,0.425604,0.992246,-5.39991e-08,1.27929,1.27929,-1.65175e-07,0.723382,0.723382,-0.572387,-1.11514,0.740901,-8.69632,1.3208,1.97555
-5.29838e-08,0.0570274,0.0570274,-1.62197e-07,0.0169052,0.0169052,-0.562558,0.147827,-0.0710922,-8.51242,-0.0330554,0.120381,-8.59464,-0.100264,0.00281128,-0.514001,7.903e-09,3.45551e-09,-1.62197e-07,-8.31226e-10,-8.31226e-10,-0.562558,-1.02909e-08,-1.10665e-09,-8.51242,5.51143e-09,-6.14144e-09,-8.59464,1.05348e-08,8.19787e-10,-0.514001,-2.90333e-09,5.26124e-09,-5.29838e-08,3.05681e-09,3.05681e-09,-0.562558,1.30061e-08,1.67202e-08,-8.51242,1.40788e-08,1.13696e-09,-8.59464,5.6494e-08,-3.04035e-09,-0.514001,-0.131005,-0.0189353,-5.29838e-08,0.0348239,0.0348239,-1.62197e-07,0.0797254,0.0797254,-8.51242,0.138175,0.0697275,-8.59464,-0.0517771,0.0191216,-0.514001,3.62344,3.47142,-5.29838e-08,1.29603,1.29603,-1.62197e-07,1.95895,1.95895,-0.562558,-0.84496,2.63127,-8.59464,2.42027,3.01811,-0.514001,0.341562,0.987606,-5.29838e-08,1.2691,1.2691,-1.62197e-07,0.72416,0.72416,-0.562558,-1.224,0.741316,-8.51242,1.28687,1.95431
-5.19684e-08,0.0555533,0.0555533,-1.59219e-07,0.0162964,0.0162964,-0.55273,0.0956226,-0.0701603,-8.32852,-0.0125792,0.117947,-8.4045,-0.0988953,0.00243324,-0.503574,8.22066e-09,3.32414e-09,-1.59219e-07,-8.6827e-10,-8.6827e-10,-0.55273,-8.4882e-09,-1.13555e-09,-8.32852,4.23795e-09,-6.08209e-09,-8.4045,9.69117e-09,7.4583e-10,-0.503574,4.39708e-10,5.10433e-09,-5.19684e-08,2.94967e-09,2.94967e-09,-0.55273,1.21376e-08,1.64007e-08,-8.32852,1.17982e-08,1.07666e-09,-8.4045,4.94606e-08,-3.02402e-09,-0.503574,-0.101995,-0.0181078,-5.19684e-08,0.034536,0.034536,-1.59219e-07,0.0786247,0.0786247,-8.32852,0.112326,0.0688494,-8.4045,-0.0583976,0.0191516,-0.503574,3.10947,3.43593,-5.19684e-08,1.30574,1.30574,-1.59219e-07,1.95554,1.95554,-0.55273,0.0388104,2.61685,-8.4045,2.49974,2.99288,-0.503574,0.25752,0.982967,-5.19684e-08,1.25892,1.25892,-1.59219e-07,0.724937,0.724937,-0.55273,-1.30504,0.741731,-8.32852,1.25293,1.93307
-5.0953e-08,0.0540791,0.0540791,-1.56242e-07,0.0156876,0.0156876,-0.542901,0.0526052,-0.0692284,-8.14463,0.00789697,0.115512,-8.21436,-0.0975263,0.00205519,-0.493147,8.29002e-09,3.19277e-09,-1.56242e-07,-9.05314e-10,-9.05314e-10,-0.542901,-7.03091e-09,-1.16444e-09,-8.14463,2.96447e-09,-6.02274e-09,-8.21436,8.84753e-09,6.71872e-10,-0.493147,2.58481e-09,4.94741e-09,-5.0953e-08,2.84253e-09,2.84253e-09,-0.542901,1.12405e-08,1.60812e-08,-8.14463,9.51756e-09,1.01637e-09,-8.21436,4.24273e-08,-3.00768e-09,-0.493147,-0.0793991,-0.0172804,-5.0953e-08,0.0342481,0.0342481,-1.56242e-07,0.0775241,0.0775241,-8.14463,0.0864757,0.0679712,-8.21436,-0.0650181,0.0191817,-0.493147,2.7734,3.40044,-5.0953e-08,1.31545,1.31545,-1.56242e-07,1.95213,1.95213,-0.542901,0.768739,2.60243,-8.21436,2.57922,2.96764,-0.493147,0.172592,0.978328,-5.0953e-08,1.24873,1.24873,-1.56242e-07,0.725715,0.725715,-0.542901,-1.3384,0.742146,-8.14463,1.21899,1.91183
-4.99376e-08,0.052605,0.052605,-1.53264e-07,0.0150787,0.0150787,-0.533073,0.0102903,-0.0682965,-7.96073,0.0283732,0.113078,-8.02422,-0.0961572,0.00167715,-0.48272,8.29506e-09,3.06141e-09,-1.53264e-07,-9.42358e-10,-9.42358e-10,-0.533073,-5.60001e-09,-1.19334e-09,-7.96073,1.69099e-09,-5.96339e-09,-8.02422,8.00389e-09,5.97915e-10,-0.48272,4.4178e-09,4.7905e-09,-4.99376e-08,2.73539e-09,2.73539e-09,-0.533073,1.03413e-08,1.57617e-08,-7.96073,7.23696e-09,9.56073e-10,-8.02422,3.5394e-08,-2.99135e-09,-0.48272,-0.0585064,-0.0164529,-4.99376e-08,0.0339601,0.0339601,-1.53264e-07,0.0764234,0.0764234,-7.96073,0.0606258,0.0670931,-8.02422,-0.0716386,0.0192117,-0.48272,2.48351,3.36495,-4.99376e-08,1.32516,1.32516,-1.53264e-07,1.94872,1.94872,-0.533073,1.4869,2.58801,-8.02422,2.65869,2.94241,-0.48272,0.088038,0.973688,-4.99376e-08,1.23855,1.23855,-1.53264e-07,0.726493,0.726493,-0.533073,-1.36811,0.742561,-7.96073,1.18505,1.89058
-4.89223e-08,0.0511309,0.0511309,-1.50286e-07,0.0144699,0.0144699,-0.523244,-0.0320124,-0.0673646,-7.77683,0.0488494,0.110644,-7.83409,-0.0947881,0.00129911,-0.472293,8.12731e-09,2.93004e-09,-1.50286e-07,-9.79401e-10,-9.79401e-10,-0.523244,-4.16957e-09,-1.22224e-09,-7.77683,4.17506e-10,-5.90404e-09,-7.83409,7.16025e-09,5.23957e-10,-0.472293,5.40729e-09,4.63358e-09,-4.89223e-08,2.62825e-09,2.62825e-09,-0.523244,9.4421e-09,1.54422e-08,-7.77683,4.95635e-09,8.95779e-10,-7.83409,2.83606e-08,-2.97501e-09,-0.472293,-0.0423047,-0.0156255,-4.89223e-08,0.0336722,0.0336722,-1.50286e-07,0.0753228,0.0753228,-7.77683,0.034776,0.0662149,-7.83409,-0.0782591,0.0192417,-0.472293,2.31791,3.32946,-4.89223e-08,1.33487,1.33487,-1.50286e-07,1.94531,1.94531,-0.523244,2.20486,2.57359,-7.83409,2.73817,2.91717,-0.472293,0.00612083,0.969049,-4.89223e-08,1.22836,1.22836,-1.50286e-07,0.727271,0.727271,-0.523244,-1.39777,0.742976,-7.77683,1.15111,1.86934
-4.79069e-08,0.0496567,0.0496567,-1.47308e-07,0.0138611,0.0138611,-0.513415,-0.0611392,-0.0664327,-7.59293,0.0693255,0.10821,-7.64395,-0.093419,0.000921064,-0.461867,7.89246e-09,2.79868e-09,-1.47308e-07,-1.01645e-09,-1.01645e-09,-0.513415,-3.23001e-09,-1.25113e-09,-7.59293,-8.55976e-10,-5.84469e-09,-7.64395,6.31661e-09,4.5e-10,-0.461867,6.06528e-09,4.47667e-09,-4.79069e-08,2.52111e-09,2.52111e-09,-0.513415,8.52597e-09,1.51227e-08,-7.59293,2.67574e-09,8.35485e-10,-7.64395,2.13273e-08,-2.95868e-09,-0.461867,-0.0280151,-0.0147981,-4.79069e-08,0.0333843,0.0333843,-1.47308e-07,0.0742221,0.0742221,-7.59293,0.00892611,0.0653368,-7.64395,-0.0848796,0.0192717,-0.461867,2.20078,3.29397,-4.79069e-08,1.34458,1.34458,-1.47308e-07,1.9419,1.9419,-0.513415,2.70147,2.55917,-7.64395,2.81765,2.89193,-0.461867,-0.0734838,0.96441,-4.79069e-08,1.21818,1.21818,-1.47308e-07,0.728048,0.728048,-0.513415,-1.36137,0.743391,-7.59293,1.11717,1.8481
-4.68915e-08,0.0481826,0.0481826,-1.44331e-07,0.0132523,0.0132523,-0.503587,-0.090266,-0.0655008,-7.40903,0.0801026,0.105776,-7.45381,-0.0920499,0.000543021,-0.45144,7.53213e-09,2.66731e-09,-1.44331e-07,-1.05349e-09,-1.05349e-09,-0.503587,-2.29045e-09,-1.28003e-09,-7.40903,-1.60212e-09,-5.78535e-09,-7.45381,5.47296e-09,3.76042e-10,-0.45144,6.09825e-09,4.31975e-09,-4.68915e-08,2.41397e-09,2.41397e-09,-0.503587,7.60984e-09,1.48032e-08,-7.40903,1.24322e-09,7.7519e-10,-7.45381,1.42939e-08,-2.94235e-09,-0.45144,-0.0174196,-0.0139706,-4.68915e-08,0.0330964,0.0330964,-1.44331e-07,0.0731214,0.0731214,-7.40903,-0.0046436,0.0644586,-7.45381,-0.0915001,0.0193018,-0.45144,2.17453,3.25848,-4.68915e-08,1.35429,1.35429,-1.44331e-07,1.93849,1.93849,-0.503587,3.19807,2.54475,-7.45381,2.89712,2.8667,-0.45144,-0.147067,0.95977,-4.68915e-08,1.20799,1.20799,-1.44331e-07,0.728826,0.728826,-0.503587,-1.32498,0.743806,-7.40903,1.0889,1.82686
-4.58761e-08,0.0467084,0.0467084,-1.41353e-07,0.0126434,0.0126434,-0.493758,-0.119393,-0.0645689,-7.22513,0.0892553,0.103341,-7.26367,-0.0906808,0.000164978,-0.441013,7.09507e-09,2.53595e-09,-1.41353e-07,-1.09053e-09,-1.09053e-09,-0.493758,-1.35089e-09,-1.30893e-09,-7.22513,-2.25994e-09,-5.726e-09,-7.26367,4.62932e-09,3.02085e-10,-0.441013,5.74315e-09,4.16283e-09,-4.58761e-08,2.30683e-09,2.30683e-09,-0.493758,6.69371e-09,1.44837e-08,-7.22513,-4.72654e-11,7.14896e-10,-7.26367,7.26058e-09,-2.92601e-09,-0.441013,-0.0092177,-0.0131432,-4.58761e-08,0.0328085,0.0328085,-1.41353e-07,0.0720208,0.0720208,-7.22513,-0.0161566,0.0635805,-7.26367,-0.0981206,0.0193318,-0.441013,2.20416,3.22299,-4.58761e-08,1.364,1.364,-1.41353e-07,1.93508,1.93508,-0.493758,3.69468,2.53033,-7.26367,2.9766,2.84146,-0.441013,-0.215051,0.955131,-4.58761e-08,1.19781,1.19781,-1.41353e-07,0.729604,0.729604,-0.493758,-1.28858,0.744221,-7.22513,1.06157,1.80562
-4.48608e-08,0.0452343,0.0452343,-1.38375e-07,0.0120346,0.0120346,-0.48393,-0.139343,-0.063637,-7.04124,0.0972707,0.100907,-7.07353,-0.0893117,-0.000213065,-0.430586,6.55792e-09,2.40458e-09,-1.38375e-07,-1.12758e-09,-1.12758e-09,-0.48393,-7.48926e-10,-1.33782e-09,-7.04124,-2.85795e-09,-5.66665e-09,-7.07353,3.78568e-09,2.28127e-10,-0.430586,4.86277e-09,4.00592e-09,-4.48608e-08,2.19969e-09,2.19969e-09,-0.48393,5.78905e-09,1.41642e-08,-7.04124,-1.23834e-09,6.54601e-10,-7.07353,2.27237e-10,-2.90968e-09,-0.430586,-0.00457886,-0.0123158,-4.48608e-08,0.0325206,0.0325206,-1.38375e-07,0.0709201,0.0709201,-7.04124,-0.0262214,0.0627024,-7.07353,-0.104741,0.0193618,-0.430586,2.30762,3.1875,-4.48608e-08,1.37371,1.37371,-1.38375e-07,1.93167,1.93167,-0.48393,4.03642,2.51592,-7.07353,3.05607,2.81623,-0.430586,-0.269432,0.950492,-4.48608e-08,1.18762,1.18762,-1.38375e-07,0.730382,0.730382,-0.48393,-1.20844,0.744636,-7.04124,1.03519,1.78438
