popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.58992,8.51488,7.58992,4.6028,12.5156,4.12909,5.51789,4.12909,2.50403,6.80878,All
7.83437,8.66266,7.83437,4.75104,12.9187,4.34996,5.84567,4.34996,2.63797,7.17299,All
8.0867,8.86218,8.0867,4.90406,13.3348,4.58264,6.19097,4.58264,2.77908,7.55668,All
8.1788,8.94028,8.1788,4.95991,13.4867,4.82777,6.51779,4.82777,2.92773,7.9609,All
8.34716,9.08545,8.34716,5.06202,13.7643,5.08601,6.8446,5.08601,3.08434,8.38674,All
8.61601,9.33601,8.61601,5.22505,14.2076,5.16447,6.93882,5.16447,3.13192,8.51611,All
8.76768,9.4762,8.76768,5.31703,14.4577,5.35807,7.16054,5.35807,3.24932,8.83535,All
8.89351,9.59117,8.89351,5.39334,14.6652,5.64468,7.47087,5.64468,3.42313,9.30797,All
9.17996,9.84782,9.17996,5.56705,15.1376,5.94662,7.77415,5.94662,3.60624,9.80586,All
9.35656,10.0035,9.35656,5.67415,15.4288,6.19985,8.01066,6.19985,3.75981,10.2234,All
9.47562,10.1048,9.47562,5.74635,15.6251,6.26471,8.07017,6.26471,3.79914,10.3304,All
9.78082,10.3617,9.78082,5.93143,16.1284,6.59982,8.36261,6.59982,4.00236,10.883,All
9.94544,10.5002,9.94544,6.03127,16.3998,6.95285,8.65989,6.95285,4.21646,11.4651,All
10.0958,10.6268,10.0958,6.12247,16.6478,7.23524,8.88572,7.23524,4.38771,11.9308,All
10.421,10.8968,10.421,6.31967,17.184,7.32477,8.95676,7.32477,4.442,12.0784,All
10.5343,10.9896,10.5343,6.38838,17.3709,7.71658,9.26696,7.71658,4.67961,12.7245,All
10.7566,11.1713,10.7566,6.52321,17.7375,8.12935,9.59495,8.12935,4.92992,13.4051,All
11.1031,11.4549,11.1031,6.73331,18.3088,8.27062,9.7101,8.27062,5.0156,13.6381,All
11.1232,11.4715,11.1232,6.7455,18.3419,8.56419,9.95216,8.56419,5.19363,14.1222,All
11.4607,11.7498,11.4607,6.95018,18.8985,9.0223,10.3403,9.0223,5.47144,14.8776,All
11.7121,11.9571,11.7121,7.10262,19.313,9.306,10.5855,9.306,5.64349,15.3454,All
11.8298,12.0543,11.8298,7.17403,19.5072,9.50491,10.7586,9.50491,5.76412,15.6734,All
12.2108,12.3705,12.2108,7.40509,20.1354,10.0133,11.2033,10.0133,6.07245,16.5118,All
12.301,12.4457,12.301,7.45974,20.284,10.3414,11.4907,10.3414,6.27138,17.0527,All
12.6041,12.6989,12.6041,7.64359,20.784,10.549,11.6716,10.549,6.39727,17.395,All
12.8898,12.9374,12.8898,7.81685,21.2551,11.1132,12.1576,11.1132,6.73947,18.3255,All
13.0101,13.0378,13.0101,7.88978,21.4534,11.3768,12.3798,11.3768,6.89928,18.7601,All
13.4291,13.3877,13.4291,8.14389,22.1443,11.7077,12.652,11.7077,7.09997,19.3058,All
13.4787,13.4292,13.4787,8.17397,22.2261,12.334,13.1461,12.334,7.47975,20.3385,All
13.8616,13.75,13.8616,8.40619,22.8576,12.4122,13.2063,12.4122,7.52717,20.4674,All
14.0676,13.9225,14.0676,8.53109,23.1972,12.9937,13.632,12.9937,7.87985,21.4264,All
14.3081,14.124,14.3081,8.67694,23.5938,13.4475,13.9503,13.4475,8.15506,22.1747,All
14.6565,14.4131,14.6565,8.88821,24.1682,13.6888,14.1134,13.6888,8.30136,22.5725,All
14.7689,14.5062,14.7689,8.95641,24.3537,14.421,14.5878,14.421,8.74541,23.7799,All
15.2446,14.9,15.2446,9.24488,25.1381,14.4829,14.6279,14.4829,8.78296,23.882,All
15.2454,14.9006,15.2454,9.24532,25.1393,15.1924,15.0741,15.1924,9.21321,25.052,All
15.7356,15.3065,15.7356,9.54264,25.9477,15.5183,15.2726,15.5183,9.41085,25.5894,All
15.8342,15.3881,15.8342,9.60244,26.1103,16.0051,15.5679,16.0051,9.70603,26.392,All
16.2424,15.726,16.2424,9.84999,26.7834,16.5537,15.8987,16.5537,10.0387,27.2967,All
