iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q2_pop,V2_pop,Q3_pop,V3_pop,omega_Cl,omega_V1,omega_Q2,omega_V2,omega_Q3,omega_V3,a
185,498.988,1,5.14569,20.7536,6.00984,24.1493,1.2389e-06,0.00011367,0.263056,0.261606,0.654297,0.472173,7.00458,8.28918,0.0622041
186,501.705,1,5.13521,20.561,6.07092,24.957,2.38629e-06,6.57291e-05,0.261202,0.268303,0.684603,0.460217,7.27726,8.18127,0.0632562
187,498.64,1,5.13322,20.0617,6.27788,25.1125,2.80798e-06,0.000645048,0.265288,0.262906,0.667269,0.448564,7.72173,8.0104,0.0622798
188,494.533,1,5.1479,19.8011,6.59572,24.2899,2.33365e-06,0.00519833,0.270612,0.274436,0.688422,0.437206,7.75358,8.34982,0.0607028
189,482.127,1,5.16678,19.7034,6.5737,24.0478,1.5519e-06,0.00387119,0.263909,0.271388,0.670991,0.436019,7.55726,8.1384,0.0591658
190,484.467,1,5.14916,19.7455,6.66,24.0743,3.59173e-06,0.00382781,0.259495,0.28212,0.6884,0.461617,7.3659,8.48075,0.0576677
191,492.931,1,5.14955,19.3927,6.68491,25.3708,2.92967e-06,0.00510352,0.262785,0.274977,0.726208,0.490152,7.1794,8.45827,0.0590244
192,496.014,1,5.14032,19.6372,6.51353,25.5908,5.88902e-06,0.00267523,0.2675,0.278552,0.726055,0.477741,6.99761,8.78111,0.0610233
193,502.296,1,5.13287,19.7669,6.83873,24.7923,3.20639e-06,0.00100138,0.26352,0.27689,0.728467,0.465644,6.82043,9.24128,0.0628322
194,488.481,1,5.15054,19.4201,6.78287,25.5919,2.36378e-06,0.00249302,0.25973,0.269879,0.756879,0.453854,6.64773,9.19207,0.0612412
195,490.285,1,5.08077,19.6305,6.82346,24.3731,1.28528e-06,0.00363911,0.268379,0.263045,0.743972,0.442362,6.4794,8.97797,0.0596906
196,493.606,1,5.08633,19.2622,6.94546,25.6144,1.68609e-06,0.0227855,0.267172,0.268112,0.78161,0.446859,6.38476,9.03397,0.0585173
197,490.739,1,5.15703,19.5942,6.88807,24.4731,7.50061e-07,0.0749341,0.262669,0.261323,0.761819,0.435544,6.40944,10.068,0.0597246
198,493.958,1,5.12188,19.2208,6.751,25.309,1.06426e-06,0.0946276,0.261514,0.26102,0.77818,0.426438,6.43043,9.81308,0.0587392
199,490.866,1,5.12998,19.7142,6.70406,26.0817,3.81763e-06,0.319873,0.267959,0.254411,0.758476,0.41564,6.56332,10.4064,0.0578288
200,489.954,1,5.16704,19.9004,6.71153,26.0908,2.78485e-06,0.439967,0.267682,0.264023,0.739271,0.409464,6.39713,10.1629,0.0587412
201,495.217,1,5.13831,19.9956,6.78811,25.1523,4.98852e-06,0.150384,0.267043,0.274301,0.720552,0.399096,6.23515,10.4151,0.0602998
202,488.685,1,5.14133,19.8199,6.70201,24.8796,8.93267e-06,0.637229,0.264001,0.267356,0.770152,0.388991,6.07728,10.6338,0.0593489
203,491.875,1,5.10041,19.412,6.98518,25.1033,1.31355e-05,0.967934,0.265684,0.275395,0.750651,0.393467,5.9234,10.8581,0.0589093
204,494.583,1,5.11235,19.2301,6.8016,23.6746,7.91168e-06,0.533147,0.26005,0.268422,0.787248,0.40513,6.15497,10.5832,0.0589634
205,489.795,1,5.0892,19.2246,6.51565,24.8372,8.5725e-06,0.0933694,0.255403,0.261625,0.829979,0.405508,6.08008,10.3152,0.0587935
206,493.903,1,5.10441,19.3387,6.45874,25.1662,4.86504e-06,0.0892369,0.262723,0.255001,0.829988,0.39524,6.4212,10.054,0.0607674
207,494.212,1,5.10358,19.2198,6.53902,25.0012,2.07757e-06,0.0858812,0.266784,0.250113,0.836925,0.385232,6.5516,9.79947,0.0612049
208,488.871,1,5.12104,18.8441,6.84805,25.1575,2.87613e-06,0.240537,0.262196,0.246085,0.815734,0.375478,6.38571,9.55135,0.0608019
209,485.355,1,5.13138,19.338,6.78773,24.8769,5.77128e-06,0.395159,0.275097,0.239854,0.801901,0.365971,6.22402,9.3095,0.060649
210,470.056,1,5.11337,19.4501,6.66394,24.5169,3.00777e-06,0.941618,0.273965,0.233781,0.800496,0.356704,6.06642,9.07378,0.0591133
211,470.51,1,5.11669,19.1429,6.66659,24.3922,2.30753e-06,0.370267,0.267582,0.235806,0.798999,0.347672,6.41423,8.84402,0.0576165
212,470.577,1,5.14299,19.3171,7.08094,24.3305,1.69102e-06,0.229918,0.265487,0.233032,0.778768,0.338869,6.25182,8.95782,0.0568346
213,480.147,1,5.16465,19.2414,7.02898,22.5912,5.72895e-07,0.0367291,0.259639,0.240357,0.789099,0.330289,6.09352,9.32112,0.0584445
214,488.746,1,5.14848,19.6673,6.80152,23.8203,1.23462e-06,0.308619,0.267301,0.234271,0.769118,0.336137,6.92017,9.11865,0.0608885
215,483.139,1,5.10835,19.5434,6.48777,23.9641,8.2983e-07,0.695082,0.267372,0.228339,0.756045,0.359158,6.74494,8.88776,0.0599019
216,484.445,1,5.10386,19.4767,6.41069,23.422,6.60812e-07,0.361537,0.263036,0.222558,0.774992,0.350064,6.82193,9.04273,0.0596036
217,481.549,1,5.1175,19.938,6.15447,23.0709,2.18238e-07,0.231786,0.260223,0.228534,0.755368,0.372686,6.78765,9.02949,0.0584499
218,490.729,1,5.13179,20.3923,6.20652,22.4353,2.80388e-07,0.0425219,0.265026,0.222748,0.736242,0.368021,7.23358,8.80086,0.0622057
219,484.034,1,5.14155,20.6957,5.86779,23.7357,5.81299e-07,0.0630755,0.258316,0.232623,0.7176,0.358703,7.05042,8.57802,0.0628702
220,481.39,1,5.11662,20.7452,5.85134,23.0472,4.97006e-07,0.323736,0.264493,0.248191,0.69943,0.34962,6.8719,8.39085,0.0612783
221,473.689,1,5.14606,20.345,6.16812,23.3914,3.60679e-07,0.801529,0.263925,0.245863,0.68172,0.340768,6.6979,8.17839,0.0598967
222,471.608,1,5.13259,19.9638,6.4875,24.221,7.91256e-07,0.465391,0.2673,0.239638,0.676323,0.332139,6.5283,7.97131,0.058809
223,474.528,1,5.1303,19.6386,6.5148,23.287,3.3965e-06,0.810244,0.269588,0.243414,0.692234,0.323729,6.363,7.76947,0.0600625
224,470.68,1,5.15829,20.0502,6.76,22.8137,5.07739e-06,1.21898,0.265548,0.23725,0.699692,0.357029,6.20189,7.57274,0.0586014
225,475.586,1,5.15772,19.9485,6.35004,23.434,1.19523e-05,3.36805,0.259175,0.241335,0.681975,0.347989,6.17412,7.38099,0.0613702
226,473.046,1,5.16073,19.906,6.43309,23.5726,9.53532e-06,3.17226,0.257326,0.256052,0.681597,0.339178,6.01779,7.1941,0.0615428
227,473.332,1,5.14195,20.0008,6.31656,24.0199,7.32603e-06,1.95428,0.26185,0.263572,0.716634,0.330589,5.91185,7.01194,0.06003
228,473.89,1,5.16782,19.6974,6.72406,23.3438,1.23646e-05,1.15339,0.267125,0.258871,0.7174,0.339335,6.00948,6.8344,0.0591352
229,472.514,1,5.1422,19.6415,6.77472,23.509,6.01203e-06,0.552496,0.266209,0.265584,0.75249,0.360957,6.46642,6.66135,0.0576564
230,476.88,1,5.13937,19.5955,6.82301,25.652,5.07586e-06,0.108342,0.265795,0.26936,0.77725,0.377976,6.30268,6.49268,0.0584659
231,479.162,1,5.15097,19.5455,6.70195,25.0298,2.79812e-06,0.241694,0.264662,0.291447,0.75757,0.386708,6.24681,6.32828,0.0591185
232,475.829,1,5.1537,19.4733,6.7897,25.5487,1.04634e-06,0.332081,0.26876,0.293476,0.738388,0.376916,6.08863,6.16804,0.0593421
233,470.057,1,5.13843,18.9414,7.07175,24.735,6.22038e-07,0.32702,0.26544,0.30795,0.790077,0.367372,5.99286,6.01187,0.0583617
234,456.499,1,5.13986,18.8171,7.13517,24.2645,7.43857e-07,0.612717,0.266986,0.300152,0.790045,0.35807,5.84112,5.85964,0.0568839
235,455.872,1,5.16617,19.1725,7.09826,23.6853,2.92607e-07,1.08441,0.260226,0.292552,0.770041,0.349004,5.69322,5.71127,0.0566616
236,457.149,1,5.16408,19.51,6.90519,23.3617,1.09989e-07,1.12238,0.262335,0.292964,0.750543,0.340167,5.54907,5.56666,0.0564321
237,457.655,1,5.16,19.8351,6.90139,24.6619,1.10823e-07,0.700136,0.264863,0.285546,0.768441,0.331553,6.01306,5.52933,0.0556235
238,460.123,1,5.15354,19.8683,6.70761,22.9449,7.83016e-08,1.163,0.262101,0.278316,0.748984,0.323158,6.10147,6.19569,0.0557907
239,462.285,1,5.14753,19.3889,6.7808,23.1531,1.78752e-07,1.76444,0.264415,0.282051,0.754743,0.314976,6.64181,6.3118,0.0549875
240,464.558,1,5.12415,19.5664,6.61727,23.7427,1.2452e-07,0.657685,0.263008,0.286618,0.735633,0.307,6.63896,6.36292,0.0565942
241,466.317,1,5.16074,19.5712,7.01573,23.0506,3.51594e-08,0.716702,0.263265,0.279361,0.759513,0.299227,6.61665,6.20181,0.0579051
242,462.315,1,5.14563,19.8272,6.5207,22.053,1.64805e-08,1.30762,0.264855,0.272287,0.740282,0.319807,6.92678,6.04477,0.0564389
243,471.981,1,5.13187,19.8059,6.34566,22.749,1.28135e-08,0.590443,0.26804,0.26816,0.721537,0.320947,7.19228,5.89172,0.0591776
244,474.475,1,5.1463,20.0593,6.21994,23.6029,3.46662e-09,0.449546,0.261253,0.263329,0.722975,0.31282,8.00361,5.77994,0.0590549
245,476.232,1,5.15017,19.9972,6.32957,21.7644,1.40636e-09,0.37311,0.26394,0.261672,0.71649,0.313843,7.80096,6.35044,0.0594904
246,486.94,1,5.15015,20.1954,6.13303,22.2284,6.9677e-10,0.230055,0.263388,0.255046,0.742534,0.34148,7.99157,6.69124,0.0605586
247,472.657,1,5.1361,19.9822,6.08683,24.0383,1.66776e-09,0.195195,0.265715,0.248588,0.723733,0.334142,7.78922,6.52181,0.0590252
248,467.469,1,5.14637,20.4216,5.88882,23.532,9.713e-09,0.100815,0.263535,0.242294,0.705408,0.328901,7.59199,6.35668,0.0579675
249,472.068,1,5.15987,20.2511,6.05264,23.0656,1.92104e-08,0.0908899,0.256862,0.236159,0.688474,0.320573,7.39976,6.19572,0.0614226
250,474.281,1,5.14532,19.8878,6.16632,23.6728,1.2408e-08,0.402375,0.258843,0.233499,0.684596,0.312456,7.55364,6.28857,0.0606929
251,468.812,1,5.14826,20.1961,6.13986,22.962,2.43928e-09,0.215146,0.264912,0.245419,0.667261,0.304544,7.36238,6.12934,0.0603436
252,476.096,1,5.16593,20.0054,6.21914,22.3523,1.52095e-09,0.178413,0.261853,0.239204,0.684521,0.296833,7.17596,6.11014,0.06203
253,463.414,1,5.18554,19.6699,6.72904,21.619,9.00604e-10,0.135947,0.258963,0.245945,0.667188,0.293817,7.13175,6.16475,0.0604594
254,479.412,1,5.18328,19.9761,6.86984,22.2483,1.00569e-09,0.202688,0.255328,0.250069,0.664753,0.313664,7.2817,6.0539,0.061967
255,477.149,1,5.16134,19.4916,7.01724,23.4406,7.80084e-10,0.292036,0.255579,0.243737,0.712167,0.316429,7.09732,5.90061,0.063053
256,478.169,1,5.17016,19.0732,7.11394,23.1896,5.68488e-09,0.340994,0.259463,0.252379,0.703204,0.308417,6.91761,5.7512,0.063472
257,477.359,1,5.17666,19.1249,6.97031,23.8255,5.75629e-09,0.480619,0.253638,0.245988,0.685398,0.300608,6.74245,6.10265,0.0641986
258,480.6,1,5.15381,19.488,6.56307,25.1816,2.36511e-09,0.299098,0.267999,0.24289,0.718211,0.305135,6.57173,6.75611,0.062573
259,477.82,1,5.14795,19.496,6.62008,25.7246,1.31759e-09,1.6353,0.262204,0.241079,0.727593,0.302682,6.41663,6.58505,0.0619603
260,482.653,1,5.13297,19.6584,6.50087,24.9152,1.39482e-09,1.4864,0.270054,0.280807,0.743826,0.308314,6.52806,7.04186,0.0603914
261,480.716,1,5.14518,19.5542,6.26259,24.393,1.23421e-09,2.21166,0.269074,0.273696,0.727605,0.330723,6.36276,6.86356,0.0609047
262,484.425,1,5.15055,19.9956,6.18191,24.6862,2.81545e-09,0.706858,0.272981,0.271367,0.740219,0.322349,6.20165,6.68977,0.0627192
263,482.335,1,5.15538,20.001,6.0703,25.0404,2.58282e-09,1.91107,0.273137,0.274749,0.721476,0.314187,6.04462,6.99453,0.0630146
264,477.222,1,5.13373,20.5755,5.70264,25.0579,2.99376e-09,1.88007,0.266221,0.267792,0.73265,0.339587,5.89157,7.98739,0.0614191
265,479.576,1,5.16716,20.3148,6.33066,26.5893,5.21788e-09,3.40265,0.260622,0.261012,0.760037,0.345913,5.74239,7.96211,0.0598639
266,471.369,1,5.13269,20.3128,6.28114,26.1473,5.89895e-09,4.65042,0.26901,0.254825,0.764046,0.337154,5.59699,7.94474,0.0583481
267,469.488,1,5.16211,20.1894,6.18028,23.9331,4.48738e-09,3.4192,0.265993,0.248373,0.7447,0.328617,5.66143,8.19299,0.0585422
268,476.913,1,5.14125,20.1552,5.95591,23.964,1.17331e-08,2.8857,0.259258,0.259565,0.725844,0.367973,5.79185,8.10288,0.0588174
269,478.579,1,5.14581,19.8541,6.25576,23.1987,1.18998e-08,3.21442,0.252693,0.265301,0.707465,0.358656,5.6452,7.89771,0.0603941
270,477.886,1,5.14196,19.8436,6.29829,23.2306,1.59967e-08,10.4038,0.258716,0.272984,0.689552,0.349574,6.58803,7.69774,0.0589781
271,489.748,1,5.14695,20.2556,6.40389,22.7418,2.10737e-08,3.14989,0.265353,0.27414,0.702702,0.341432,6.42122,7.98129,0.0617649
272,485.777,1,5.16468,20.2227,6.40274,22.2529,1.09137e-08,0.544808,0.260853,0.268649,0.714179,0.339521,6.25863,7.77919,0.0614631
273,485.614,1,5.15921,20.2691,6.32601,22.4196,5.14416e-09,1.3298,0.262699,0.278847,0.696095,0.353519,6.10016,7.68782,0.061455
274,476.832,1,5.15208,19.6267,6.66943,23.7381,2.78948e-09,1.40691,0.263737,0.286163,0.67847,0.344568,5.9457,8.25424,0.0598989
275,476.543,1,5.15065,19.6881,6.51573,23.8905,1.96738e-09,3.10316,0.262697,0.278917,0.679881,0.363647,5.79515,8.25935,0.0590027
276,473.065,1,5.13308,19.4048,6.71948,23.2106,1.14071e-09,1.61982,0.25694,0.274764,0.664978,0.354439,5.92124,8.05022,0.0580871
277,477.369,1,5.16282,19.7433,6.93778,24.4678,8.72206e-09,2.28556,0.263146,0.272609,0.722886,0.390266,5.89383,7.84638,0.0575563
278,481.849,1,5.15451,19.3916,7.1188,24.0689,4.65172e-09,1.57583,0.272337,0.273779,0.723414,0.424695,6.60827,7.90959,0.0565605
279,482.602,1,5.1312,19.485,6.94034,24.6874,2.92725e-09,3.12016,0.272813,0.282325,0.721603,0.413941,6.44094,8.64771,0.0571231
280,474.309,1,5.15636,19.7818,6.64639,24.1704,1.71381e-09,2.05112,0.271052,0.290199,0.72087,0.40346,6.27785,8.42875,0.0556767
281,483.041,1,5.16367,19.9039,6.75617,24.5414,1.41835e-09,3.42919,0.273097,0.296788,0.720581,0.39433,6.3522,8.21533,0.0571564
282,485.547,1,5.16122,19.7508,6.91841,24.7255,1.26932e-09,2.05785,0.268866,0.302393,0.737266,0.384346,6.19136,8.53112,0.0580331
283,492.599,1,5.15221,19.3312,7.24226,24.4293,3.02684e-09,1.39173,0.277575,0.322439,0.754249,0.374614,6.4856,8.31511,0.0595415
284,489.673,1,5.12408,19.3514,6.88149,25.0101,2.39213e-09,0.669821,0.274535,0.315738,0.757589,0.392504,6.57395,8.10456,0.0584958
285,482.034,1,5.16093,18.823,7.07383,25.2951,2.06291e-09,0.588367,0.267583,0.307743,0.79583,0.382565,6.4075,7.89935,0.0579413
286,480.699,1,5.13271,19.0289,6.85017,25.8686,1.50222e-09,1.58933,0.271457,0.299951,0.77568,0.372878,6.24526,7.69934,0.0583424
287,483.183,1,5.14579,19.3576,6.67923,25.4621,3.79239e-09,0.594621,0.272985,0.312819,0.756039,0.373965,6.51202,7.50439,0.0581824
288,482.446,1,5.13869,19.1444,6.65512,24.42,2.11185e-09,0.0899615,0.26672,0.307684,0.766554,0.380893,6.34713,7.68863,0.057723
289,482.683,1,5.13122,19.7289,6.35089,24.5884,4.38394e-10,0.0224846,0.266867,0.312583,0.771581,0.371249,6.18642,7.49394,0.0588894
290,478.598,1,5.16374,19.8292,6.38416,25.0387,4.00664e-09,0.0199377,0.26011,0.304668,0.768462,0.367791,6.02977,7.30419,0.0590998
291,485.323,1,5.14289,19.9473,6.42717,26.0839,1.44265e-09,0.0160004,0.271814,0.299092,0.770159,0.360868,6.31446,7.55046,0.0584878
292,473.109,1,5.15191,19.419,6.80562,25.6098,1.6606e-09,0.0326905,0.264931,0.291519,0.772593,0.351731,6.15457,7.35927,0.057088
293,466.597,1,5.1144,19.7612,6.53942,24.8906,1.00335e-09,0.0512586,0.270288,0.284137,0.788568,0.357521,5.99874,7.50653,0.0556425
294,463.858,1,5.11089,19.8674,6.31867,25.5973,1.71415e-09,0.0573805,0.270338,0.276943,0.768601,0.361335,5.84684,7.31646,0.0551309
295,468.136,1,5.10667,19.7834,6.34858,26.2375,2.53645e-09,0.071135,0.263493,0.26993,0.749139,0.420062,5.6988,7.1312,0.0575414
296,476.05,1,5.10412,19.6667,6.39463,24.107,3.60867e-09,0.0383643,0.257594,0.268447,0.758964,0.441392,5.56733,6.95063,0.0583463
297,477.044,1,5.11164,19.7048,6.36651,25.6741,8.04692e-10,0.038031,0.259595,0.261649,0.739747,0.430216,5.42637,7.34692,0.0595252
298,480.101,1,5.10727,19.4071,6.55295,24.9567,8.80325e-10,0.0386066,0.268878,0.255024,0.77323,0.419323,5.3202,7.77088,0.059325
299,475.518,1,5.14642,19.6315,6.3149,23.9734,1.31024e-09,0.0219245,0.26207,0.268152,0.753652,0.408705,5.18549,7.57412,0.0581584
300,470.715,1,5.12661,19.5509,6.70121,24.4492,8.00132e-10,0.0111987,0.263989,0.261362,0.797488,0.398357,5.25933,7.38234,0.0573161
301,479.702,1,5.13005,19.4659,6.63714,25.1848,8.34699e-10,0.0316773,0.265938,0.254744,0.777295,0.38827,5.52694,7.19541,0.0604776
302,464.612,1,5.11904,19.4424,6.60676,24.8371,6.84745e-10,0.0135371,0.26519,0.256877,0.757613,0.378439,5.38699,7.01322,0.0597478
303,478.023,1,5.15136,19.4716,6.69326,23.9839,5.64828e-10,0.0160243,0.267645,0.275439,0.75028,0.368857,5.25059,6.83564,0.0610508
304,469.045,1,5.12558,19.7371,6.57509,24.1732,3.26779e-10,0.0281256,0.272748,0.268465,0.731282,0.359517,5.11764,6.66256,0.0603738
305,469.549,1,5.13783,20.1359,6.21749,24.2386,2.97249e-10,0.0209324,0.266006,0.26306,0.712766,0.350414,4.98806,6.49386,0.0609267
306,473.863,1,5.13637,19.6717,6.39069,23.5668,1.38037e-10,0.00839881,0.265556,0.261837,0.707549,0.353236,4.86176,6.32943,0.062115
307,471.932,1,5.14608,19.9615,6.34132,23.9927,5.83721e-11,0.006836,0.270036,0.273408,0.689634,0.35248,4.84747,6.41316,0.0605422
308,462.276,1,5.15012,19.6911,6.64263,24.3216,5.41503e-11,0.00217631,0.266003,0.26951,0.71381,0.343555,4.72473,6.25077,0.0590092
309,469.644,1,5.18327,19.8152,6.67805,24.1839,3.316e-11,0.00541304,0.263736,0.285357,0.746006,0.353008,4.60509,6.0925,0.0601002
310,462.933,1,5.13222,19.5779,6.25591,23.6918,2.64528e-11,0.00517505,0.269085,0.278132,0.728427,0.366659,4.48849,5.97983,0.0585785
311,470.377,1,5.11303,19.4312,6.34214,23.3593,6.70035e-11,0.00751257,0.26374,0.286323,0.714706,0.400839,4.70521,5.82842,0.0590916
312,462.117,1,5.1243,19.5629,6.74844,22.1786,8.8635e-11,0.0136541,0.263588,0.289635,0.704511,0.390689,4.58607,6.51604,0.0581188
313,464.812,1,5.1313,19.4493,6.68615,23.8934,1.20508e-10,0.00805206,0.266799,0.300502,0.731393,0.380797,4.46995,6.35105,0.0573297
314,460.192,1,5.13825,19.6554,6.43799,23.6539,7.98419e-11,0.00814174,0.260043,0.292894,0.712874,0.371155,4.35677,6.36109,0.057576
315,455.94,1,5.12903,20.2059,6.59304,23.624,2.7722e-11,0.00246192,0.273498,0.294606,0.694824,0.361757,4.24645,6.20003,0.0583001
316,452.34,1,5.12135,19.7241,6.61611,23.7965,1.88572e-11,0.00255229,0.267929,0.31245,0.67723,0.352597,4.39783,6.04304,0.0568239
317,466.361,1,5.14428,19.4838,6.62713,22.5917,2.22729e-11,0.00161731,0.261145,0.304539,0.707941,0.343669,5.38278,6.91441,0.0569664
318,468.415,1,5.15684,19.9144,6.56042,23.2867,1.9963e-11,0.00317984,0.260357,0.296828,0.690016,0.334967,5.70069,6.91005,0.0586128
319,470.502,1,5.14022,20.2503,6.26686,24.5204,1.58483e-11,0.00675642,0.265133,0.289312,0.672544,0.326486,5.55634,7.66678,0.0594359
320,473.698,1,5.13275,19.518,6.4298,25.4937,2.67307e-11,0.00494761,0.260392,0.282221,0.709527,0.318219,5.79749,7.72328,0.0588695
321,471.182,1,5.13455,20.1061,6.13289,25.1214,2.70086e-11,0.00483979,0.258642,0.27633,0.691561,0.32319,6.17358,8.87123,0.0573789
322,475.334,1,5.12723,20.2728,6.29159,25.0013,4.34439e-11,0.00933992,0.265439,0.291672,0.679302,0.354073,6.76248,8.64661,0.0562098
323,476.297,1,5.1818,20.4016,6.48998,24.3485,7.67843e-11,0.00955196,0.270497,0.286552,0.741237,0.345107,6.66326,8.42767,0.0567841
324,488.851,1,5.16916,20.4528,6.58593,24.1016,3.51706e-11,0.00725949,0.264636,0.28326,0.797251,0.336369,6.70815,8.21427,0.061064
325,486.254,1,5.145,19.7355,6.911,25.1769,6.88888e-11,0.028193,0.269099,0.277819,0.777064,0.337742,6.5383,8.00628,0.0599041
326,483.924,1,5.13603,19.5181,6.61357,26.409,7.28849e-11,0.00809065,0.274709,0.270785,0.768457,0.336429,6.83957,8.0299,0.0584048
327,476.485,1,5.1361,19.6828,6.61279,25.9816,2.65823e-11,0.0105548,0.267753,0.281078,0.787095,0.344019,6.85388,8.13672,0.0569259
328,478.218,1,5.1165,19.3884,6.78833,24.8393,5.36659e-12,0.0149424,0.260973,0.273961,0.792458,0.335308,6.72256,7.93069,0.0579303
329,471.583,1,5.13671,19.6738,6.48708,26.9059,5.37732e-12,0.0200407,0.261388,0.267024,0.781407,0.326818,7.01931,7.72988,0.0565368
330,470.576,1,5.14415,19.7725,6.61239,26.4418,2.62041e-12,0.0297817,0.265997,0.272079,0.79595,0.318543,6.84157,7.53416,0.0578273
331,470.688,1,5.13283,19.7152,6.33105,26.1937,6.15731e-13,0.045581,0.259941,0.26519,0.775796,0.310477,6.66834,7.34339,0.0581617
332,481.539,1,5.12081,19.4106,6.51083,24.7256,5.3297e-13,0.10824,0.260912,0.258475,0.791787,0.38134,7.10856,7.15745,0.0585194
333,472.989,1,5.14267,19.5786,6.42141,24.8954,1.10138e-12,0.0455707,0.263714,0.264189,0.803159,0.371684,6.92857,6.97622,0.0578536
334,467.018,1,5.14297,19.0767,6.91073,25.7676,2.01482e-12,0.0627768,0.271381,0.282301,0.83954,0.362273,6.88068,6.79958,0.0563887
335,473.998,1,5.12679,19.3317,6.96273,25.2711,6.47126e-12,0.107041,0.269951,0.275153,0.818283,0.3531,6.81258,6.62741,0.0576271
336,478.616,1,5.1471,19.257,6.73359,26.0319,3.19209e-11,0.0715958,0.277053,0.284423,0.797563,0.344159,7.25858,6.64161,0.0571677
337,481.085,1,5.14874,19.376,6.80121,25.4929,4.84662e-11,0.0521061,0.275915,0.277221,0.777369,0.352555,7.83498,6.47344,0.0582326
338,473.378,1,5.14675,20.0684,6.32724,26.1856,1.46381e-10,0.0391289,0.275649,0.270202,0.757685,0.343628,9.2869,6.30953,0.0567581
339,477.04,1,5.12023,19.9464,6.44225,26.4192,8.49659e-10,0.0485889,0.275741,0.26336,0.800685,0.334927,9.05175,6.14977,0.0579886
340,482.896,1,5.12744,19.812,6.24837,24.6915,1.43126e-09,0.0611101,0.268759,0.256692,0.780411,0.371829,9.29694,5.99405,0.0582257
341,489.959,1,5.12228,19.7274,6.13752,25.8747,1.81838e-09,0.0152815,0.26884,0.250192,0.760651,0.362414,9.92873,6.62633,0.0599965
342,480.404,1,5.14715,19.4529,6.51829,25.8953,3.65402e-09,0.00714178,0.262033,0.243857,0.741391,0.371513,9.67733,6.45855,0.0590143
343,473.566,1,5.17197,19.7124,6.61084,25.497,1.48155e-09,0.0052951,0.255398,0.237683,0.722618,0.362106,9.79263,6.29502,0.0580337
344,477.714,1,5.19434,20.0358,6.51736,23.5689,1.65626e-09,0.000989253,0.257229,0.248085,0.704321,0.352937,10.2314,6.81857,0.0565849
345,478.366,1,5.17166,20.1461,6.6471,23.6559,7.80132e-10,0.00148045,0.257481,0.258316,0.691186,0.346146,9.9723,7.23111,0.0559262
346,478.014,1,5.15318,20.1043,6.55651,24.3324,5.47778e-11,0.00574776,0.26046,0.260096,0.704408,0.337382,9.71979,7.04801,0.0572725
347,484.835,1,5.172,19.8302,6.52514,24.06,4.55434e-11,0.0100889,0.262129,0.287941,0.698227,0.328839,9.65251,6.86955,0.0596675
348,483.015,1,5.15745,19.8454,6.15706,24.404,1.37316e-11,0.00692593,0.256569,0.28065,0.748766,0.320513,9.4081,7.09005,0.0585672
349,494.563,1,5.13402,19.9944,5.83086,24.1619,1.2511e-11,0.00825304,0.257287,0.273544,0.73369,0.320306,10.1654,7.76782,0.0600412
350,484.782,1,5.12403,20.1693,5.98036,25.0128,1.89431e-11,0.0092632,0.26385,0.266617,0.715113,0.312196,9.90799,7.57113,0.0597301
351,484.522,1,5.12971,19.9066,6.02352,25.5366,4.14044e-11,0.00806573,0.261471,0.259866,0.709601,0.338205,9.65712,7.72568,0.0583782
352,492.37,1,5.1511,20.2365,6.1597,25.3366,6.3659e-10,0.000882553,0.266025,0.253286,0.758695,0.348482,9.41259,8.73107,0.0601069
353,500.238,2,5.11801,20.0472,5.98548,25.648,7.17829e-10,0.00205625,0.259289,0.25107,0.739484,0.358305,9.17426,8.68014,0.06132
354,497.493,2,5.10387,20.135,5.96615,26.5757,1.08781e-10,0.000949305,0.265004,0.244713,0.72076,0.349232,9.647,8.57802,0.0610542
355,485.257,2,5.14098,20.1307,6.02677,26.4998,2.82196e-11,0.00115625,0.263962,0.245204,0.74961,0.305264,7.9891,7.75354,0.0598531
356,489.519,2,5.12839,20.0644,6.16154,26.6648,2.24682e-11,0.000775742,0.265458,0.228538,0.762836,0.302391,8.54092,9.27802,0.0595087
357,489.036,2,5.1344,19.5437,6.59919,27.1541,1.43809e-11,0.00130715,0.257202,0.25181,0.805735,0.332662,7.98963,8.68442,0.0586848
358,499.571,2,5.12576,19.7414,6.3131,27.8881,2.10746e-11,0.0015022,0.258029,0.263547,0.851469,0.286512,8.39806,8.22732,0.0622107
359,501.121,2,5.08839,19.4563,6.26986,28.6326,3.61997e-11,0.00128481,0.260459,0.276299,0.847589,0.324315,8.92884,8.1831,0.0607869
360,499.8,2,5.12342,19.8876,6.29622,27.6079,1.56073e-11,0.00471891,0.260187,0.268532,0.807776,0.319543,9.26017,7.66328,0.0615684
361,502.359,2,5.11675,19.8916,6.05062,27.0298,1.19972e-11,0.00227932,0.256184,0.268102,0.805613,0.3152,9.53747,7.99451,0.0618541
362,495.078,2,5.10902,19.9952,5.91221,26.9178,1.30604e-11,0.00233473,0.261352,0.247416,0.776714,0.312318,9.45828,7.35807,0.0619064
363,490.222,2,5.14679,20.2869,6.14036,26.4055,3.761e-12,0.0011389,0.26181,0.256292,0.731109,0.319425,9.17972,6.82497,0.0613359
364,484.782,2,5.12777,20.1312,6.10139,26.6771,8.34874e-13,0.00184668,0.261373,0.252463,0.709967,0.305092,9.28216,6.52014,0.0608483
