iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1500.91,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1482.76,1,5.27683,30.1472,13.6644,65.2313,0.974679,0.974679,0.977153,1.12053,0.974679,0.974679
3,1457.37,1,4.90216,27.7187,10.9495,101.22,0.95,0.95,0.952411,1.09543,0.95,0.95
4,1452.99,1,4.43017,26.8112,11.996,120.278,0.925945,0.925945,0.928296,1.06769,0.925945,0.925945
5,1444.57,1,4.80886,31.2271,10.6033,120.599,0.9025,0.9025,0.904791,1.04066,0.9025,0.9025
6,1431.89,1,4.78241,25.332,7.99632,110.685,0.879648,0.879648,0.881881,1.01431,0.879648,0.879648
7,1423.63,1,4.4525,30.9891,8.1017,113.995,0.857375,0.857375,0.859551,0.988626,0.857375,0.857375
8,1399.22,1,4.7659,28.7597,8.88877,95.0107,0.835666,0.835666,0.837787,0.963593,0.835666,0.835666
9,1404.79,1,5.00049,28.3101,8.21392,100.801,0.814506,0.814506,0.936099,1.08302,0.814506,0.814506
10,1392.89,1,4.50602,25.2692,6.9584,105.696,0.793882,0.793882,1.00927,1.2231,0.793882,0.793882
11,1389.86,1,5.06279,26.2024,5.77245,83.9591,0.773781,0.773781,0.983713,1.3246,0.773781,0.773781
12,1371.61,1,4.93417,27.4109,5.45522,72.8929,0.754188,0.754188,0.958805,1.36807,0.754188,0.754188
13,1369.47,1,4.71197,24.9992,6.45927,95.3508,0.735092,0.735092,0.934527,1.40036,0.735092,0.735092
14,1362.56,1,4.61822,27.8974,5.70507,86.365,0.716479,0.716479,0.940971,1.3649,0.716479,0.716479
15,1343.64,1,4.90033,24.5932,6.13566,78.234,0.698337,0.698337,0.99456,1.33034,0.698337,0.698337
16,1338.37,1,5.12392,26.2652,7.1787,69.7989,0.680655,0.680655,0.969377,1.29666,0.680655,0.680655
17,1316.58,1,5.18792,24.4754,5.79939,78.6866,0.66342,0.66342,0.944832,1.26383,0.66342,0.66342
18,1306.17,1,4.9479,21.9772,5.42377,66.8213,0.646622,0.646622,0.920908,1.23182,0.646622,0.646622
19,1298.44,1,5.03378,25.4272,5.48609,68.0339,0.630249,0.630249,0.89759,1.20063,0.630249,0.630249
20,1282.48,1,5.2077,27.8005,5.26704,57.6985,0.614291,0.614291,0.889217,1.18897,0.614291,0.614291
21,1271.82,1,5.59601,26.1638,7.00764,48.8648,0.598737,0.598737,0.866701,1.15887,0.598737,0.598737
22,1249.06,1,5.45684,23.5618,6.6865,50.7809,0.583577,0.583577,0.844756,1.12952,0.583577,0.583577
23,1251.75,1,5.71314,23.3195,6.12221,45.4611,0.5688,0.5688,0.823366,1.10092,0.5688,0.5688
24,1244.82,1,5.32015,25.0485,5.71566,49.0096,0.554398,0.554398,0.802518,1.23869,0.554398,0.554398
25,1229.36,1,5.48009,23.8562,5.47486,50.3876,0.54036,0.54036,0.803617,1.20733,0.54036,0.54036
26,1216.87,1,5.25671,23.9174,4.79662,52.1757,0.526678,0.526678,0.783268,1.17676,0.526678,0.526678
27,1210.52,1,5.3574,24.2878,4.89613,52.5024,0.513342,0.513342,0.763436,1.14696,0.513342,0.513342
28,1195.36,1,5.37389,25.7311,4.44109,50.7153,0.500344,0.500344,0.744105,1.18739,0.500344,0.500344
29,1196.64,1,5.53045,25.8622,4.83906,47.2676,0.487675,0.487675,0.823992,1.15732,0.487675,0.487675
30,1182.37,1,5.49207,27.6702,4.11233,61.5599,0.475327,0.475327,0.803128,1.12802,0.475327,0.475327
31,1189.72,1,5.24835,28.2304,3.77196,70.1874,0.463291,0.463291,0.807203,1.09946,0.463291,0.463291
32,1176.65,1,5.31642,26.0797,3.44048,72.8117,0.45156,0.451772,0.857046,1.07162,0.45156,0.45156
33,1163.93,1,5.23082,25.0554,3.06424,69.8746,0.440127,0.440333,0.835346,1.04449,0.440127,0.440127
34,1159.06,1,5.10844,26.1638,3.32917,65.9056,0.428982,0.429183,0.814194,1.01804,0.428982,0.428982
35,1147.36,1,5.09712,25.6683,3.97491,71.3301,0.41812,0.418316,0.793578,0.992261,0.41812,0.41812
36,1141.26,1,5.12843,24.6414,4.29937,70.7386,0.407533,0.407724,0.84303,0.967137,0.407533,0.407533
37,1136.21,1,5.20107,24.3543,3.89809,68.3504,0.397214,0.3974,0.993574,0.99852,0.397214,0.397214
38,1129.5,1,5.24331,25.2121,3.63458,63.5172,0.387157,0.387338,0.968417,0.978509,0.387157,0.387157
39,1111.2,1,5.16745,24.514,3.57086,69.3357,0.377354,0.37753,0.943896,1.00533,0.377354,0.377354
40,1103.3,1,5.1977,24.5464,3.85649,68.8477,0.367799,0.367971,0.919996,0.979873,0.367799,0.367799
41,1100.79,1,5.4402,25.0183,3.75261,61.7121,0.358486,0.358654,0.919514,1.01965,0.358486,0.358486
42,1096.51,1,5.31344,26.4677,3.55465,67.0629,0.349409,0.349572,0.896231,0.993831,0.349409,0.349409
43,1083.15,1,5.32943,24.7904,3.6803,56.7076,0.340562,0.35288,0.873538,0.968667,0.340562,0.340562
44,1083.64,1,5.32168,24.4047,4.02541,61.6198,0.331938,0.343945,0.851419,0.944139,0.331938,0.331938
45,1073.34,1,5.20576,23.2971,4.83099,61.686,0.323534,0.335236,0.829861,1.03255,0.323534,0.323534
46,1060.2,1,5.34753,24.0131,4.62286,69.0206,0.315341,0.326748,0.808849,1.0064,0.315341,0.315341
47,1053.63,1,5.26451,23.5141,4.57961,65.4934,0.307357,0.318474,0.788368,0.980922,0.307357,0.307357
48,1046.63,1,5.38731,23.9101,4.66704,55.7923,0.299574,0.31041,0.768406,0.956085,0.299574,0.299574
49,1028.9,1,5.41283,25.4415,4.44201,63.2261,0.291989,0.30255,0.74895,0.931876,0.291989,0.291989
50,1026.03,1,5.46763,24.3995,4.67911,51.8405,0.284596,0.29489,0.729986,0.90828,0.284596,0.284596
51,1021.1,1,5.42541,24.7152,3.91524,55.9102,0.27739,0.287423,0.711502,0.885282,0.27739,0.27739
52,1015.66,1,5.33096,24.5438,4.19922,57.1476,0.270366,0.280145,0.693487,0.862866,0.270366,0.270366
53,1026.02,1,5.43804,24.2642,4.16777,53.3728,0.26352,0.273052,0.675927,0.845528,0.26352,0.26352
54,1016.97,1,5.34113,24.5865,3.61233,57.8496,0.256848,0.266138,0.704986,0.824119,0.256848,0.256848
55,1004.07,1,5.37872,25.1172,3.79921,57.914,0.250344,0.259399,0.687135,0.803252,0.250344,0.250344
56,1009.92,1,5.37037,25.2493,3.18138,54.1755,0.244005,0.267635,0.669737,0.799624,0.244005,0.244005
57,997.611,1,5.40013,24.5082,3.41783,56.4206,0.237827,0.260859,0.652779,0.779377,0.237827,0.237827
58,999.668,1,5.29622,23.6531,3.70463,58.703,0.231805,0.259715,0.643831,0.759643,0.239987,0.231805
59,998.764,1,5.31961,23.7139,3.55993,59.976,0.225936,0.253438,0.638712,0.740408,0.241545,0.225936
60,988.119,1,5.32781,24.6433,4.07755,61.4322,0.220215,0.253538,0.622539,0.72166,0.243742,0.220215
61,993.029,1,5.35613,24.2768,4.18402,64.6546,0.214639,0.270053,0.616267,0.748824,0.239775,0.215501
62,997.187,1,5.35479,24.2087,4.46291,64.247,0.219507,0.263215,0.631004,0.761888,0.245487,0.214739
63,988.65,1,5.363,24.1187,3.90405,58.4347,0.213949,0.263822,0.615027,0.786299,0.251623,0.209302
64,974.134,1,5.28143,24.2322,3.58968,63.3009,0.210464,0.257142,0.599454,0.766389,0.250634,0.204002
65,980.36,1,5.20926,24.1904,3.74707,63.337,0.228517,0.250631,0.584276,0.748352,0.26248,0.198837
66,973.036,1,5.3024,24.6739,3.94803,56.8176,0.234255,0.244285,0.569481,0.743885,0.26767,0.193802
67,972.719,1,5.39234,24.3336,3.71864,52.7654,0.228323,0.2381,0.555062,0.72505,0.277971,0.188895
68,978.024,1,5.36402,23.7939,3.86475,49.5896,0.234673,0.237835,0.547252,0.795253,0.281622,0.184112
69,978.762,1,5.3166,23.1139,4.37149,50.1995,0.253998,0.245597,0.595926,0.775116,0.295298,0.17945
70,967.289,1,5.33274,23.1594,4.28962,52.0005,0.261093,0.249161,0.580837,0.75549,0.292115,0.174906
71,961.962,1,5.36185,23.467,4.44458,51.9691,0.275618,0.242852,0.566129,0.736361,0.304146,0.170478
