Cl_pop,1,-0.0132,0.026,-0.186,-0.0407,-0.00295,0.0517,-0.276,-0.0392,0.041
V1_pop,-0.0132,1,-0.267,0.105,0.019,-0.161,-0.218,0.152,-0.112,0.194
Q_pop,0.026,-0.267,1,-0.099,-0.0224,0.185,0.0549,-0.0398,0.11,-0.259
V2_pop,-0.186,0.105,-0.099,1,0.0526,-0.0275,-0.0592,0.344,-0.0152,0.0522
omega_Cl,-0.0407,0.019,-0.0224,0.0526,1,0.0471,-0.0291,0.0563,0.0649,-0.0985
omega_V1,-0.00295,-0.161,0.185,-0.0275,0.0471,1,0.18,-0.00316,0.17,-0.406
omega_Q,0.0517,-0.218,0.0549,-0.0592,-0.0291,0.18,1,-0.165,-0.0198,-0.0206
omega_V2,-0.276,0.152,-0.0398,0.344,0.0563,-0.00316,-0.165,1,0.0443,-0.0555
a1,-0.0392,-0.112,0.11,-0.0152,0.0649,0.17,-0.0198,0.0443,1,-0.331
a2,0.041,0.194,-0.259,0.0522,-0.0985,-0.406,-0.0206,-0.0555,-0.331,1
