Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.56997,0.1431,10.6111,0.0151264,1.60555,0.0582082,11.127,0.00873704,All
2.73561,0.286199,11.6884,0.033003,2.87812,0.0861482,12.3139,0.0287074,All
2.90126,0.0178874,12.7657,0.0302527,4.15069,0.110596,13.5008,0.0287074,All
3.0669,0,13.8431,0.044004,5.42326,0.131551,14.6878,0.0399408,All
3.23255,0.0447186,14.9204,0.0316279,6.69583,0.116416,15.8747,0.0287074,All
3.39819,0.223593,15.9978,0.0302527,7.9684,0.0873124,17.0617,0.0262111,All
3.56384,0.178874,17.0751,0.0453791,9.24097,0.0686857,18.2486,0.0399408,All
3.72948,0,18.1525,0.0302527,10.5135,0.0500591,19.4356,0.0337,All
3.89513,0,19.2298,0.0632557,11.7861,0.0384174,20.6225,0.0461815,All
4.06077,0,20.3072,0.0935084,13.0587,0.01397,21.8094,0.0861223,All
4.22642,0,21.3845,0.0783821,14.3313,0.020955,22.9964,0.0761371,All
4.39206,0.0894372,22.4618,0.0962587,15.6038,0.00931332,24.1833,0.0848741,All
4.55771,0.24148,23.5392,0.10726,16.8764,0.00814915,25.3703,0.0998519,All
4.72335,0.178874,24.6165,0.0880079,18.149,0.00582082,26.5572,0.083626,All
4.889,0.509792,25.6939,0.0453791,19.4215,0.00232833,27.7442,0.0399408,All
5.05464,0.554511,26.7712,0.0275025,20.6941,0.00116416,28.9311,0.0224667,All
5.22029,0.366692,27.8486,0.0192517,21.9667,0.00349249,30.118,0.0199704,All
5.38593,0.259368,28.9259,0.022002,23.2392,0,31.305,0.0199704,All
5.55158,0.107325,30.0032,0.0137512,24.5118,0.00116416,32.4919,0.0149778,All
5.71722,0.339861,31.0806,0.011001,25.7844,0,33.6789,0.00624075,All
5.88287,0.429299,32.1579,0.00687562,27.057,0,34.8658,0.0112333,All
6.04851,0.527679,33.2353,0.00412537,28.3295,0,36.0528,0.00374445,All
6.21416,0.465073,34.3126,0.0055005,29.6021,0,37.2397,0.00124815,All
6.3798,0.45613,35.39,0.00962587,30.8747,0,38.4266,0.00998519,All
6.54545,0.45613,36.4673,0.00275025,32.1472,0,39.6136,0.00374445,All
6.71109,0.268312,37.5447,0.00412537,33.4198,0,40.8005,0.0049926,All
6.87674,0.116268,38.622,0.00412537,34.6924,0.00116416,41.9875,0.00374445,All
