iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1516.01,1,5.25947,6.10874,20.5065,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1498.7,1,4.52757,10.5847,32.6192,31.5395,0.974679,0.974679,0.393814,0.998761,1.46202,1.58675,1.46202,1.16962
3,1486.55,1,5.07925,10.3921,28.8698,28.8629,0.95,0.95,0.638389,0.998761,1.425,1.54657,1.425,1.14
4,1472.68,1,4.12644,12.8428,28.3175,28.5516,0.925945,0.925945,0.566182,0.998761,1.38892,1.51528,1.38892,1.11113
5,1463.37,1,4.05171,11.2146,31.269,30.7351,0.9025,0.9025,0.718654,0.998761,1.35375,1.47691,1.35375,1.083
6,1458.02,1,4.30289,10.7561,36.3835,34.7459,0.879648,0.879648,1.09385,0.998761,1.31947,1.57478,1.31947,1.05558
7,1451.47,1,4.57083,11.5179,36.5642,34.8293,0.857375,0.857375,0.993566,0.998761,1.28606,1.61859,1.28606,1.02885
8,1425.53,1,4.77435,10.855,35.0708,33.4858,0.835666,0.835666,0.748636,0.998761,1.2535,1.57761,1.2535,1.0028
9,1418.94,1,4.80659,8.40734,40.7251,38.0992,0.814506,0.814506,0.733497,0.998761,1.22176,1.53766,1.22176,0.977407
10,1400.05,1,5.4987,8.06962,34.3163,33.3608,0.793882,0.793882,0.310819,0.998761,1.19082,1.49873,1.19082,0.952659
11,1403.85,1,5.42338,7.0509,37.988,35.7491,0.773781,0.773781,0.5002,0.998761,1.16067,1.46078,1.16067,0.928537
12,1378.19,1,5.22948,7.22335,31.2975,30.7449,0.754188,0.754188,0.459869,0.998761,1.13128,1.42379,1.13128,0.905026
13,1370.1,1,5.30247,10.0919,30.9942,30.1769,0.735092,0.735092,0.636263,0.998761,1.10264,1.38774,1.10264,0.88211
14,1360.51,1,5.05099,8.13331,29.9485,29.2405,0.716479,0.716479,0.41008,0.998761,1.07472,1.48593,1.07472,0.859775
15,1349.51,1,5.13371,8.70592,28.5539,28.1108,0.698337,0.698337,0.646806,0.998761,1.04751,1.60917,1.04751,0.838005
16,1346.09,1,4.96206,8.92042,25.8798,25.8384,0.680655,0.680655,0.651909,0.998761,1.02098,1.81641,1.02098,0.816786
17,1331.47,1,5.00075,11.2262,24.1616,24.6501,0.66342,0.66342,0.503266,0.998761,0.995131,1.77042,0.995131,0.796105
18,1321.28,1,5.31362,10.5133,27.0485,26.8421,0.646622,0.646622,0.447756,0.998761,0.969933,1.89504,0.969933,0.775947
19,1312.28,1,4.9732,11.3626,26.362,26.1573,0.630249,0.630249,0.747138,0.998761,0.945374,1.90108,0.945374,0.756299
20,1298.79,1,5.18265,9.80859,25.3618,25.2853,0.614291,0.614291,0.636327,0.998761,0.921437,1.85295,0.921437,0.737149
21,1286.36,1,5.30206,13.0876,24.4388,24.7099,0.598737,0.598737,0.405383,0.998761,0.898105,1.80603,0.898105,0.718484
22,1275.48,1,5.23957,9.41954,26.5059,26.3812,0.583577,0.583577,0.266847,0.998761,0.875365,1.7603,0.875365,0.700292
23,1264.71,1,5.03696,7.12504,26.876,26.872,0.5688,0.5688,0.554717,0.998761,0.8532,1.71573,0.8532,0.68256
24,1245.6,1,5.37839,6.00816,26.8854,26.7325,0.554398,0.554398,0.584462,0.998761,0.831597,1.67229,0.831597,0.665277
25,1239.52,1,5.33738,5.39862,26.9064,26.6405,0.54036,0.54036,0.562808,0.998761,0.81054,1.62994,0.81054,0.648432
26,1231.04,1,5.33328,6.88366,27.8446,27.5339,0.526678,0.526678,0.389901,0.998761,0.790017,1.64922,0.790017,0.632013
27,1229.78,1,5.38653,7.75243,29.3119,28.5297,0.513342,0.513342,0.452946,0.998761,0.770013,1.71261,0.770013,0.61601
28,1202.83,1,5.41131,8.29212,26.7791,26.2868,0.500344,0.500344,0.416107,0.998761,0.750516,1.66925,0.750516,0.600413
29,1196.88,1,5.34018,8.52314,25.6201,25.1987,0.487675,0.487675,0.480528,0.998761,0.731512,1.76226,0.731512,0.58521
30,1177.58,1,5.40728,8.19218,24.4868,24.2402,0.475327,0.475327,0.488721,0.998761,0.71299,1.71764,0.71299,0.570392
31,1173.95,1,5.42975,6.80914,26.3368,25.4385,0.463291,0.463291,0.481948,0.998761,0.694937,1.67415,0.694937,0.555949
32,1162.04,1,5.36829,5.39913,24.749,24.1593,0.45156,0.45156,0.570069,0.998761,0.677341,1.63176,0.677341,0.541873
33,1154.97,1,5.31424,4.97375,24.2946,23.7622,0.440127,0.440127,0.595504,0.998761,0.66019,1.59044,0.66019,0.528152
34,1148.67,1,5.18644,6.48863,24.4518,23.8442,0.428982,0.428982,0.798128,0.998761,0.643474,1.55017,0.643474,0.514779
35,1136.71,1,5.30113,6.53166,24.8226,24.0513,0.41812,0.41812,0.577754,0.998761,0.627181,1.51092,0.627181,0.501744
36,1119.5,1,5.32005,8.24763,25.1915,24.4432,0.407533,0.407533,0.575496,0.998761,0.6113,1.47266,0.6113,0.48904
37,1121.78,1,5.32868,7.0159,24.6318,23.9325,0.397214,0.397214,0.497025,0.998761,0.595821,1.43537,0.595821,0.476657
38,1103.53,1,5.45081,7.30719,24.3305,23.7445,0.387157,0.387157,0.447287,0.998761,0.580735,1.39903,0.580735,0.464588
39,1082.49,1,5.47819,8.83515,24.7397,24.1491,0.377354,0.377354,0.548068,0.998761,0.56603,1.3636,0.56603,0.452824
40,1072.22,1,5.47277,7.72499,24.4115,23.9613,0.367799,0.367799,0.399286,0.998761,0.551698,1.32908,0.551698,0.441359
41,1064.19,1,5.4654,8.10593,23.5167,23.3486,0.358486,0.358486,0.423961,0.998761,0.537729,1.29542,0.537729,0.430183
42,1049.43,1,5.38958,7.76243,23.9198,23.8047,0.349409,0.349409,0.517719,0.998761,0.524113,1.26262,0.524113,0.419291
43,1044.69,1,5.43112,9.3275,24.1188,24.0126,0.340562,0.340562,0.3948,0.998761,0.510842,1.23065,0.510842,0.408674
44,1035.59,1,5.48123,9.0105,23.8964,23.9058,0.331938,0.331938,0.403675,0.998761,0.497908,1.19949,0.497908,0.398326
45,1028.41,1,5.46724,8.75782,23.2872,23.3674,0.323534,0.323534,0.379825,0.998761,0.4853,1.16912,0.4853,0.38824
46,1012.4,1,5.40824,7.22528,23.2746,23.4133,0.315341,0.315341,0.543463,0.998761,0.473012,1.13952,0.473012,0.37841
47,1004.61,1,5.44203,7.11227,23.2819,23.4738,0.307357,0.307357,0.5121,0.998761,0.461035,1.11066,0.461035,0.368828
48,1005.17,1,5.33931,5.95788,23.2352,23.41,0.299574,0.299574,0.522149,0.998761,0.449362,1.08254,0.449362,0.359489
49,993.261,1,5.28245,5.68026,22.8942,23.0995,0.291989,0.291989,0.582493,0.998761,0.437984,1.05513,0.437984,0.350387
50,985.569,1,5.37284,6.22643,22.4987,22.8132,0.284596,0.284596,0.557615,0.998761,0.426894,1.02841,0.426894,0.341515
