simulations,OFV
500,972.987
1000,973.08
1500,973.665
2000,972.389
2500,972.552
3000,972.933
3500,973.271
4000,973.08
4500,973.531
5000,973.851
5500,973.291
6000,973.417
6500,973.578
7000,973.923
7500,973.959
8000,974.216
8500,974.482
9000,974.267
9500,974.302
10000,974.134
10500,974.106
11000,974.369
11500,974.378
12000,974.442
12500,974.409
13000,974.494
13500,974.554
14000,974.637
14500,974.65
15000,974.652
15500,974.755
16000,974.812
16500,974.75
17000,974.674
17500,974.758
18000,974.61
18500,974.687
19000,974.731
19500,974.739
20000,974.493
20500,974.484
21000,974.402
21500,974.303
22000,974.262
22500,974.287
23000,974.19
23500,974.172
24000,974.123
24500,974.15
25000,974.117
25500,974.138
26000,974.169
26500,974.171
27000,974.157
27500,974.107
28000,974.124
28500,974.096
29000,974.045
29500,974.057
30000,974.004
