iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2022.04,1,2.59104,5.76621,10.5064,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,2002.27,1,2.88073,7.34317,9.77912,38.4103,2.92404,2.92404,0,1.46202,1.63842,1.54893,1.46202
3,1986.46,1,4.16517,8.73789,12.4711,58.172,2.85,2.85,0,1.425,1.59693,1.50971,1.48821
4,1963.12,1,3.03898,12.4116,18.6977,88.0732,2.77784,2.77784,0,1.38892,1.55649,1.47149,1.45053
5,1962.85,1,3.37187,13.408,25.975,95.1965,2.7075,2.7075,0,1.35375,1.51708,1.58804,1.4138
6,1957.59,1,3.31123,10.071,25.185,114.015,2.63894,2.63894,0,1.31947,1.6015,1.57065,1.37801
7,1937.64,1,2.80987,9.82957,36.4506,148.793,2.57212,2.57212,0,1.28606,1.56095,1.53088,1.34311
8,1925.55,1,2.4561,10.9577,45.9624,146.091,2.507,2.507,0,1.2535,1.52143,1.49212,1.30911
9,1928.63,1,2.29882,8.95928,57.7467,157.305,2.44352,2.44352,0,1.22176,1.69864,1.5136,1.27596
10,1921.61,1,1.82183,10.1813,49.407,189.708,2.38165,2.38165,0,1.19082,1.79494,1.47528,1.24365
11,1909.75,1,2.0708,8.07806,65.8954,184.826,2.32134,2.32134,0,1.18882,1.74949,1.43792,1.24016
12,1886.94,1,1.97336,8.12097,64.365,189.011,2.26257,2.26257,0,1.15871,1.7052,1.40151,1.20876
13,1883.42,1,2.23176,13.5373,48.1881,310.149,2.20528,2.20528,0,1.12938,1.8336,1.36603,1.18463
14,1868.63,1,1.96342,10.159,52.6146,272.771,2.14944,2.14944,0,1.10078,1.93462,1.33144,1.15463
15,1854.16,1,1.73135,12.0005,48.2498,277.588,2.09501,2.09501,0,1.07291,1.88564,1.29773,1.1254
16,1853.22,1,1.62664,15.1147,42.2214,238.704,2.04197,2.04197,0,1.04574,1.83789,1.26487,1.14167
17,1834.4,1,1.72419,10.0291,33.7294,242.341,1.99026,1.99026,0,1.01926,1.79136,1.23284,1.11276
18,1829.4,1,1.5808,13.0926,30.9788,247.185,1.93987,1.93987,0,1.00704,1.746,1.20162,1.20749
19,1805.93,1,2.07461,12.7165,33.5581,249.289,1.89075,1.89075,0,0.981545,1.70179,1.1712,1.17691
20,1799.82,1,2.04947,10.2313,30.6116,233.273,1.84287,1.84287,0,0.956692,1.6587,1.14154,1.1882
21,1797.67,1,2.23184,15.0564,30.6338,210.96,1.79621,1.79621,0,0.932468,1.6167,1.15621,1.15811
22,1774.17,1,2.37535,16.828,29.4386,223.355,1.75073,1.75073,0,0.908858,1.57576,1.12693,1.12879
23,1772.19,1,2.04709,13.9345,28.158,264.835,1.7064,1.7064,0,0.885845,1.69739,1.0984,1.10021
24,1756.08,1,2.09689,12.6887,32.1517,307.344,1.66319,1.66319,0,0.863415,1.65832,1.07058,1.07235
25,1743.72,1,2.54338,9.28691,27.8761,326.453,1.62108,1.62108,0,0.841553,1.61633,1.04348,1.0452
26,1728.12,1,2.62627,12.0123,33.2385,332.938,1.58003,1.58003,0,0.820244,1.5754,1.01705,1.01873
27,1721.76,1,2.90878,10.0957,28.5951,296.35,1.54003,1.54003,0,0.799475,1.67205,0.991302,0.992938
28,1698.91,1,2.9232,8.39914,39.955,265.105,1.50103,1.50103,0,0.779232,1.62971,0.966201,0.967797
29,1699.14,1,3.09235,7.62454,34.2755,232.861,1.46302,1.46302,0,0.759501,1.58845,0.941737,0.943291
30,1687.83,1,3.33642,7.54446,30.2967,281.014,1.42598,1.42598,0,0.74027,1.54823,0.965446,0.919407
31,1676.1,1,2.83931,6.41387,32.8964,263.596,1.38987,1.38987,0,0.721526,1.50903,0.941,0.896127
32,1665.71,1,2.73973,7.07063,33.2564,255.55,1.35468,1.35468,0,0.703257,1.47082,0.954027,0.873436
33,1648.2,1,3.40773,6.85545,34.1606,210.453,1.32038,1.32038,0,0.68545,1.43358,0.92987,0.851321
34,1640.95,1,3.50136,7.57176,37.8212,210.398,1.28695,1.28695,0,0.668094,1.45431,0.906326,0.829765
35,1625.26,1,3.87078,9.21534,33.7834,221.115,1.25436,1.25436,0,0.651177,1.41749,0.883377,0.808755
36,1621.46,1,3.42613,12.1913,32.1834,216.803,1.2226,1.2226,0,0.634689,1.53402,0.861009,0.788276
37,1614.1,1,3.24044,10.8598,37.4749,212.245,1.19164,1.19164,0,0.618618,1.49518,0.839208,0.806954
38,1610.65,1,3.3106,10.4804,36.679,185.124,1.16147,1.16147,0,0.669821,1.45732,0.862023,0.786522
39,1587.45,1,3.69776,7.858,37.5491,182.027,1.13206,1.13206,0,0.652861,1.42042,0.840196,0.766607
40,1571.81,1,3.6271,9.49245,34.9992,200.896,1.1034,1.1034,0,0.63633,1.42464,0.818922,0.747196
41,1565.91,1,3.66537,11.8721,35.8046,198.255,1.07546,1.07546,0,0.620218,1.38857,0.798186,0.728276
42,1547.29,1,3.89635,8.79001,29.4252,184.16,1.04823,1.04823,0,0.604514,1.35341,0.777976,0.764454
43,1529.94,1,4.00977,7.40762,26.5815,168.53,1.02168,1.02168,0,0.589207,1.31914,0.758277,0.745098
44,1521.1,1,3.96099,7.43682,28.495,166.654,0.995815,0.995815,0,0.574288,1.28574,0.739077,0.726232
45,1519.68,1,3.9,7.47271,26.9608,145.13,0.970601,0.970601,0,0.559747,1.27083,0.762021,0.707843
46,1510.79,1,3.52794,5.15382,28.4232,167.053,0.946024,0.946024,0,0.545574,1.28187,0.742726,0.68992
47,1492.43,1,3.59308,7.24041,25.5971,176.265,0.922071,0.922071,0,0.53176,1.24941,0.72392,0.672451
48,1473.26,1,3.83608,7.30526,24.7513,181.524,0.898723,0.898723,0,0.518295,1.22607,0.70559,0.655424
49,1475.73,1,3.49182,7.01343,26.3516,196.041,0.875967,0.875967,0,0.505172,1.19503,0.687724,0.638828
50,1457.19,1,3.6059,7.30481,28.5612,211.255,0.853787,0.853787,0,0.49238,1.28624,0.67031,0.622653
51,1443.13,1,3.78189,5.94225,34.0181,216.63,0.832169,0.832169,0,0.479913,1.25368,0.653338,0.606887
52,1438.36,1,3.61704,5.79143,29.556,188.34,0.811098,0.811098,0,0.467761,1.22193,0.636795,0.59152
53,1432.42,1,3.65603,5.81462,26.9006,197.98,0.79056,0.79056,0,0.455917,1.19365,0.620671,0.576543
54,1423.2,1,3.83999,4.29783,26.5915,185.028,0.770543,0.770543,0,0.444373,1.22405,0.604955,0.561944
55,1400.7,1,3.81797,4.7532,27.8235,200.207,0.751032,0.751032,0,0.433121,1.19306,0.589637,0.547715
56,1399.85,1,3.90132,4.30925,28.749,186.024,0.732016,0.732016,0,0.422155,1.16285,0.574707,0.556465
57,1384.19,1,4.01644,3.85499,29.6799,183.823,0.713481,0.713481,0,0.411465,1.1334,0.560155,0.558049
58,1374.2,1,3.64932,4.1117,26.6945,191.271,0.695415,0.695415,0,0.401047,1.1047,0.545972,0.543919
59,1358.06,1,3.5921,4.07345,25.8813,195.873,0.677807,0.677807,0,0.390892,1.07673,0.532148,0.566939
60,1346.91,1,3.77326,4.50828,25.7824,183.802,0.660644,0.660644,0,0.380994,1.04947,0.518673,0.552584
61,1332.38,1,4.12608,5.36231,27.0578,186.37,0.643916,0.643916,0,0.371348,1.0229,0.50554,0.538592
62,1319.05,1,4.13433,5.76247,26.0508,168.068,0.627612,0.627612,0,0.361945,0.996995,0.49274,0.524955
63,1310,1,4.12347,4.55168,26.1582,169.48,0.61172,0.61172,0,0.35278,0.971751,0.480263,0.511663
64,1299.61,1,3.8701,4.47673,27.1715,161.365,0.596231,0.596231,0,0.343848,0.947146,0.468103,0.503496
65,1280.27,1,3.893,4.75649,29.1476,182.084,0.581134,0.581134,0,0.335141,0.923163,0.45625,0.548447
66,1277.59,1,3.96609,5.09726,27.7371,184.764,0.56642,0.56642,0,0.326655,0.899788,0.444698,0.548603
67,1262.73,1,3.92621,4.80223,29.1908,195.156,0.552078,0.552078,0,0.318384,0.877005,0.433438,0.534712
68,1245.15,1,4.25355,4.51603,29.1123,178.313,0.538099,0.538099,0,0.310322,0.854799,0.422463,0.521173
69,1254.45,1,4.11576,4.82863,28.6688,186.17,0.524474,0.524474,0,0.302465,0.841742,0.411766,0.522742
70,1235.8,1,3.98095,4.57071,29.0832,191.233,0.511194,0.511194,0,0.294806,0.820429,0.40134,0.54832
71,1227.51,1,3.98739,4.51358,29.0518,218.662,0.49825,0.49825,0,0.287342,0.799655,0.391177,0.582399
72,1227.07,1,4.02632,3.36095,29.4291,210.615,0.485634,0.485634,0,0.280066,0.781618,0.381273,0.626085
73,1217.55,1,3.92924,4.12433,28.0013,190.319,0.473338,0.473338,0,0.272975,0.770371,0.371619,0.610232
74,1197.99,1,3.89537,4.60012,28.3202,189.23,0.461352,0.461352,0,0.266063,0.750865,0.362209,0.594781
75,1186.18,1,3.98586,4.26061,27.6496,209.564,0.449671,0.449671,0,0.259326,0.731853,0.353038,0.609949
76,1171.68,1,3.99934,4.14199,28.3832,198.03,0.438285,0.438285,0,0.25276,0.713322,0.344099,0.597842
77,1173.47,1,3.99063,3.61163,28.3356,212.118,0.427187,0.427187,0,0.248988,0.74101,0.335386,0.582704
78,1152.23,1,3.94212,2.9802,28.6493,212.774,0.416371,0.416371,-0.0950303,0.242684,0.722247,0.326894,0.56795
79,1148.72,1,3.9658,3.06211,27.8769,211.235,0.405828,0.405828,0.000813917,0.250395,0.703959,0.318616,0.553569
80,1139.04,1,3.92017,3.23045,27.8455,225.975,0.395552,0.395552,0.219843,0.244055,0.686134,0.310549,0.581713
81,1139.78,1,3.85927,3.68398,26.9213,225.365,0.385536,0.385536,0.00228797,0.238351,0.67234,0.302709,0.566983
82,1128.33,1,3.90393,3.06193,26.9031,224.211,0.375774,0.375774,-0.0658729,0.232315,0.655316,0.295044,0.552627
83,1120.37,1,3.84954,3.33095,27.6332,209.119,0.36626,0.36626,-0.131314,0.238879,0.638723,0.287573,0.649083
84,1106.82,1,3.85306,3.48331,26.8391,201.683,0.356986,0.356986,0.000965833,0.242617,0.62255,0.280292,0.632648
85,1092.76,1,3.9174,4.01913,29.0574,199.44,0.347947,0.347947,-0.119076,0.236474,0.606787,0.273195,0.616629
86,1070.17,1,3.96943,3.77438,26.4795,173.85,0.339136,0.339136,-0.264437,0.230487,0.591423,0.266277,0.601016
87,1078.56,1,4.08935,3.66407,26.8731,159.823,0.330549,0.330549,-0.232005,0.22465,0.576448,0.259535,0.669056
88,1062.74,1,4.24815,3.91621,26.151,149.926,0.32218,0.32218,-0.175792,0.218962,0.561852,0.252963,0.652116
89,1063.77,1,4.14188,4.28283,25.6823,148.025,0.314022,0.314022,-0.140593,0.213418,0.547625,0.249714,0.677295
90,1056.73,1,4.11139,3.78825,26.1469,147.526,0.306071,0.306071,-0.169098,0.208014,0.533759,0.257714,0.748315
91,1048.87,1,4.17373,3.98484,26.2894,147.365,0.298321,0.298321,-0.0215908,0.205118,0.520244,0.251189,0.778572
92,1048.3,1,4.18764,4.02725,26.0092,149.626,0.290767,0.290767,-0.0888299,0.199924,0.507071,0.244829,0.822034
93,1036.78,1,4.22639,4.36018,27.2973,134.794,0.283405,0.283405,-0.146828,0.194862,0.494232,0.238629,0.801219
94,1035.45,1,4.27847,4.2317,27.0909,131.8,0.276229,0.276229,-0.31459,0.190021,0.481718,0.232587,0.780932
95,1012.03,1,4.24497,4.28508,26.6178,136.055,0.269234,0.269234,-0.531845,0.18925,0.46952,0.226698,0.761158
96,997.412,1,4.25912,4.54893,26.2717,131.67,0.262417,0.262417,-0.547568,0.196091,0.457632,0.220958,0.741885
97,1002.42,1,4.18601,4.58901,26.0376,136.575,0.255773,0.255773,-0.489829,0.212806,0.446044,0.215363,0.7231
98,1001.9,1,4.09853,4.77946,26.0391,153.814,0.249296,0.249296,-0.359417,0.219802,0.43475,0.20991,0.742326
