simulations,OFV
500,1426.16
1000,1426.76
1500,1427.19
2000,1426.75
2500,1428.21
3000,1428.26
3500,1427.77
4000,1427.88
4500,1428.41
5000,1428.14
5500,1427.85
6000,1428.24
6500,1428.14
7000,1427.99
7500,1428.36
8000,1428.46
8500,1428.79
9000,1428.71
9500,1428.66
10000,1428.3
10500,1428.23
11000,1428.41
11500,1428.54
12000,1427.79
12500,1427.21
13000,1427.2
13500,1427.26
14000,1427.28
14500,1427.12
15000,1427.24
15500,1427.22
16000,1427.44
16500,1427.34
17000,1427.45
17500,1427.47
18000,1427.36
18500,1427.47
19000,1427.16
19500,1427.12
20000,1426.91
20500,1426.95
21000,1426.7
21500,1426.77
22000,1426.88
22500,1426.73
23000,1426.7
23500,1426.78
24000,1426.75
24500,1426.59
25000,1426.71
25500,1426.8
26000,1426.59
26500,1426.69
27000,1426.67
27500,1426.69
28000,1426.79
28500,1426.82
29000,1426.91
29500,1427
30000,1427.09
