Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.83485,0,8.28517,0,1.2008,0,6.62602,0,All
2.22757,0.00714286,11.2724,0.00714286,1.48795,0.00714286,7.63811,0.00714286,All
2.4554,0.0142857,11.6355,0.0142857,1.65732,0.0142857,7.69206,0.0142857,All
2.53144,0.0214286,11.8904,0.0214286,1.74367,0.0214286,8.83553,0.0214286,All
2.54208,0.0285714,12.3904,0.0285714,1.80084,0.0285714,9.30653,0.0285714,All
2.55656,0.0357143,12.4167,0.0357143,1.8837,0.0357143,9.915,0.0357143,All
2.5639,0.0428571,13.0003,0.0428571,1.88713,0.0428571,9.99144,0.0428571,All
2.59105,0.05,13.05,0.05,1.91962,0.05,10.3156,0.05,All
2.62493,0.0571429,13.6055,0.0571429,1.99902,0.0571429,10.5745,0.0571429,All
2.70669,0.0642857,13.7894,0.0642857,2.03152,0.0642857,11.6474,0.0642857,All
2.75487,0.0714286,13.8654,0.0714286,2.2034,0.0714286,12.3053,0.0714286,All
3.05684,0.0785714,14.4024,0.0785714,2.21713,0.0785714,12.9075,0.0785714,All
3.09597,0.0857143,14.8165,0.0857143,2.23099,0.0857143,13.3443,0.0857143,All
3.32459,0.0928571,14.873,0.0928571,2.23735,0.0928571,13.6379,0.0928571,All
3.34194,0.1,15.0497,0.1,2.29565,0.1,13.7426,0.1,All
3.42838,0.107143,15.4329,0.107143,2.33865,0.107143,13.7605,0.107143,All
3.46174,0.114286,15.5302,0.114286,2.34422,0.114286,14.5293,0.114286,All
3.4629,0.121429,15.6975,0.121429,2.35214,0.121429,14.9086,0.121429,All
3.54442,0.128571,15.7646,0.128571,2.37396,0.128571,14.9168,0.128571,All
3.57225,0.135714,15.7899,0.135714,2.37838,0.135714,14.9975,0.135714,All
3.58265,0.142857,15.9741,0.142857,2.38786,0.142857,15.587,0.142857,All
4.0342,0.15,16.3256,0.15,2.3896,0.15,15.6549,0.15,All
4.13534,0.157143,16.5331,0.157143,2.41586,0.157143,17.6017,0.157143,All
4.13968,0.164286,16.8669,0.164286,2.42529,0.164286,17.6136,0.164286,All
4.20493,0.171429,17.1128,0.171429,2.49704,0.171429,17.7373,0.171429,All
4.35926,0.178571,17.3125,0.178571,2.65648,0.178571,17.7616,0.178571,All
4.38315,0.185714,17.6651,0.185714,2.67138,0.185714,17.9551,0.185714,All
4.43893,0.192857,17.6796,0.192857,2.75436,0.192857,18.1351,0.192857,All
4.46266,0.2,17.7483,0.2,2.79289,0.2,18.8613,0.2,All
4.50005,0.207143,17.777,0.207143,2.82566,0.207143,19.6615,0.207143,All
4.50503,0.214286,17.7855,0.214286,2.8643,0.214286,19.7383,0.214286,All
4.58497,0.221429,17.8251,0.221429,3.01073,0.221429,20.0043,0.221429,All
4.6054,0.228571,18.197,0.228571,3.02417,0.228571,20.2014,0.228571,All
4.62525,0.235714,18.2773,0.235714,3.02892,0.235714,20.4125,0.235714,All
4.66616,0.242857,18.3024,0.242857,3.05672,0.242857,20.6426,0.242857,All
4.67563,0.25,18.3977,0.25,3.42743,0.25,20.6576,0.25,All
4.67909,0.257143,18.4065,0.257143,3.49781,0.257143,20.9914,0.257143,All
4.70518,0.264286,18.5686,0.264286,3.52727,0.264286,21.1587,0.264286,All
4.70771,0.271429,18.7427,0.271429,3.52806,0.271429,21.2195,0.271429,All
4.71519,0.278571,18.9189,0.278571,3.79529,0.278571,21.3076,0.278571,All
4.72576,0.285714,19.1728,0.285714,3.81551,0.285714,22.0969,0.285714,All
4.77098,0.292857,19.2437,0.292857,3.82596,0.292857,22.273,0.292857,All
4.7767,0.3,19.3092,0.3,3.92053,0.3,22.3382,0.3,All
4.785,0.307143,19.4943,0.307143,4.0428,0.307143,22.6006,0.307143,All
4.80982,0.314286,19.5,0.314286,4.10357,0.314286,22.8415,0.314286,All
4.81329,0.321429,19.9346,0.321429,4.14987,0.321429,23.5396,0.321429,All
4.81356,0.328571,19.9922,0.328571,4.15491,0.328571,23.7811,0.328571,All
4.82483,0.335714,20.2017,0.335714,4.18907,0.335714,23.9563,0.335714,All
4.83638,0.342857,20.4448,0.342857,4.24933,0.342857,23.9719,0.342857,All
4.85284,0.35,20.457,0.35,4.38332,0.35,24.1513,0.35,All
4.86511,0.357143,20.4842,0.357143,4.40797,0.357143,24.4355,0.357143,All
4.86665,0.364286,20.5885,0.364286,4.47405,0.364286,24.6261,0.364286,All
4.86879,0.371429,20.7904,0.371429,4.48557,0.371429,24.8374,0.371429,All
4.8785,0.378571,20.9378,0.378571,4.57655,0.378571,24.8848,0.378571,All
4.89957,0.385714,21.526,0.385714,4.62398,0.385714,24.9945,0.385714,All
4.91567,0.392857,21.677,0.392857,4.69167,0.392857,24.9971,0.392857,All
4.91839,0.4,21.7303,0.4,4.7302,0.4,25.7127,0.4,All
4.972,0.407143,21.8149,0.407143,4.75535,0.407143,25.9419,0.407143,All
4.97735,0.414286,21.9161,0.414286,4.84167,0.414286,26.1019,0.414286,All
4.98526,0.421429,21.9843,0.421429,4.84903,0.421429,26.1865,0.421429,All
4.99418,0.428571,22.0183,0.428571,4.91866,0.428571,26.7015,0.428571,All
5.00957,0.435714,22.0278,0.435714,4.92978,0.435714,26.8328,0.435714,All
5.01235,0.442857,22.2305,0.442857,4.94079,0.442857,27.8846,0.442857,All
5.07256,0.45,22.2854,0.45,4.94906,0.45,28.0837,0.45,All
5.08125,0.457143,22.4725,0.457143,4.978,0.457143,28.1359,0.457143,All
5.10449,0.464286,22.5908,0.464286,4.98363,0.464286,28.1621,0.464286,All
5.12421,0.471429,22.6255,0.471429,4.998,0.471429,28.8469,0.471429,All
5.13609,0.478571,22.6819,0.478571,5.0962,0.478571,28.8823,0.478571,All
5.18108,0.485714,22.9676,0.485714,5.11296,0.485714,29.2478,0.485714,All
5.18785,0.492857,22.9977,0.492857,5.13129,0.492857,29.4014,0.492857,All
5.2397,0.5,23.0444,0.5,5.19786,0.5,29.7181,0.5,All
5.27429,0.507143,23.057,0.507143,5.22514,0.507143,29.9108,0.507143,All
5.31036,0.514286,23.1452,0.514286,5.24413,0.514286,29.9742,0.514286,All
5.38358,0.521429,23.1931,0.521429,5.25457,0.521429,30.1067,0.521429,All
5.40223,0.528571,23.4102,0.528571,5.32086,0.528571,30.1374,0.528571,All
5.40652,0.535714,23.4111,0.535714,5.32227,0.535714,30.3711,0.535714,All
5.46131,0.542857,23.4577,0.542857,5.51515,0.542857,30.5889,0.542857,All
5.50138,0.55,23.486,0.55,5.56698,0.55,30.7333,0.55,All
5.55623,0.557143,23.4889,0.557143,5.65787,0.557143,30.7799,0.557143,All
5.57137,0.564286,23.5991,0.564286,5.73155,0.564286,31.4003,0.564286,All
5.59497,0.571429,23.6036,0.571429,5.73773,0.571429,31.6347,0.571429,All
5.63427,0.578571,23.6887,0.578571,5.76923,0.578571,32.6365,0.578571,All
5.66558,0.585714,23.7885,0.585714,5.79364,0.585714,32.6855,0.585714,All
5.67221,0.592857,23.8174,0.592857,5.83746,0.592857,32.9585,0.592857,All
5.7029,0.6,23.8985,0.6,5.86902,0.6,33.1896,0.6,All
5.72586,0.607143,23.932,0.607143,5.87298,0.607143,33.9627,0.607143,All
5.74055,0.614286,23.9805,0.614286,5.87446,0.614286,34.1503,0.614286,All
5.77571,0.621429,24.012,0.621429,5.91402,0.621429,34.7664,0.621429,All
