parameter,value
f_pop,0.819998238799165
Cl_pop,9.8826334290487
V1_pop,44.3435991225889
Q_pop,11.5065901168345
V2_pop,55.3812248864791
omega_f,0.254696290659272
omega_Cl,0.331016932740011
omega_V1,0.100588698765873
omega_Q,1.0597483966918
omega_V2,0.389040912572509
a1,3.56871781152513e-5
b1,0.0989429160020611
a2,0.225145700705715
b2,0.141491268127117
