rep,id,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.132457372110353,-0.0141204239365869,0.172488200718019,-0.0309900714742839
2,1,-0.0437620524116609,0.118538362620955,0.192080546997675,0.163336606943552
3,1,-0.0738959121173308,0.0257102139143779,0.258989628799777,0.0616880925085201
4,1,-0.0853257459446235,0.0144126610335484,0.330807306399055,0.00734446728051763
1,2,-0.0884367291769794,0.313698532618883,0.300031013225426,0.383326388196518
2,2,-0.0641770887655255,0.111202351416152,0.424993253226192,0.138967621970716
3,2,-0.0769325193335306,0.0573709568245078,0.472566301652298,0.0752315844182934
4,2,-0.122694515683829,0.165765422744528,0.128636841672794,0.234185962204322
1,3,-0.470163538680098,-0.255218094247381,-0.64687212423873,-0.327227268413081
2,3,-0.458967552104919,-0.122311829968751,-0.740223206102321,-0.142929219519223
3,3,-0.422006007989855,-0.260434578310441,-0.553496829852331,-0.334663412375088
4,3,-0.417146544757184,-0.231154570036958,-0.0183494830666127,-0.311650764323528
1,4,0.0856040168259931,-0.586917297487095,-0.657475087523702,-0.754754957822881
2,4,0.0481396764305444,-0.596547011236706,-0.86993368123234,-0.772422978770498
3,4,0.0808257018317748,-0.613423571512479,-0.647387272347445,-0.805682190177096
4,4,0.0373325532040076,-0.634518150072644,-0.883338248062466,-0.814565190313992
1,5,-0.179889412775881,0.0585341925011615,0.235294764040074,0.0804940190377117
2,5,-0.185888623851344,-0.0689794988918533,0.440897586124929,-0.110770074761041
3,5,-0.187107788312238,0.238325771155213,-0.212493956529575,0.294950860561181
4,5,-0.189408208700764,-0.0492864011142848,0.80130915632107,-0.0330653194832586
1,6,0.124508627559446,0.551227021991664,1.42756786476244,0.706771928116132
2,6,0.0654872122836441,0.563219542680172,0.424002821669994,0.701898775577868
3,6,0.0827059477839391,0.638808898712709,0.132002977268824,0.82554001176955
4,6,0.135824081123062,0.360160589545925,1.02085017847532,0.447732871442017
1,7,0.192052409000786,0.157740406670997,-0.39136520157552,0.202332695369442
2,7,0.198118856521293,0.25400627506414,-0.260809543952489,0.302607238192067
3,7,0.222065631721835,-0.00900015549420052,0.385313224565394,-0.0172113319846492
4,7,0.167536862683888,0.172082446974358,-0.236703820817023,0.240743665654295
1,8,-0.0299882512484624,-0.207187825642044,0.154233938324283,-0.254378771662386
2,8,-0.0587261683910643,-0.445654087055233,0.480479778229099,-0.567421899606158
3,8,-0.0585162458434514,-0.409677770898053,0.49271911856496,-0.511721672939209
4,8,-0.0467298907236451,-0.322999916780157,0.0865988275467968,-0.427649648188233
1,9,-0.441747727661442,-0.486787507360035,0.203397231783806,-0.617481338394711
2,9,-0.470021872557582,-0.0290844591889918,-0.473087449176173,-0.00617926138259994
3,9,-0.480304443483055,-0.213183059585516,-1.11237843744568,-0.293268917609997
4,9,-0.429406093094231,-0.251422819710406,-0.380960469004317,-0.298000068763844
1,10,0.21129798436731,0.116055941327245,-0.505397881611002,0.126974663783076
2,10,0.240524588001144,0.0166699706503262,0.319068096521485,0.00808081907542624
3,10,0.224200891998439,0.0242995870648719,-0.211529195395189,0.02809232024069
4,10,0.149132071888447,-0.008483262234388,-0.420598743716651,-0.0242173907287233
1,11,0.175166291199881,0.0297627667384455,-0.159777585410094,0.0231674676737135
2,11,0.201314264021829,0.157617626421045,-0.050798379552254,0.200612007692721
3,11,0.222574452481057,0.247319010181757,-0.435253861365392,0.318294078752051
4,11,0.243210382010124,0.0761864795794698,0.476675874777078,0.0834893937328585
1,12,0.203298931806156,0.343075536678725,-0.342382638924219,0.448260295682098
2,12,0.162879117444887,0.0687527455505386,0.478332991377531,0.109326968028009
3,12,0.146752890856943,0.207135810740892,-0.0649380805885302,0.250014542300622
4,12,0.152391487883213,0.217072035818485,-0.309826990696134,0.284054379364332
1,13,0.172014969194297,-0.00635877508503269,0.0275086335739303,-0.027112998605896
2,13,0.203163654093907,0.217421116053139,-0.553661236771023,0.248688392218044
3,13,0.196440842873623,0.101057792079622,-0.028760042642797,0.122451746255829
4,13,0.216161557783392,-0.0264951356695073,0.558807614206291,-0.0347642021092729
1,14,0.205959447502773,0.062203478723899,0.176935422721558,0.0710909454110995
2,14,0.194009464792996,0.0964328670321644,-0.245832803296247,0.0909090842577642
3,14,0.181966265187705,0.113845310886467,-0.100991212928236,0.119890380655308
4,14,0.216715008872999,0.183396403840366,-0.152143559128467,0.193931862087591
