iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,786.574,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,774.427,1,5.86431,1.34935,23.1966,5.88151,26.5125,1.46202,1.46202,1.00188,0.62,0.285
3,758.963,1,5.7732,0.77923,21.1225,6.85551,22.3699,1.425,1.425,1.14626,0.62,0.27075
4,746.388,1,6.00334,1.37149,19.5175,7.17274,27.6129,1.38892,1.38892,1.11724,0.62,0.257212
5,735.311,1,6.11566,1.14422,18.0955,7.50739,29.6838,1.35375,1.35375,1.08895,0.62,0.244352
6,725.051,1,6.26301,1.21674,18.3792,9.15117,28.3852,1.31947,1.31947,1.1318,0.62,0.232134
7,713.791,1,6.33168,1.18621,16.0416,11.2527,30.6915,1.28606,1.28606,1.10314,0.62,0.220528
8,700.578,1,6.17363,0.706937,16.234,10.8163,30.4517,1.2535,1.2535,1.07521,0.62,0.209501
9,694.363,1,5.94835,0.730568,15.3224,11.6851,27.4065,1.22176,1.22176,1.04798,0.62,0.199026
10,683.802,1,6.17235,1.14453,16.733,12.1136,26.8498,1.19082,1.19082,1.02145,0.62,0.189075
11,673.032,1,6.07848,1.16102,15.2608,11.4281,27.3533,1.16067,1.16067,1.00688,0.62,0.179621
12,654.607,1,5.88107,0.74918,14.5612,11.3689,30.2168,1.13128,1.13128,0.981389,0.62,0.17064
13,656.691,1,5.75063,0.68081,12.2014,13.0723,27.3604,1.10264,1.10264,0.956539,0.62,0.162108
14,652.825,1,5.60813,0.727374,11.3221,15.2973,28.0871,1.07472,1.07472,0.932319,0.62,0.154003
15,620.847,1,5.77993,0.550478,12.1662,14.2593,26.5072,1.04751,1.04751,0.908712,0.62,0.146302
16,613.565,1,5.9421,0.92193,12.8175,16.7642,26.5694,1.02098,1.02098,0.885703,0.62,0.138987
17,596.867,1,5.64249,0.61086,9.96729,15.8134,26.0089,0.995131,0.995131,0.863277,0.62,0.132038
18,589.107,1,5.74552,0.746969,10.1693,16.1742,26.2527,0.969933,0.969933,0.841418,0.62,0.125436
19,588.406,1,5.75951,0.765808,10.3761,15.9956,25.9451,0.945374,0.945374,0.820113,0.62,0.119164
20,572.558,1,5.70324,0.60603,10.8688,15.8886,26.7964,0.921437,0.921437,0.799347,0.62,0.113206
21,564.654,1,5.87967,0.813227,10.1103,16.4447,25.331,0.898105,0.898105,0.779107,0.62,0.107546
22,548.959,1,5.90143,0.728487,10.4911,17.4614,25.2716,0.875365,0.875365,0.75938,0.62,0.102168
23,530.507,1,5.90998,1.1535,11.055,16.9572,23.7909,0.8532,0.8532,0.740152,0.62,0.0970601
24,522.436,1,5.9118,1.14971,11.3729,15.7961,23.8838,0.831597,0.831597,0.721411,0.62,0.0922071
25,509.977,1,5.86574,0.861019,10.7266,17.4536,24.285,0.81054,0.81054,0.703144,0.62,0.0875967
26,502.715,1,5.87153,1.00567,9.92613,15.7177,24.1332,0.790017,0.790017,0.68534,0.62,0.0832169
27,497.77,1,5.78409,0.880324,10.0132,17.5671,23.7184,0.770013,0.770013,0.667987,0.62,0.079056
28,485.825,1,5.80472,0.895542,9.92723,16.6271,23.3293,0.750516,0.750516,0.651073,0.62,0.0751032
29,471.653,1,5.80515,0.967161,10.5169,17.173,23.065,0.731512,0.731512,0.634588,0.62,0.0713481
30,472.472,1,5.81311,1.00301,10.2616,20.5546,23.083,0.71299,0.71299,0.61852,0.62,0.0677807
31,458.945,1,5.96047,1.23269,10.9436,18.8488,22.9568,0.694937,0.694937,0.602858,0.62,0.0643916
