time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,5.68488,4.29043,4.76653,5.0821,5.32693,5.56256,5.80449,6.05541,6.36451,6.75982,7.45855,All
-59.4257,10.7138,8.22174,9.07014,9.62781,10.0714,10.4939,10.9264,11.3764,11.9232,12.5956,13.8111,All
-59.1386,15.1945,11.8045,12.9721,13.7285,14.3237,14.8821,15.4705,16.0954,16.8011,17.704,19.3371,All
-58.8514,19.1855,15.0867,16.5072,17.4229,18.1534,18.8448,19.5466,20.2736,21.1197,22.2424,24.1883,All
-58.5643,22.7914,18.0784,19.7409,20.775,21.6003,22.4309,23.1835,24.016,25.0037,26.2518,28.4013,All
-58.2771,26.0551,20.808,22.6292,23.8138,24.7238,25.6277,26.4671,27.4157,28.5275,29.8436,32.2486,All
-57.99,28.7814,23.1489,25.132,26.4065,27.357,28.3362,29.2218,30.2906,31.4607,32.8715,35.5387,All
-57.7028,25.7774,20.9645,22.6914,23.7474,24.5372,25.3683,26.1905,27.0653,28.073,29.3278,31.6835,All
-57.4157,23.1888,18.8444,20.4129,21.3354,22.0996,22.816,23.5848,24.4007,25.3425,26.5252,28.8797,All
-57.1285,20.9866,16.902,18.3343,19.2039,19.9473,20.6594,21.3677,22.1255,23.0722,24.3396,26.7951,All
-56.8414,19.1308,15.04,16.4733,17.3449,18.1007,18.7593,19.4861,20.2698,21.2582,22.565,25.0673,All
-56.5542,17.4906,13.2992,14.8333,15.6927,16.4721,17.1487,17.9074,18.7116,19.7609,21.1076,23.6758,All
-56.2671,16.1049,11.8218,13.3746,14.2825,15.0335,15.7533,16.5307,17.3689,18.464,19.8196,22.468,All
-55.9799,14.9108,10.5077,12.0975,13.0376,13.7641,14.5313,15.3154,16.2318,17.3371,18.7066,21.3441,All
-55.6928,13.8689,9.3419,10.9494,11.9266,12.7014,13.4631,14.2841,15.2123,16.3166,17.7429,20.3619,All
-55.4056,12.9542,8.39339,9.96429,10.9449,11.772,12.5403,13.3899,14.3412,15.4233,16.8441,19.4434,All
-55.1185,12.1145,7.55274,9.11872,10.095,10.9242,11.713,12.5806,13.5468,14.6343,16.0535,18.6448,All
-54.8313,11.4024,6.81272,8.37342,9.3526,10.1897,10.9835,11.8489,12.8158,13.9127,15.3168,17.8902,All
