simulations, -2LL
1000,608.967
2000,609.027
3000,608.971
4000,608.986
5000,608.957
6000,608.995
7000,609.087
8000,609.206
9000,609.132
10000,609.034
11000,608.97
12000,608.981
13000,609.057
14000,609.067
15000,609.099
16000,609.134
17000,609.128
18000,609.178
19000,609.193
20000,609.203
21000,609.205
22000,609.234
23000,609.216
24000,609.208
25000,609.209
26000,609.227
27000,609.239
28000,609.218
29000,609.236
30000,609.238
