iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1169,425.709,1,5.31009,0.625833,19.8468,6.65171,22.4024,0.268,0.211499,0.271469,0.716161,0.470749,0.724556,0.30237,0.0598213
1170,420.159,1,5.33128,0.619104,19.878,6.47792,22.2834,0.268,0.209122,0.264595,0.699025,0.45883,0.690474,0.303514,0.0586507
1171,433.408,1,5.34261,0.637041,19.8809,6.78792,21.2897,0.268,0.21701,0.257895,0.732215,0.447212,0.651751,0.30554,0.0606044
1172,422.595,1,5.32405,0.627004,20.4497,6.10437,22.4432,0.268,0.21167,0.251365,0.713675,0.435888,0.650303,0.305044,0.0605656
1173,417.544,1,5.32984,0.618574,20.2981,6.34724,22.0753,0.268,0.207238,0.245,0.695604,0.442362,0.778603,0.30241,0.0610042
1174,414.945,1,5.34766,0.637733,19.9279,6.6204,22.1135,0.268,0.20858,0.238797,0.677991,0.431161,0.783089,0.305639,0.0598614
1175,419.59,1,5.33064,0.65067,20.0959,5.89759,21.6382,0.268,0.211083,0.23275,0.660824,0.420243,0.760272,0.306286,0.0604473
1176,415.788,1,5.32737,0.648945,20.5633,5.74427,21.898,0.268,0.21436,0.230995,0.644092,0.409603,0.807406,0.30689,0.0610821
1177,418.59,1,5.34376,0.633176,20.5326,5.92554,22.4841,0.268,0.212546,0.259059,0.643373,0.413168,0.80779,0.300985,0.0612098
1178,416.111,1,5.33744,0.603943,20.5528,6.10344,23.6831,0.268,0.207164,0.262265,0.627082,0.402707,0.848565,0.300661,0.0634689
1179,413.481,1,5.35757,0.617897,20.9265,5.82764,24.111,0.268,0.204525,0.273505,0.611204,0.41292,0.865708,0.299734,0.062749
1180,413.923,1,5.33283,0.644087,21.2383,5.53262,25.0844,0.268,0.208667,0.26905,0.595728,0.413487,0.847814,0.300476,0.0629587
1181,409.018,1,5.33691,0.642023,21.2639,5.36592,24.623,0.268,0.209291,0.266436,0.580644,0.403018,0.822406,0.300442,0.0617377
1182,415.279,1,5.3256,0.648677,20.628,5.7674,25.2521,0.268,0.210744,0.273255,0.596805,0.392813,0.840764,0.30264,0.0610061
1183,419.549,1,5.3009,0.624185,20.837,5.65675,25.1569,0.268,0.213018,0.279034,0.588138,0.401378,0.817819,0.303887,0.0599214
1184,419.478,1,5.29874,0.634423,21.181,5.31648,25.9025,0.268,0.209049,0.282914,0.581084,0.409735,0.852003,0.296193,0.0642054
1185,418.735,1,5.30858,0.654091,21.3465,5.2061,26.2811,0.268,0.210516,0.282744,0.602026,0.41296,0.857384,0.304207,0.0625797
1186,405.934,1,5.31019,0.62151,21.131,5.65897,24.8838,0.268,0.205473,0.286455,0.588896,0.408613,0.861533,0.298708,0.0616913
1187,422.873,1,5.30145,0.598683,20.8437,5.67877,24.7373,0.268,0.206872,0.279202,0.617184,0.41106,0.868421,0.30193,0.063918
1188,423.632,1,5.32703,0.610433,21.1991,5.47695,25.2282,0.268,0.209888,0.278649,0.601556,0.44069,0.886436,0.299144,0.0660066
1189,411.346,1,5.33337,0.608564,21.1498,5.59879,25.0779,0.268,0.210932,0.28971,0.586324,0.429532,0.932106,0.300072,0.0644292
1190,413.731,1,5.3184,0.627628,21.0534,5.66171,25.5149,0.268,0.205591,0.282375,0.571478,0.418656,0.906493,0.295282,0.065265
1191,411.755,1,5.34072,0.635779,20.8013,5.76713,25.6698,0.268,0.211281,0.281373,0.574841,0.408055,0.907308,0.302147,0.0636125
1192,408.472,1,5.34096,0.618057,20.9277,5.8928,25.2036,0.268,0.205931,0.288034,0.585635,0.405725,0.904686,0.301804,0.0628145
1193,411.665,1,5.35313,0.596103,20.6557,5.85022,24.8729,0.268,0.20488,0.29004,0.607057,0.413333,0.920294,0.301158,0.0632332
1194,403.391,1,5.32018,0.611666,20.7058,5.73259,24.7685,0.268,0.211266,0.286848,0.591686,0.402867,0.927189,0.298591,0.062312
1195,396.598,1,5.35505,0.634142,20.7629,5.89583,24.3769,0.268,0.21311,0.293488,0.576704,0.40477,0.93817,0.305605,0.0607343
1196,394.201,1,5.35339,0.650938,20.6292,6.02315,23.9765,0.268,0.210966,0.293003,0.572372,0.409754,0.936624,0.301494,0.059877
1197,401.938,1,5.3382,0.641318,20.8649,6.16032,24.719,0.268,0.209775,0.295857,0.623376,0.40546,0.929862,0.300584,0.0621375
1198,407.306,1,5.3208,0.621766,20.7578,6.21854,24.5594,0.268,0.209049,0.293452,0.611602,0.410546,0.92461,0.300863,0.0613972
1199,405.136,1,5.31528,0.61796,20.6536,6.15048,24.4601,0.268,0.206139,0.289762,0.607596,0.40015,0.914068,0.298328,0.0615115
1200,410.602,1,5.34546,0.622766,20.5773,5.95024,24.2957,0.268,0.211982,0.304795,0.624174,0.390018,0.917745,0.303396,0.0611656
1201,415.92,1,5.34598,0.63345,21.0539,6.1407,25.2128,0.268,0.219886,0.300407,0.657696,0.385633,0.921542,0.304743,0.0622013
1202,415.761,1,5.32647,0.615367,20.8988,6.02937,24.5157,0.268,0.214374,0.2928,0.641043,0.378524,0.897132,0.304491,0.0627376
1203,400.122,1,5.33164,0.617001,20.5842,5.77144,23.8267,0.268,0.208946,0.285387,0.624811,0.36894,0.90626,0.298545,0.0617092
1204,402.035,1,5.34874,0.607651,20.916,5.87395,23.7084,0.268,0.205936,0.27816,0.608991,0.359598,0.882295,0.297086,0.0629955
1205,410.121,1,5.32308,0.601145,20.8329,5.68353,23.5222,0.268,0.209497,0.271117,0.593571,0.350493,0.832305,0.298624,0.0636298
1206,411.208,1,5.33106,0.624436,20.8846,5.59344,23.2334,0.268,0.212613,0.269983,0.578541,0.378161,0.845655,0.299712,0.0620187
1207,423.412,1,5.34016,0.641464,20.8934,5.56205,23.8916,0.268,0.207229,0.27335,0.569389,0.386675,0.818096,0.303816,0.0624428
1208,417.657,1,5.3492,0.657317,20.6414,5.67616,23.4361,0.268,0.206523,0.281383,0.561307,0.411421,0.863337,0.303273,0.0628963
1209,418.779,1,5.34492,0.651053,20.5609,5.57891,23.4746,0.268,0.201578,0.289479,0.585891,0.445817,0.873878,0.299238,0.0633185
1210,415.663,1,5.35526,0.650179,21.0561,6.14028,24.2984,0.268,0.210522,0.282149,0.581205,0.434529,0.860623,0.299213,0.0634541
1211,410.586,1,5.37522,0.631766,21.0342,5.89045,24.016,0.268,0.208065,0.283034,0.599535,0.423527,0.878733,0.294904,0.0639031
1212,412.045,1,5.34061,0.623366,21.0505,5.7324,24.0538,0.268,0.212056,0.289269,0.662749,0.412803,0.881134,0.302532,0.062285
1213,412.44,1,5.34372,0.634548,20.7566,5.86828,24.425,0.268,0.212959,0.283653,0.645968,0.40538,0.848835,0.297866,0.0629035
1214,422.276,1,5.35674,0.644855,21.1798,5.7245,24.4291,0.268,0.214673,0.283717,0.629611,0.412111,0.868254,0.303582,0.063197
1215,415.491,1,5.35677,0.637712,20.6154,6.1975,25.1898,0.268,0.212753,0.297,0.613669,0.413646,0.878531,0.299552,0.0627712
1216,406.399,1,5.33344,0.636585,20.2482,6.43454,24.7216,0.268,0.214093,0.28948,0.601622,0.427415,0.882466,0.30406,0.0611818
1217,410.457,1,5.33121,0.638721,19.9745,6.54049,24.4328,0.268,0.210508,0.285462,0.586389,0.416593,0.899876,0.303918,0.061188
1218,408.89,1,5.34802,0.640252,20.631,6.07035,24.0895,0.268,0.210198,0.291055,0.602806,0.438096,0.907297,0.304438,0.0606197
1219,405.659,1,5.34681,0.620957,20.2034,6.39126,23.1438,0.268,0.214513,0.283686,0.615837,0.427003,0.916768,0.302821,0.0613874
1220,403.131,1,5.32138,0.623124,20.8576,5.76886,24.2941,0.268,0.210794,0.276503,0.618353,0.416191,0.920982,0.306407,0.0612943
1221,406.302,1,5.35163,0.618254,20.8761,5.77777,24.3568,0.268,0.214713,0.272598,0.618175,0.405653,0.91047,0.305093,0.061297
1222,415.795,1,5.32176,0.621386,20.524,5.7785,23.7771,0.268,0.209276,0.265696,0.634189,0.410533,0.901848,0.303729,0.0633483
1223,422.462,1,5.35186,0.615218,20.7319,5.76007,22.9826,0.268,0.209189,0.277162,0.656073,0.416256,0.849538,0.307769,0.0624786
1224,432.681,1,5.36226,0.602659,20.989,5.95192,23.2414,0.268,0.218064,0.279831,0.666217,0.422969,0.861355,0.302031,0.0654504
1225,424.849,1,5.34472,0.624952,20.7863,5.7434,22.5757,0.268,0.212542,0.286853,0.649348,0.439716,0.873277,0.302008,0.0643173
1226,427.37,1,5.31715,0.606254,20.8684,5.71802,23.5225,0.268,0.210988,0.279589,0.632906,0.445383,0.822701,0.299176,0.0647765
1227,417.888,1,5.32467,0.597745,20.5931,5.81758,24.0423,0.268,0.212884,0.274718,0.61688,0.474682,0.863616,0.298805,0.0631363
1228,423.53,1,5.27042,0.623235,20.9475,5.46347,23.7399,0.268,0.207494,0.269672,0.60126,0.492262,0.889421,0.299909,0.0645474
1229,413.836,1,5.29681,0.615212,20.804,5.47896,23.8468,0.268,0.209754,0.275236,0.602898,0.489049,0.89267,0.300955,0.062913
1230,413.652,1,5.29541,0.61899,20.904,5.60715,23.8269,0.268,0.20787,0.290125,0.587632,0.518844,0.911928,0.3051,0.06132
1231,425.873,1,5.31158,0.657987,21.1087,5.80685,24.7994,0.268,0.213693,0.29626,0.618247,0.510243,0.897671,0.303866,0.0627265
1232,413.516,1,5.32673,0.625585,20.9414,5.62334,25.1749,0.268,0.212476,0.288759,0.602593,0.505697,0.894319,0.296172,0.063643
1233,409.535,1,5.30976,0.629491,20.9651,5.65054,24.3982,0.268,0.212936,0.281447,0.587335,0.492892,0.848429,0.303521,0.0620315
1234,418.144,1,5.33376,0.659441,21.2432,5.53655,24.089,0.268,0.213825,0.274321,0.572463,0.480412,0.835142,0.30421,0.0621383
1235,428.923,1,5.32032,0.638754,20.8013,5.63821,23.5894,0.268,0.213689,0.267375,0.585092,0.468247,0.798567,0.302729,0.0653189
1236,429.102,1,5.32861,0.620129,20.8093,5.48562,22.7269,0.268,0.208278,0.263766,0.585649,0.456391,0.722599,0.306609,0.0638421
1237,431.934,1,5.32359,0.622859,21.1684,5.22824,23.0825,0.268,0.206857,0.278664,0.602296,0.444835,0.775912,0.302515,0.0660544
1238,437.401,1,5.31033,0.615493,21.149,5.24187,24.171,0.268,0.20838,0.292616,0.587046,0.492601,0.776123,0.295625,0.0662653
1239,426.177,1,5.31073,0.617266,21.3105,5.50667,25.0054,0.268,0.212617,0.285207,0.573915,0.486008,0.768756,0.29598,0.0645875
1240,432.249,1,5.35819,0.641584,21.1474,5.91653,24.8281,0.268,0.21499,0.277985,0.602101,0.473702,0.684972,0.297858,0.0649892
1241,428.075,1,5.34543,0.639862,21.3406,5.56858,24.3945,0.268,0.21244,0.270947,0.586856,0.461708,0.710132,0.301765,0.0636792
1242,425.44,1,5.32623,0.654027,21.3545,5.3861,25.7789,0.268,0.211767,0.264086,0.652549,0.450017,0.836666,0.304715,0.063322
1243,421.592,1,5.3313,0.653132,21.1772,5.27631,25.6039,0.268,0.206405,0.264923,0.636026,0.438622,0.846539,0.303121,0.0627562
1244,438.162,1,5.32706,0.634702,20.8327,5.629,24.689,0.268,0.2124,0.271939,0.638616,0.427516,0.844022,0.301895,0.0643803
1245,431.226,1,5.33897,0.623569,20.9735,5.9604,24.6962,0.268,0.214581,0.268508,0.622446,0.416691,0.800676,0.301618,0.0629831
1246,415.916,1,5.37319,0.645101,21.0544,5.85625,23.389,0.268,0.2173,0.261709,0.606686,0.40614,0.821821,0.304572,0.0615393
1247,415.509,1,5.32797,0.629205,20.5211,5.78737,23.0119,0.268,0.214551,0.26019,0.591324,0.395857,0.814341,0.302342,0.0619822
1248,417.079,1,5.32877,0.663237,20.739,5.84892,22.2323,0.268,0.219333,0.273795,0.587685,0.385833,0.815273,0.304182,0.0618685
1249,419.499,1,5.35144,0.679893,20.8497,5.8003,22.3344,0.268,0.221244,0.27047,0.584344,0.376064,0.814182,0.308254,0.0611983
1250,411.326,1,5.34067,0.637062,20.9,5.91091,22.7802,0.268,0.215642,0.270423,0.569548,0.389568,0.845522,0.301388,0.0617294
1251,407.074,1,5.36948,0.647538,21.2744,5.52068,22.8386,0.268,0.210182,0.28093,0.555127,0.393219,0.85146,0.302566,0.0616579
1252,421.476,1,5.32048,0.608008,21.3935,5.46302,22.8853,0.268,0.213666,0.279538,0.54107,0.421875,0.837808,0.3011,0.0618192
1253,414.714,1,5.35866,0.644266,21.4883,5.70625,22.8752,0.268,0.215532,0.28444,0.53789,0.424995,0.864251,0.302798,0.0619543
1254,423.061,1,5.33531,0.645417,21.6304,5.37948,24.0118,0.268,0.210859,0.277797,0.597645,0.423244,0.85502,0.30518,0.0628137
1255,421.086,1,5.34404,0.640325,21.0877,5.48254,23.5305,0.268,0.212109,0.292999,0.582512,0.443436,0.830356,0.302144,0.0623916
1256,423.454,1,5.3559,0.644508,20.7697,5.74635,23.4813,0.268,0.214407,0.286153,0.582024,0.432208,0.804504,0.305337,0.0625073
1257,420.083,1,5.34265,0.647058,20.7533,5.49122,24.3454,0.268,0.208978,0.278907,0.580252,0.421264,0.79204,0.302027,0.0627244
1258,424.556,1,5.30865,0.641258,20.8042,5.16363,24.0515,0.268,0.207774,0.293285,0.568764,0.410597,0.805683,0.303126,0.0638168
1259,417.118,1,5.31587,0.605225,21.0054,5.46632,24.3685,0.268,0.208177,0.285859,0.597607,0.442664,0.815231,0.298344,0.0622009
1260,420.55,1,5.34756,0.645852,20.8634,5.79653,23.9686,0.268,0.212274,0.278621,0.582475,0.431455,0.834299,0.297153,0.0638503
1261,420.201,1,5.34805,0.630955,20.5257,5.97583,22.8118,0.268,0.211078,0.291489,0.567727,0.420531,0.828428,0.30119,0.0627808
1262,415.218,1,5.35755,0.639249,20.7896,5.89719,23.7922,0.268,0.215758,0.28661,0.553352,0.42247,0.835827,0.302854,0.061432
1263,416.828,1,5.36142,0.648574,20.6622,5.90881,23.0061,0.268,0.216276,0.279353,0.57624,0.423968,0.841652,0.298199,0.0635744
1264,405.41,1,5.32071,0.645371,20.4259,5.93138,22.5383,0.268,0.210799,0.290674,0.561649,0.421231,0.882495,0.297247,0.0619647
1265,424.703,1,5.35073,0.654034,20.4568,5.99465,22.6335,0.268,0.210887,0.283314,0.586698,0.410565,0.876506,0.299648,0.0642969
1266,420.83,1,5.3762,0.674138,20.7008,6.15007,22.8766,0.268,0.20938,0.28599,0.590184,0.400169,0.869086,0.299998,0.0646302
1267,420.824,1,5.34393,0.653258,20.8956,5.78261,23.9859,0.268,0.208575,0.298589,0.603025,0.401583,0.866917,0.302815,0.0652898
1268,417.167,1,5.36719,0.620934,21.0455,6.06371,23.4345,0.268,0.212196,0.298896,0.60351,0.391415,0.849993,0.297666,0.0644615
1269,429.004,1,5.33198,0.623899,20.6996,5.88096,23.1165,0.268,0.2145,0.291328,0.606451,0.381504,0.866719,0.298257,0.067029
1270,412.203,1,5.34578,0.62722,20.8093,5.74908,23.3421,0.268,0.213754,0.296713,0.628107,0.371844,0.890323,0.297736,0.0653318
1271,411.267,1,5.33979,0.616208,20.91,5.67751,23.5552,0.268,0.209633,0.289678,0.612203,0.382057,0.912444,0.297119,0.0637896
1272,416.816,1,5.30881,0.645711,20.7646,5.85185,23.3273,0.268,0.210976,0.287033,0.596702,0.379231,0.903328,0.30507,0.0642422
1273,417.381,1,5.314,0.632127,20.6409,5.56316,22.9029,0.268,0.211781,0.300503,0.581593,0.378338,0.917078,0.306947,0.063753
1274,417.511,1,5.32552,0.607878,20.8422,5.51841,23.2377,0.268,0.210936,0.299843,0.598623,0.401772,0.911364,0.299175,0.0667843
1275,408.376,1,5.32411,0.594307,20.6521,5.79573,23.2739,0.268,0.215444,0.295929,0.642641,0.391598,0.907262,0.304696,0.0650933
1276,417.938,1,5.34009,0.634774,21.2946,5.7954,24.3886,0.268,0.213099,0.288436,0.626369,0.381683,0.877153,0.302028,0.0634451
1277,426.348,1,5.32816,0.642386,21.5164,5.67402,24.8152,0.268,0.216419,0.283418,0.618865,0.390176,0.834435,0.2984,0.0640351
1278,418.485,1,5.31262,0.636405,20.7082,5.73031,23.9226,0.268,0.210939,0.304676,0.609145,0.403862,0.844571,0.303245,0.0626954
1279,412.2,1,5.31804,0.616569,20.6822,5.74189,24.2839,0.268,0.210653,0.303846,0.593721,0.418192,0.853662,0.302349,0.061108
1280,412.521,1,5.34304,0.60889,20.7306,5.74226,24.7781,0.268,0.209998,0.310872,0.600895,0.407603,0.857307,0.297608,0.0606468
1281,410.285,1,5.34724,0.617312,20.9907,5.84793,24.4216,0.268,0.208256,0.303,0.628259,0.408078,0.844741,0.303559,0.0591112
1282,413.773,1,5.37139,0.622741,20.6672,6.02572,22.8148,0.268,0.209515,0.295328,0.654035,0.397746,0.825251,0.302638,0.0614466
1283,427.806,1,5.33189,0.602981,20.5324,5.75701,22.9254,0.268,0.205208,0.292839,0.657607,0.387674,0.817291,0.302749,0.063504
1284,416.659,1,5.31763,0.620911,20.5636,5.4799,23.0471,0.268,0.213051,0.285424,0.640956,0.377858,0.858464,0.305644,0.0634734
1285,411.963,1,5.3159,0.627079,20.7874,5.66127,23.0647,0.268,0.21079,0.278197,0.624726,0.369332,0.819655,0.298629,0.0623576
1286,415.788,1,5.30394,0.592242,20.6547,5.51477,24.4553,0.268,0.208696,0.271153,0.647765,0.359981,0.824406,0.303282,0.0618073
1287,409.01,1,5.31625,0.616831,20.6722,5.89931,24.0095,0.268,0.208734,0.270965,0.631363,0.350866,0.819758,0.303746,0.0612384
1288,412.028,1,5.3367,0.575096,20.4944,6.05515,23.6546,0.268,0.214373,0.264104,0.679384,0.341982,0.78591,0.298623,0.0617386
1289,413.282,1,5.34761,0.61978,20.5347,5.96929,23.5403,0.268,0.215917,0.268105,0.703534,0.333323,0.808018,0.305013,0.0601753
1290,408.858,1,5.34082,0.628688,20.7578,5.95061,23.7596,0.268,0.216246,0.267443,0.697828,0.324883,0.75243,0.306324,0.0592525
1291,406.478,1,5.34153,0.637489,20.8768,5.95925,23.883,0.268,0.21077,0.260671,0.680158,0.316656,0.708666,0.302365,0.058669
1292,403.001,1,5.35036,0.646742,20.751,6.01322,24.0447,0.268,0.217346,0.254071,0.715384,0.308639,0.75049,0.304362,0.0576055
1293,397.08,1,5.32075,0.618229,20.7718,5.73639,23.7187,0.268,0.219608,0.247637,0.69727,0.300824,0.764198,0.307587,0.0569793
1294,404.395,1,5.31561,0.625044,20.5368,5.74327,24.0178,0.268,0.215922,0.258952,0.701118,0.293207,0.779465,0.302163,0.059154
1295,403.948,1,5.34874,0.599315,20.9545,5.70768,24.0238,0.268,0.220004,0.2698,0.694234,0.301667,0.818562,0.301126,0.0584257
1296,412.536,1,5.34327,0.605317,21.0053,5.89215,25.3361,0.268,0.218886,0.277804,0.688722,0.37489,0.849805,0.304267,0.0597355
1297,413.705,1,5.33081,0.606379,20.7033,6.00807,25.7106,0.268,0.215015,0.277713,0.716781,0.365398,0.851675,0.30476,0.0608604
1298,407.488,1,5.35101,0.634916,20.3087,6.09206,25.6821,0.268,0.218623,0.276663,0.698631,0.368185,0.844173,0.307231,0.0593194
1299,412.065,1,5.33558,0.62417,20.1738,5.97981,25.452,0.268,0.213087,0.28124,0.698559,0.358863,0.855988,0.307371,0.0591151
1300,409.755,1,5.3714,0.615566,20.4089,6.04614,25.2436,0.268,0.209071,0.279995,0.682789,0.369349,0.824921,0.299589,0.0599924
1301,412.514,1,5.34747,0.621522,20.1841,6.32558,24.8482,0.268,0.211742,0.280378,0.704257,0.359997,0.8139,0.305708,0.0584734
1302,402.215,1,5.35601,0.604962,20.0757,6.10907,24.7688,0.268,0.207824,0.273279,0.686425,0.379428,0.857262,0.308708,0.0569928
1303,402.265,1,5.33306,0.615133,20.414,5.71545,24.4187,0.268,0.210647,0.289337,0.669044,0.410732,0.852585,0.306319,0.0555497
1304,406.576,1,5.33643,0.625839,20.3681,6.25508,24.1845,0.268,0.210015,0.291642,0.683333,0.400332,0.86999,0.30699,0.0576263
1305,398.778,1,5.35029,0.632058,20.3283,6.05219,24.1896,0.268,0.208785,0.299042,0.679555,0.390195,0.890471,0.299217,0.0591601
1306,399.906,1,5.34174,0.637178,20.0999,6.04218,24.2557,0.268,0.206898,0.292194,0.662348,0.380315,0.868254,0.304672,0.0576621
1307,409.247,1,5.33676,0.602814,20.0517,6.06346,23.8508,0.268,0.210322,0.284795,0.645577,0.370686,0.889236,0.305087,0.0616217
1308,410.324,1,5.34106,0.626443,20.4081,5.83773,24.3389,0.268,0.211549,0.28477,0.62923,0.384814,0.876906,0.304317,0.0606747
1309,415.404,1,5.31417,0.637191,20.645,5.82913,24.8962,0.268,0.208052,0.281632,0.633251,0.404622,0.878555,0.301376,0.0609046
1310,424.376,1,5.31976,0.630844,20.7736,5.6899,25.2357,0.268,0.209266,0.299148,0.6547,0.430974,0.881597,0.302011,0.0605099
1311,419.685,1,5.34087,0.645419,20.6209,5.72145,25.9455,0.268,0.213029,0.29624,0.687104,0.420062,0.864725,0.300876,0.0610974
1312,411.178,1,5.3259,0.667392,20.3055,5.96668,25.5974,0.268,0.212381,0.288739,0.672368,0.409425,0.845925,0.303494,0.0595504
1313,408.706,1,5.33301,0.640092,20.4878,5.89032,24.6765,0.268,0.211616,0.28342,0.679397,0.399059,0.84878,0.301108,0.0588031
1314,410.643,1,5.32036,0.640831,20.6309,5.99729,24.9033,0.268,0.212371,0.276243,0.680346,0.409546,0.839618,0.302442,0.0578834
1315,425.323,1,5.31673,0.677862,20.8828,5.60719,24.7787,0.268,0.21826,0.272727,0.663119,0.399176,0.766095,0.311156,0.0612265
1316,424.089,1,5.31877,0.658261,20.8677,5.43337,23.19,0.268,0.217729,0.26915,0.652515,0.39532,0.738167,0.30649,0.0611754
1317,417.925,1,5.32179,0.635094,20.7816,5.50874,23.8591,0.268,0.212216,0.273709,0.663734,0.435997,0.765743,0.301178,0.0596264
1318,419.167,1,5.34965,0.635637,20.867,5.76529,23.9668,0.268,0.212162,0.275551,0.646927,0.424957,0.781092,0.299406,0.0618561
1319,410.858,1,5.33011,0.638511,20.5738,5.8262,23.0585,0.268,0.213235,0.274626,0.646369,0.414197,0.814861,0.299803,0.0602898
1320,416.599,1,5.32572,0.616472,20.555,5.80194,22.4145,0.268,0.214085,0.267672,0.674723,0.403709,0.814063,0.304196,0.060519
1321,423.105,1,5.30169,0.651979,20.639,5.90887,22.988,0.268,0.215396,0.263476,0.702084,0.393487,0.814045,0.302697,0.0610573
1322,422.547,1,5.28171,0.648576,20.206,5.88372,23.8893,0.268,0.218641,0.26813,0.684307,0.383524,0.823229,0.304438,0.0616441
1323,421.087,1,5.30627,0.63834,20.1809,5.9921,24.3293,0.268,0.222186,0.271144,0.74417,0.373813,0.843471,0.307526,0.0612264
1324,414.561,1,5.37116,0.652827,20.1002,6.23102,24.5262,0.268,0.21656,0.264278,0.725327,0.364347,0.785706,0.306019,0.0596761
1325,410.368,1,5.36886,0.64298,20.4415,6.19049,24.4066,0.268,0.211345,0.271212,0.706961,0.355122,0.819321,0.300525,0.0590931
1326,414.415,1,5.36512,0.626054,20.4392,6.20901,23.4365,0.268,0.209435,0.274002,0.689061,0.369362,0.814431,0.302369,0.0609952
1327,421.364,1,5.36749,0.657125,20.751,6.06904,22.8161,0.268,0.213956,0.273849,0.671613,0.362448,0.801155,0.306181,0.0621706
1328,424.338,1,5.33775,0.642237,20.8546,5.94392,24.1041,0.268,0.210577,0.271092,0.673305,0.374823,0.782216,0.302932,0.0619903
1329,418.755,1,5.33058,0.635185,20.746,5.77551,24.1576,0.268,0.207933,0.264228,0.656257,0.380086,0.770398,0.299434,0.0609675
1330,421.971,1,5.34532,0.664782,20.8728,5.7208,23.9703,0.268,0.209825,0.26401,0.640768,0.386417,0.753602,0.303207,0.061604
1331,418.552,1,5.3466,0.634285,20.8739,5.72851,23.8006,0.268,0.212202,0.275381,0.729966,0.376633,0.773343,0.302994,0.0600442
1332,423.056,1,5.34014,0.640933,20.8855,5.64132,24.0356,0.268,0.206829,0.272156,0.711483,0.381724,0.721081,0.304348,0.061834
1333,426.194,1,5.31652,0.671364,20.8099,5.48487,23.5797,0.268,0.210236,0.270557,0.693468,0.382995,0.734512,0.304124,0.0628548
1334,424.628,1,5.29464,0.610398,20.7703,5.53664,23.4611,0.268,0.20689,0.270222,0.675909,0.402639,0.800736,0.296424,0.0647386
1335,421.58,1,5.29437,0.632058,20.4899,5.64459,22.6643,0.268,0.211293,0.268013,0.658795,0.392444,0.769776,0.305473,0.0630994
1336,410.488,1,5.34021,0.658146,20.9032,5.93421,22.7873,0.268,0.208522,0.261227,0.655394,0.382507,0.815608,0.300953,0.0615017
1337,416.914,1,5.34637,0.660187,21.0944,5.77819,22.7267,0.268,0.214361,0.277058,0.638799,0.372822,0.771864,0.30298,0.0606147
1338,422.961,1,5.32322,0.652187,20.9539,5.59422,24.0109,0.268,0.216813,0.278462,0.630533,0.401112,0.853232,0.306063,0.0622069
1339,427.614,1,5.33398,0.631506,20.7563,5.59436,22.9631,0.268,0.214863,0.283932,0.614567,0.425279,0.802976,0.302512,0.0615699
1340,418.065,1,5.33785,0.611775,20.7548,5.66206,21.6982,0.268,0.215631,0.276742,0.608576,0.414511,0.757134,0.298282,0.0631455
1341,418.45,1,5.29965,0.622886,20.7625,5.78998,21.7655,0.268,0.21424,0.269735,0.619208,0.404015,0.803404,0.303078,0.0634266
1342,423.181,1,5.32861,0.631648,20.8812,5.59999,23.8673,0.268,0.214686,0.262905,0.62828,0.393785,0.81358,0.302956,0.0642661
1343,426.539,1,5.32727,0.646907,20.8154,5.60359,23.075,0.268,0.21599,0.278692,0.649428,0.412843,0.80261,0.305337,0.0626389
1344,432.003,1,5.38365,0.607525,21.2219,5.61544,23.779,0.268,0.216545,0.271636,0.649097,0.402389,0.705659,0.298098,0.064294
1345,432.657,1,5.3696,0.603934,21.2868,5.57093,23.873,0.268,0.216111,0.274124,0.632661,0.392201,0.758745,0.300249,0.0653736
1346,425.29,1,5.37306,0.669378,21.1092,5.96277,23.3305,0.268,0.212708,0.267183,0.616642,0.38227,0.776999,0.301728,0.0644622
1347,415.766,1,5.39536,0.610533,20.544,6.11371,23.6512,0.268,0.207322,0.260418,0.635411,0.372591,0.833688,0.300491,0.0637042
1348,413.797,1,5.36793,0.635911,20.2706,6.35792,22.4711,0.268,0.207443,0.26043,0.680354,0.363156,0.830394,0.298515,0.0628611
1349,418.349,1,5.38884,0.630296,20.5193,6.27399,22.4741,0.268,0.204847,0.255845,0.67993,0.353961,0.796445,0.296207,0.0643456
1350,412.173,1,5.3472,0.652142,20.8039,5.93178,22.0811,0.268,0.213119,0.257773,0.664833,0.392741,0.852381,0.301191,0.0627163
1351,417.764,1,5.33549,0.635648,20.5291,6.05397,22.658,0.268,0.2122,0.251246,0.674658,0.382797,0.849854,0.293565,0.0646764
1352,421.628,1,5.37571,0.645359,20.5861,6.32447,22.4705,0.268,0.214814,0.26158,0.657576,0.373104,0.883068,0.301515,0.0653926
1353,424.788,1,5.35423,0.645923,20.5411,5.96325,22.1846,0.268,0.212146,0.26021,0.640925,0.375545,0.882145,0.303423,0.0669333
1354,418.292,1,5.34308,0.60986,20.3591,6.20604,21.6493,0.268,0.208896,0.267173,0.647386,0.385681,0.88819,0.298169,0.0652386
1355,419.837,1,5.36033,0.613584,20.1362,6.3684,22.188,0.268,0.211175,0.270991,0.673255,0.40284,0.870487,0.301838,0.0635867
1356,427.789,1,5.33366,0.629796,20.251,6.52987,22.9259,0.268,0.215563,0.268767,0.656208,0.41517,0.889336,0.304881,0.0665032
